Topic,Count,Name,Representation,Representative_Docs
47,11,47_female flight attendants_women flight attendants_sexual harassment_flight attendants,"['female flight attendants', 'women flight attendants', 'sexual harassment', 'flight attendants', 'harassment work', 'work attitudes', 'female nurses', 'health female', 'psychological distress', 'job stressors']","['<title>Self perceived health and mental health among women flight attendants</title> <excerpt>Aims: The authors investigated associations of work related risk factors with self perceived health as less than ""good"" and psychological distress among Italian women flight attendants. Methods: The authors conducted a cross sectional survey on health and mental health among 1955 former and current flight attendants, using a postal questionnaire. Results: More current than former flight attendants reported self perceived health as fair to poor and psychological distress measured as a GHQ-12 score of six or more.</excerpt>', '<title>Lifestyle, harassment at work and self-assessed health of female flight attendants, nurses and teachers</title> <excerpt>Health-related lifestyle, harassment at work, and self-assessed health of female flight attendants in comparison to that of female nurses and female primary school teachers were surveyed. A higher proportion of flight attendants than nurses or teachers were smokers, 26% vs 15% and 17% respectively; and consumed alcohol at least once a week, 40% vs 21% and 16%. Repeated sexual harassment at work was more common among the flight attendants, 31% vs 8% and 4%; whereas bullying, physical violence and threats were less prevalent among the flight attendants (12%) than among nurses (19%).</excerpt>', ""<title>Token majority: The work attitudes of male flight attendants</title> <excerpt>This study examined the work experiences of men, a traditional workplace majority, as minority members of a female-dominated occupation. We used tokenism and social categorization theories to propose and test a set of hypotheses that link token status (a less than 15% minority) with male flight attendants' work attitudes through intervening psychological and job factors. Survey data from a sample of 236 male and female flight attendants supported a model in which a negative relationship between token status and the work attitudes of job satisfaction and organizational attachment was mediated by low self-esteem, increased role ambiguity, and poor job fit.</excerpt>"", '<title>Integrating qualitative methods into occupational health research: A study of women flight attendants</title> <excerpt>Aims: To identify possible work related sources of psychosocial stress in order to develop pertinent questionnaire items for a cross-sectional health survey of 3000 Italian women flight attendants, and to solicit suggestions on improving survey participation. Methods: Qualitative study in which 26 current and former women flight attendants participated: three focus groups of 6-7 participants each and six in-depth individual interviews. The session themes included positive and negative aspects of the job; relationships with colleagues, superiors, and passengers; perception of occupational risk for serious diseases; compatibility of work and family; and experiences of work related sources of stress and their effect on health.</excerpt>', '<title>Associations of suffering with facets of health and well-being among working adults: longitudinal evidence from two samples</title> <excerpt>Suffering is an experiential state that every person encounters at one time or another, yet little is known about suffering and its consequences for the health and well-being of nonclinical adult populations. In a pair of longitudinal studies, we used two waves of data from garment factory workers (Study 1 [T1: 2017, T2: 2019]: n = 344) and flight attendants (Study 2 [T1: 2017/2018, T2: 2020]: n = 1402) to examine the prospective associations of suffering with 16 outcomes across different domains of health and well-being: physical health, health behavior, mental health, psychological well-being, character strengths, and social well-being. The primary analysis involved a series of regression analyses in which each T2 outcome was regressed on overall suffering assessed at T1, adjusting for relevant sociodemographic characteristics and the baseline value (or close proxy) of the outcome assessed at T1.</excerpt>']"
48,11,48_stress coping_related stress wrs_stress wrs_work related stress,"['stress coping', 'related stress wrs', 'stress wrs', 'work related stress', 'psychosocial stress', 'pilots cope', 'related stress', 'work pilots', 'wives commercial airline', 'wellbeing mental health']","['<title>Stress coping strategies in commercial airline pilots</title> <excerpt>The literature reveals a clear deficiency in knowledge of how aircraft pilots cope with psychosocial stress. The subject is not only of intrinsic interest, but because of the nature of the pilots’ personality and their work, the subject is also relevant to other occupations. In a study of the coping strategies of 442 commercial aircraft pilots, four factors were identified: stability of relationships and home life, reason and logic, social support, and wife’s involvement.</excerpt>', ""<title>The sources of stress on the wives of commercial airline pilots</title> <excerpt>The purpose of this study was to assess the impact of the pilot's job on the personal and life satisfaction of his wife. A representative sample of 282 wives of commercial airline pilots was investigated to empirically determine which sources of stress and demographic characteristics would predict life dissatisfaction. It was found, using multiple regression analysis that life dissatisfaction was significantly predicted by 'domestic role overload', and 'the job's impact on social life,' particularly for wives whose husbands worked for smaller airlines.</excerpt>"", '<title>An empirical assessment of stress-coping styles in military pilots</title> <excerpt>Although aircraft pilots generally regarded as having superior stress-coping skills, there has been relatively little empirical research on how pilots cope with stress. New stress-coping models and measures for understanding and assessing these previously elusive processes greatly facilitate the empirical study of stress-coping styles. This study employed a new measure of stress-coping style, rationally developed from an integrative model of coping, to study stress-coping in U.S.</excerpt>', ""<title>Corporate instability is related to airline pilots' stress symptoms</title> <excerpt>The Symptoms of Stress questionnaire was administered to three random samples of commercial airline pilots. Respondents included 1 group of 212 pilots who were employed by an airline company with a history of corporate instability; and 2 groups, totalling 220 pilots, who were employed by 2 airline carriers with histories of corporate stability. The pilot group employed by the airline with a history of corporate instability reported significantly more stress and depression symptoms and a greater accumulation of symptoms than did the pilot groups employed by the stable airlines.</excerpt>"", '<title>Occupational and psychosocial stress among commercial aviation pilots</title> <excerpt>The sources of occupational and domestic stress, together with life events and coping strategies, were assessed in terms of their influence on job dissatisfaction, mental health, and performance among a group of 442 commercial airline pilots. It was found that self-perceived poor performance was associated with job-related factors such as fatigue and anxiety about required courses, performance checks, and insufficient flying time, particularly among older pilots. Job dissatisfaction was predicted by lack of career opportunities, poor organizational climate and morale, and lack of autonomy at work, together with some domestic stressors (eg, family health).</excerpt>']"
49,11,49_night flights_days flight_flight duty_fra mahe sez,"['night flights', 'days flight', 'flight duty', 'fra mahe sez', 'haul flight', 'frankfurt fra mahe', 'short haul flight', 'consecutive days flight', 'haul flight operations', 'days flight duty']","['<title>Urinary cortisol excretion and mood ratings in aircraft cabin crew during a tour of duty involving a disruption in circadian rhythm</title> <excerpt>A psychophysiological study was carried out on 28 cabin crew, comprising two teams, who were to travel from Sydney to Los Angeles and return, with stopovers in Los Angeles of 58 and 82 hr respectively. Every urine sample for a period of nine days, commencing 2 days before the flight, was collected. The volume and time the sample was passed were recorded so that urinary cortisol secretion rates could be calculated.</excerpt>', '<title>Two-crew operations: Stress and fatigue during long-haul night flights</title> <excerpt>Background: As part of a research program concerning legal aspects of two-pilot operations on long-haul routes, the purpose of the study was to investigate two-crew extended range operations during a flight roster with two consecutive night flights and a short layover. Hypothesis: Present flight time regulations may not be adequate for two-crew minimum operations. Methods: The study was conducted in cooperation with a German airline company on the route Frankfurt (FRA)-Mahe (SEZ).</excerpt>', '<title>Psychobiologic aspects of double crew long duration missions in C-5 aircraft</title> <excerpt>Subjective fatigue and oral temperature were used as biomedical indices in a study in which 2 jet transport crews alternately operated the aircraft. Data collected at 4 hr intervals during and following four 66 hr missions (each a roundtrip intercontinental flight) clearly established that these dissimilar functions were rhythmic and flight factors exerted modifying influence on both rhythms. Particularly significant was the finding that subjective fatigue on the average showed initial latency, an intensification phase, and a reversal phase.</excerpt>', '<title>Risk of fatigue among airline crew during 4 consecutive days of flight duty</title> <excerpt>BACKGROUND: Airline crew are being exposed to extended workdays and compressed work periods, with quick returns between duties, implying a heightened physiological and psychological strain that may lead to sleep deprivation and fatigue. The aim of the study was assessment of the effect of an extended day of flight duty and a compressed work week with regard to recovery, cumulative fatigue, and neurobehavioral performance. METHODS: We followed 18 pilots and 41 cabin crewmembers during four consecutive days of flight duty, comprising a total of ≥ 39 h, where the first day was ≥ 10 h.</excerpt>', '<title>Aircrew fatigue in long-haul operations</title> <excerpt>The studies were conducted on the transmeridian routes Düsseldorf (DUS)-Atlanta (ATL) and Hamburg (HAM)-Los Angeles (LAX), and on the north-south route Frankfurt (FRA)-Mahe (SEZ). Scheduled flight duration was between 8:50 hours (ATL-DUS) and 11:50 hours (HAM-LAX). In total, 25 rotations (50 flights) have been investigated by pre-, in- and post-flight data collection of sleep, taskload, fatigue and stress by electroencephalogram and electrocardiogram measurements and subjective ratings.</excerpt>']"
50,11,50_angular acceleration_rotary acceleration_axis thresholds_rotations,"['angular acceleration', 'rotary acceleration', 'axis thresholds', 'rotations', 'rotation', 'perception rotation', 'oculo gyral illusion', 'prolonged angular', 'prolonged angular acceleration', 'acceleration choice reaction']","['<title>The effects of repeated rotary acceleration on the oculo-gyral illusion</title> <excerpt>""The effects of repeated angular acceleration and deceleration on visual perception were studied in three subjects to establish whether any change in the oculo-gyral illusion would occur\xa0. . ...</excerpt>', '<title>Effective rotations: Action effects determine the interplay of mental and manual rotations</title> <excerpt>The last decades have seen a growing interest in the impact of action on perception and other concurrent cognitive processes. One particularly interesting example is that manual rotation actions facilitate mental rotations in the same direction. The present study extends this research in two fundamental ways.</excerpt>', '<title>Thresholds for the perception of whole body angular movement about a vertical axis</title> <excerpt>Thresholds for the detection (at p = 0.75 correct) of the direction of discrete angular movements about a vertical Z axis, having a cosine bell velocity trajectory and a duration of 3.3 s, were determined using an adaptive psychophysical procedure. In 30 subjects the mean threshold for the detection of Z axis stimuli was 1.5 deg·s-1. X and Y axis thresholds of 20 subjects had mean values of 2.04 and 2.07 deg*5-1, respectively, and were significantly higher than Z axis thresholds.</excerpt>', '<title>Visual reaction times during prolonged angular acceleration parallel the subjective perception of rotation</title> <excerpt>Investigated the effect of prolonged angular acceleration on choice reaction time to an accelerating visual stimulus, using 10 commercial airline pilots as Ss. The pattern of reaction times during and following acceleration was compared with the pattern of velocity estimates reported during identical trials. Both reaction times and velocity estimates increased at the onset of acceleration, declined prior to the termination of acceleration, and showed an aftereffect.</excerpt>', ""<title>Rotary acceleration of a subject inhibits choice reaction time to motion in peripheral vision</title> <excerpt>Studied the effect of S's rotary acceleration upon choice reaction time (RT) to an accelerating target in peripheral vision, with the level of acceleration and the viewing angle of the visual target as variables. 12 commercial airline pilots were tested in a rotation device under conditions of visual stimulation alone and visual-plus-rotary stimulation. Ss responded to the direction of the visual motion by moving a hand controller to the right or left.</excerpt>""]"
51,11,51_compensatory tracking_dual task_neurotracker_tracking task,"['compensatory tracking', 'dual task', 'neurotracker', 'tracking task', 'object tracking', 'tracking ability', 'perceptual style tracking', 'multiple object tracking', 'compensatory tracking task', 'training investigated']","['<title>Measures of Attention as Predictors of Flight Performance</title> <excerpt>A new technique for measuring individual differences in basic attention capabilities and the validity of these differences in predicting success in flight training were investigated. The testing system included a digit-processing, reaction-time task and a one-dimensional compensatory tracking task. Comparisons were made between separate and concurrent performances of thesetasks, with both equal and shifting task priorities.</excerpt>', '<title>Concurrent validation of a dual-task selection test</title> <excerpt>Examined individual differences in dual-task decrement within the framework of a concurrent validation paradigm. The performance of 49 males employed as detection and communication equipment operators aboard military antisubmarine aircraft was measured in a dual-task situation, which combined a visual decision task and an auditory short-term memory task. Criterion scores from a standardized exercise in a radar training simulator were not significantly related to dual-task measures.</excerpt>', '<title>NeuroTracker Multiple Object Tracking Ability Predicts Novice Performance on a Simulated Air Traffic Control Task</title> <excerpt>Objective: To explore the utility of multiple object tracking (MOT) ability, measured using NeuroTracker, as a predictor of air traffic control (ATC) task performance. Background: The perceptual-cognitive abilities required for MOT are also important for ATC performance. The current study provides a novel examination of NeuroTracker’s utility to predict novice performance on a simulated ATC task, relative to two discrete measures of working memory (WM).</excerpt>', '<title>Task parameters affecting individual differences in pursuit and compensatory tracking performance</title> <excerpt>Two tracking tasks, the Control-Velocity Tester and the Sensory-Motor Apparatus (both of which are currently used as aptitude tests for the selection of candidates for pilot training), provide relatively independent measures of performance. As part of the programme of research related to the production of the Micropat automated testing system, a number of studies were carried out to identify, the parameters accounting for the functional dissimilarity of these two tasks. The variables examined were: Display mode (pursuit versus compensatory), number of dimensions (one versus two), control law, and assignment of controls to limbs.</excerpt>', ""<title>Do individuals' visual recognition thresholds predict performance on concurrent attitude control flight tasks?</title> <excerpt>Two experiments tested near-threshold recognition performance throughout the visual field, examined the effect of the recognition task on a concurrent attitude tracking task, and tested whether individuals' near-threshold performance would predict their dual-task performance. In Experiment 1, an adaptive procedure measured the minimum viewing duration necessary for 75% performance in an aircraft classification task at various nonfoveal locations. Participants' critical tracking ability was also assessed using a central attitude display.</excerpt>""]"
52,11,52_astronaut_astronaut selection_teleoperation performance_astronaut effectiveness,"['astronaut', 'astronaut selection', 'teleoperation performance', 'astronaut effectiveness', 'delays simulated spaceflight', 'simulated spaceflight missions', 'teleoperation performance background', 'astronaut selection introduction', 'nasa astronauts', 'astronaut corps']","['<title>Psychometric personality differences between candidates in astronaut selection</title> <excerpt>INTRODUCTION: This paper investigates personality traits as potential factors for success in an astronaut selection by comparing personality profiles of unsuccessful and successful astronaut candidates in different phases of the ESA selection procedure. It is further addressed whether personality traits could predict an overall assessment rating at the end of the selection. METHODS: In 2008/2009, ESA performed an astronaut selection with 902 candidates who were either psychologically recommended for mission training (N = 46) or failed in basic aptitude (N = 710) or Assessment Center and interview testing (N = 146).</excerpt>', '<title>Astronaut Candidate, Candidate-Like, and Undergraduate Subjects Compared on Retention and Transfer</title> <excerpt>INTRODUCTION: The present study examined long-term retention and transfer of knowledge and skills, as well as the effect of cognitive load on retention and transfer, using a sample of astronaut candidates and two comparison groups. The first comparison group, recruited from Johnson Space Center, was similar in age, education, and general health to the astronaut candidate group; the second comparison group included university undergraduate students. METHODS: This study employed two different tasks—a simple perceptual-motor task involving data entry and a complex memory updating task requiring both prospective and retrospective memory.</excerpt>', '<title>Personality traits of people attracted by parabolic flight</title> <excerpt>Background: Studies have shown that members of expeditions in extreme environments differed on the basis of personality factors (eg, they were highly competitive, higher on Extraversion and Conscientiousness) compared to the control population. In order to identify individuals who are likely to participate in extreme environments, the aim of the present study using parabolic flights was to compare the personality traits of voluntary participants (VP) in a weightlessness experiment with those of the general population (GP) (French norms). Methods: The personalities of 57 voluntary participants in a parabolic flights experiment were assessed using NEO-PI-R and Trait-Anxiety.</excerpt>', '<title>Personality Characteristics and Trait Clusters in Final Stage Astronaut Selection</title> <excerpt>Introduction: This paper presents personality testing data from final stage applicants to the NASA astronaut program. Questions addressed include whether personality predicted final selection into the astronaut corps, whether women and men demonstrated typical gender differences in personality, and whether three characteristic clusters found in other high performance populations replicated in this group. Methods: Between 1989 and 1995, 259 final stage astronauts completed the Personal Characteristic Inventory (PCI) which assesses personality characteristics related to the broad traits of Instrumentality and Expressivity.</excerpt>', '<title>Personality Trait Comparison of Pararescue Personnel and Elite Athletes</title> <excerpt>INTRODUCTION: Pararescue personnel (PJs) deploy in high-risk environments and perform extraordinary missions under intense conditions, requiring an unusual combination of physical and psychological abilities. The rigorous nature of PJ training and the superior levels of fitness and cognitive functioning to perform challenging physical feats in high-pressure, high-intensity environments have prompted military commanders and embedded health care providers to compare successful performance in the PJ mission with the characteristics required of elite, Olympic-level athletes. METHODS: I n the current study, we tested this assumption by comparing the social, emotional, and behavioral functioning of 160 U.S.</excerpt>']"
53,10,53_military healthcare_psychological morbidity military_morbidity military healthcare_health aircrew,"['military healthcare', 'psychological morbidity military', 'morbidity military healthcare', 'health aircrew', 'health aircrew ground', 'morbidity military', 'mental health aircrew', 'military aircrew selection', 'military healthcare workers', 'military aircrew']","['<title>Psychological well-being in united states air force fliers</title> <excerpt>Three dimensions of overall health are defined by the World Health Organization-physical, mental, and social. Psychological well-being has been a popular research topic recently and has been shown to relate to mental health. The analysis of distinct population groups offers unique opportunities for the investigation of the interplay of the psychological, social, and physical elements of health.</excerpt>', '<title>A community health program with low achieving adolescents</title> <excerpt>A new dimension in occupational therapy is concern for community health. In facilitating the development of disadvantaged and low achieving adolescents to prevent potential maladaptation, community intervention programs are necessary. This paper describes an experience for children of Air Force personnel at an Air Force hospital overseas.</excerpt>', '<title>The psychological morbidity of military healthcare workers.</title> <excerpt>OBJECTIVE: To measure the probable prevalence of psychological morbidity in military healthcare professionals using the General Health Questionnaire 28. RESULTS: 21 (35%) of military healthcare workers showed psychological ill health. Royal Air Force health staff had a significantly higher prevalence of ill health than both the Army [12 (63%) vs 6 (23%)] and the Royal Navy [12 (63%) vs 1 (8%)].</excerpt>', '<title>Psychological factors post military aircrew selection: A clinical perspective</title> <excerpt>Military aircrews undergo rigorous psychological and medical testing during the selection process. This paper discusses information gained from aircrew who have been referred for clinical psychological evaluation for four main reasons i) fear of flying (FOF), ii) loss of motivation to fly/failing aviator syndrome, iii) traumatic experiences such as an ejection or Prisoner of War (POW) experience, and iv) psychological factors affecting medical conditions such as those in musculoskeletal disorders. Projective evaluation using Rorschach indicated different patterns of emotional and perceptual responses in referred clinical and non clinical aircrew groups.</excerpt>', '<title>Comparison of mental health between aircrew and ground crew at ratio of 1:1 among 122 army airmen</title> <excerpt>Background: The training task for aircrew of army airmen is very heavy, the evaluation of flight personnel on psychological diathesis is performed to early discover and deal with corresponding questions. Objective: To compare the difference of mental health between aircrew and ground crew of army airmen and provide reference data for implementing corresponding norms. Design: Chester sampling investigation and paired design were applied.</excerpt>']"
54,10,54_bruxism_peruvian air force_physical war stressors_war stressors,"['bruxism', 'peruvian air force', 'physical war stressors', 'war stressors', 'level work stress', 'bruxism military', 'associated bruxism', 'stress factors', 'force aviators', 'work stress']","[""<title>Aircrew perceived stress: Examining crew performance, crew position and captains personality</title> <excerpt>This study was conducted at NASA Ames Research Center as a part of a larger research project assessing the impact of captain's personality on crew performance and perceived stress in 24 air transport crews (5). Three different personality types for captains were classified based on a previous cluster analysis (3). Crews were comprised of three crewmembers: captain, first officer, and second officer/flight engineer.</excerpt>"", '<title>Cabin crew stress factors examined.</title> <excerpt>The impact of reduced cockpit crew on the cabin crew in commercial airlines is examined. One hundred cabin crew members participated in a study to determine what stressors are present in contemporary transport aircraft, the extent of differences in rating context-related and task-related stressors, and the effect of peak versus normal periods of duty time on stress factors. Results indicate that under peak period conditions, context-related factors are more stressful than task-related factors.</excerpt>', '<title>Stress in air force aviators facing the combat environment</title> <excerpt>Background: This paper evaluates the effect of stress on four squadrons of United States Air Force aviators in tactical high performance aircraft deployed for combat operations compared with U.S. based aircrew using the Beck Depression Inventory (BDI) as the evaluating instrument. Methods: This is a retrospective cross-sectional study consisting of 42 aviators in deployed squadrons stationed overseas and involved in a contingency mission, and 15 subjects stationed in the U.S.</excerpt>', '<title>Level of work stress and factors associated with bruxism in the military crew of the Peruvian Air Force</title> <excerpt>Background: Military life leads to a great personal sacrifice and labor in the aircrew because they are constantly subjected to innumerable activities which have a great work pressure; therefore, the aim of this study was to determine the level of work stress associated with bruxism in the aircrew of the Peruvian Air Force. Methods: This was a cross-sectional study. A total of 204 crew members of the Peruvian Air Force from the Air Group were surveyed, and the stomatological clinical inspection was carried out.</excerpt>', '<title>Bruxism in military pilots and non-pilots: Tooth wear and psychological stress</title> <excerpt>Background: Bruxism is the diurnal or nocturnal para-functional habit of clenching or grinding the teeth and affects 5-10% of the general western population. Bruxism can cause pain and irreversible damage to the teeth, periodontium, masticatory muscles, and temporo-mandibular joint. Variables such as general stress, work-related stress, and personality traits have been increasingly considered as initiating, predisposing, and perpetuating factors for bruxism.</excerpt>']"
55,10,55_response stress_coping stress_stress impact_stressor,"['response stress', 'coping stress', 'stress impact', 'stressor', 'stress research', 'markers stress psychosocial', 'physiological stress responses', 'possible quantify stressor', 'physiological human domains', 'platform stress']","['<title>The endocrinology of stress</title> <excerpt>With the advance in hormone assay techniques it has been demonstrated that stress may be characterised by a number of endocrinological changes which are not limited solely to the secretion of catecholamines and adrenal steroids. This article reviews the effects of various stressors on these and other hormones. Aviation is a source of a wide range of stressors including radial acceleration (+Gz) Since its magnitude and duration may be controlled experimentally by using the human centrifuge, it is possible to quantify such a stressor when investigating endocrinological markers of stress.</excerpt>', '<title>Stress, Cognition, Drones, and Adaptive Tasks</title> <excerpt>To determine the impact of fatigue, drugs, hypoxia, acceleration, thermal loading, and other stresses on human performance, a wide range of cognitive tasks have been used in controlled laboratory settings, including target tracking and reaction times;1 suites of cognitive tasks testing memory, multitasking, mathematical performance, and situational awareness;3,4,10 and sophisticated simulators of real-world systems.13,14 Performance degradation in operational settings with actual vehicles and other systems can be monitored, but the level of stress cannot be manipulated for obvious safety and ethical considerations. © by the Aerospace Medical Association, Alexandria, VA..</excerpt>', '<title>Psychosocial modifiers of response to stress</title> <excerpt>The impact of stress upon an organism is far more complex than the simple design of most stress research implies. We offer an expanded model for studying the relation of stressors to pathological outcomes, which takes into account both the adaptive capacity of the organism before the stressor occurs and the defenses marshalled in response to the stressor. The model also distinguishes among the initial responses of alarm, sustained defensive behaviors, and the relatively irreversible end- states which remain after resistance has ended.</excerpt>', '<title>Cognitive impact and psychophysiological effects of stress using a biomonitoring platform</title> <excerpt>Stress can impact multiple psychological and physiological human domains. In order to better understand the effect of stress on cognitive performance, and whether this effect is related to an autonomic response to stress, the Trier Social Stress Test (TSST) was used as a testing platform along with a 2-Choice Reaction Time Task. When considering the nature and importance of Air Traffic Controllers (ATCs) work and the fact that they are subjected to high levels of stress, this study was conducted with a sample of ATCs (n = 11).</excerpt>', '<title>Coping with stress, control of emotions and biochemical markers as a common protective element in the inflammatory response to stress</title> <excerpt>Aim. Based on a comprehensive approach to the problem of stress, we have decided to evaluate all components of a stress response – immunological (IL-1, IL-2, IL-6, IL-10, CRP, TNF-alpha) and hormonal one (CRH, ACTH), as well as to evaluate the psychological indicators of stress, coping with stress, and controlling emotional reactions as psychological markers that predispose to the most beneficial adaption in relation to stressors affecting flight personnel taking part in peace missions abroad. Material and method.</excerpt>']"
56,10,56_presenteeism_aircraft maintenance workers_presenteeism swedish_presenteeism swedish commercial,"['presenteeism', 'aircraft maintenance workers', 'presenteeism swedish', 'presenteeism swedish commercial', 'chronic kidney disease', 'sociodemographic work related', 'common mental disorders', 'prevalence depression', 'fl ight attendants', 'ight attendants']","['<title>Is it safe to be safe? Examining underreporting and presenteeism among European pilots: The role of employment type</title> <excerpt>Background: Atypical employment among pilots is a growing concern in the European aviation industry. Following deregulation, atypical forms of employment (eg, being employed by subsidiaries or agencies, or on a temporary basis) have become more common, raising concerns about their implications for flight safety and pilots’ safety behaviors. It is suggested that pilots in such forms of employment experience greater job insecurity and will thus refrain from certain safety behaviors as it is more advantageous to their tenure.</excerpt>', '<title>Common mental disorders among civil aviation flight attendants</title> <excerpt>The purpose of the current study was to estimate the prevalence of common mental disorders (cmds) among brazilian civil aviation fl ight attendants and to investigate associations between cmds and sociodemographic and work-related variables. methods: this was a quantitative cross-sectional study conducted between october 2009-october 2010 using a self-reporting questionnaire about sociodemographic and work-related data and a screening instrument for the detection of psychiatric morbidity. results: a total of 453 fl ight attendants were evaluated.</excerpt>', '<title>Long-term predictive models of risk factors for early chronic kidney disease: A longitudinal study</title> <excerpt>Background: The high incidence and prevalence of chronic kidney disease (CKD) in Taiwan have produced tremendous burdens on health care resources. The work environment of air force special operations personnel engenders high psychological stress, and the resulting increased blood pressure can lead to glomerular hypertension and accelerated glomerular injury in the long term. The aim of the study was to establish the predictive models to define the predictors of CKD.</excerpt>', '<title>Fit for Flight? Inappropriate Presenteeism Among Swedish Commercial Airline Pilots and Its Threats to Flight Safety</title> <excerpt>Objective: The purpose of this cross-sectional survey study was to investigate the prevalence of presenteeism, attending work when ill, among Swedish commercial airline pilots and how presenteeism relates to mental health and flight safety. Background: Pilots are regulated to refrain from duty when their mental or physical state could endanger safety. Still, the human factor is the greatest contributor to aviation accidents, and mishaps are attributed to human unfitness (physical or mental state of the operator), suggesting that pilots might engage in presenteeism.</excerpt>', '<title>Depression prevalence and exposure to organophosphate esters in aircraft maintenance workers</title> <excerpt>INTRODUCTION: Previous studies found that aircraft maintenance workers may be exposed to organophosphates in hydraulic fluid and engine oil. Studies have also illustrated a link between long-term low-level organophosphate pesticide exposure and depression. METHODS: A questionnaire containing the Patient Health Questionnaire 8 depression screener was e-mailed to 52,080 aircraft maintenance workers (with N = 4801 complete responses) in a cross-sectional study to determine prevalence and severity of depression and descriptions of their occupational exposures.</excerpt>']"
57,10,57_pilot incapacitation_airline pilot incapacitation_incapacitations_periodic checks airline,"['pilot incapacitation', 'airline pilot incapacitation', 'incapacitations', 'periodic checks airline', 'incapacitation phase obvious', 'mental pressure pilots', 'mental incapacitation', 'mental incapacitation trend', 'mental aberration flight', 'involved airline operations']","['<title>Pilot incapacitation: an expression of convergent factors.</title>', '<title>Study of simulated airline pilot incapacitation; phase 1--obvious and maximal loss of function.</title>', '<title>Clinical aspects of inflight incapacitations in commercial aviation</title> <excerpt>Sudden incapacitations can affect a pilot and even a whole crew during a flight, preventing them from performing their task in complete safety. In some cases, they could even cause an accident. Our study examines the causes of sudden in-flight incapacitation in Air France pilots and flight engineers from 1968-88.</excerpt>', '<title>Aviation safety - physical and mental incapacitation</title> <excerpt>There is a trend of continual improvement in flight safety and the best airlines flying the best aircraft are now achieving fatal accident rates of less than one in one million flying hours or flights. In this paper an overview is presented of the relationship of pilot age, physical incapacitation and mental disorders to accidents..</excerpt>', '<title>Mental aberration in flight</title> <excerpt>Jet transport aircraft will be even more sophisticated, with higher performance and capacity, which will in turn mean greater responsibility to the public on the part of those involved with airline operations. In particular the periodic checks of airline pilots will probably become increasingly stringent in all areas, technical, physical and psychological. This will represent a source of greater mental pressure for pilots.</excerpt>']"
58,10,58_burnout_relationship burnout_cabin crew members_burnout symptoms,"['burnout', 'relationship burnout', 'cabin crew members', 'burnout symptoms', 'food meal situation', 'burnout work', 'burnout work engagement', 'burnout workplace', 'burnout workplace deviance', 'work engagement cabin']","['<title>Burnout and Work Engagement Among Cabin Crew: Antecedents and Consequences</title> <excerpt>Flight attendants play an essential role in ensuring cabin safety and offering services on board. This study applied the job demands-resources model to explore burnout and work engagement among cabin crew and investigate the possible antecedents and consequences, using a sample of 305 Taiwanese flight attendants. The health problems caused by heavy workloads under specific working environments and significant rates of turnover intention were noted.</excerpt>', '<title>Impact of the Burnout Symptoms of Flight Attendants on Absenteeism and Turnover Intention: The Moderating Role of Emotional Intelligence</title> <excerpt>This study investigates the mediating role of absenteeism on the relationship between burnout and turnover intention, and the moderated mediating role of emotional intelligence on the relationship between burnout and absenteeism among Korean flight attendants, utilizing a structural equation modeling approach. Empirical data were collected from 183 flight attendants with over 1 year of experience in the airline industry. Initial responses were analyzed using confirmatory factor analysis, revealing that burnout symptoms are driven by four factors: physical, emotional, socio-relational, and attitudinal.</excerpt>', '<title>The number of steps taken by flight attendants during international long-haul flights</title> <excerpt>Previous studies have revealed that female cabin attendants on long flights are most likely to have health problems. Since health problems can be related to workload and work stress and since the number of steps taken by an employee during a work shift can be an objective measure of the work load of cabin attendants, it is necessary to evaluate the predictors of the number of steps. Methods: We used pedometers worn by 118 female flight attendants to study the number of steps during flights and its predictors during long international flights.</excerpt>', '<title>The effects of job demands and job resources on the safety behavior of cabin crew members: a qualitative study</title> <excerpt>Job demands are viewed as the physical, psychological and social effects of the physical and mental efforts required by the job on the employee, while job resources refer to the gains and opportunities that reduce these effects, support employee development and help him/her achieve successful results. The aim of this study is to explain the effects of job demands and job resources perceived by cabin crew members on their safety behavior. To this end, using the qualitative research method, the data were obtained through semi-structured interviews with 14 cabin crew members in a medium-sized airline business in Turkey.</excerpt>', '<title>Impossible meals? The food and meal situation of flight attendants in Scandinavia – A qualitative interview study</title> <excerpt>The working conditions of flight attendants (FAs) often involve extended and irregular working hours, short rest periods, difficulties in planning for breaks and high demands of service provision. Moreover, work schedules including early check-in, shifts during circadian low and time-zone transitions imply constant exposure to alterations in circadian systems and related health risks. The aim of this explorative study was to investigate how the organisation of work, time and place influence the food and meal situation of FAs when at work, focusing on patterns, form and social context of meals.</excerpt>']"
