Topic,Count,Name,Representation,Representative_Docs
28,15,28_long duration_long duration space_manned missions_space missions,"['long duration', 'long duration space', 'manned missions', 'space missions', 'missions long duration', 'habitability support', 'physiological responses eva', 'influence microbiota', 'analogue work environments', 'extravehicular activity']","['<title>Psychological considerations of man in space: Problems & solutions</title> <excerpt>With concrete plans for long duration flight taking form a new impetus is lent to preparing man for this hostile and unnatural environment. Cramped conditions, isolation from family and loved ones, work stress, fear, and incompatibility with fellow crew, are but a few of the problems suffered by astronauts and cosmonauts during their long missions in orbit about the earth. Although criteria for selection of crew is one aspect of attacking the problem, it has not solved it Notwithstanding good selection, team combination, and counselling before flight, problems have still occurred with unwanted consequences.</excerpt>', '<title>HABITABILITY SUPPORT FOR MANNED MISSIONS OF SPACE 2000.</title> <excerpt>This paper presents the concept of a habitability support subsystem consisting of those design elements needed to satisfy the psychological and social needs of the flight crews of advanced missions. Utilizing such a concept in the design of space vehicles will serve to emphasize and focus attention on spacecraft design features which in the past have been subservient to the more visible aspects of environmental control and life support. This paper further identifies the needs for crew habitability in the manned missions of the future, identifies the technology available today, and describes the technological activities needed in the coming decades to prepare for Space 2000..</excerpt>', ""<title>Nutritional concerns and possible countermeasures to nutritional issues related to space flight</title> <excerpt>The experience obtained in astronauts until now has revealed many nutritional problems during both short- and longterm missions that are still under investigation. When the manned space program evolves to the point where it involves a considerable number of people operating at great distances from the Earth for long periods of time, continuous provision of food as well as physiopathological modifications partly related to nutrition will remain a challenge. Human space missions have outlined the importance of the diet on the quality of an astronaut's life, not only because an appropriate nutritional status can be maintained only through an adequate nutrient intake, but also because food plays an important socio-psychological role.</excerpt>"", '<title>SYNBIO® Probiotic and Antioxidant Dietary Supplementation: Clinical Trial Evaluation of Potential Effects on Airline Flight Crew Members’ Well-Being</title> <excerpt>The irregular lifestyle of airline crew members, wide/adverse job-related exposures, and the impact of temporary hypoxia on gut microbiota well-being have increased concern about the daily recommended dose of certain nutrients among flight crew. The aim of this study was to determine if daily consumption of a SYNBIO® probiotics–elderberry extract supplement (ACTIVE) may contribute to the well-being of flight attendants. Forty healthy crew members enrolled in a double-blind, randomized, placebo-controlled study consumed one ACTIVE capsule/day or placebo for 30 days.</excerpt>', '<title>Psychological and behavioral health issues of long-duration space missions.</title> <excerpt>It will be the responsibility of the long-duration space flight crew to take the actions necessary to maintain their health and well-being and to cope with medical emergencies without direct assistance from support personnel, including maintaining mental health and managing physiological and psychological changes that may impair decision making and performance. The Behavior and Performance Integrated Product Team at Johnson Space Center, working within the Space Medicine, Monitoring, and Countermeasures Program, has identified critical questions pertaining to long-duration space crew behavioral health, psychological adaptation, human factors and habitability, and sleep and circadian rhythms. Among the projects addressing these questions are: the development of tools to assess cognitive functions during space missions; the development of a model of psychological adaptation in isolated and confined environments; tools and methods for selecting individuals and teams well-suited for long-duration missions; identification of mission-critical tasks and performance evaluation; and measures of sleep quality and correlation to mission performance..</excerpt>']"
29,14,29_organizational factors_avianca flight 052_air disasters_accident factors,"['organizational factors', 'avianca flight 052', 'air disasters', 'accident factors', 'air accident investigation', 'major air disasters', 'organizational factors play', 'aircraft accidents', 'air accident', 'accident investigation']","[""<title>Anatomy of a System Accident: The Crash of Avianca Flight 052</title> <excerpt>On January 25, 1990, Avianca Flight 052 crashed after running out of fuel following a missed approach to New York's John F. Kennedy Airport. Weather was poor on the East Coast of the United States that day, and the flight had experienced several holding patterns enroute from Medellin, Colombia, to New York.</excerpt>"", '<title>MAJOR AIR DISASTERS: ACCIDENT INVESTIGATION AS A TOOL FOR DEFINING ERAS IN COMMERCIAL AVIATION SAFETY CULTURE</title> <excerpt>The air transport evolution has been littered with major air disasters, the occurrence of which has not only had the negative effects inherent to any disaster. Air accident investigation has provided a wealth of knowledge that has advanced the aviation industry and its safety. International Civil Aviation Organization has exercised international regulatory leadership since 1947, developing tools with international cooperation, such as the air accident investigation methodology.</excerpt>', '<title>Cultural factors influencing safety need to be addressed in design and operation of technology.</title> <excerpt>Cultural factors which influence aviation safety in aircraft design, air traffic control, and human factors training are examined. Analysis of the Avianca Flight 052 crash in New York in January, 1990, demonstrates the catastrosphic effects cultural factors can play. Cultural factors include attitude toward work and technology, organizational hierarchy, religion, and population stereotyping..</excerpt>', '<title>Fatigue and related human factors in the near crash of a large military aircraft</title> <excerpt>Introduction: During approach to a remote island location, a U.S. Air Force heavy-airlift aircraft was flown into an aerodynamic stall, resulting in the loss of more than 4000 ft of altitude, with the crew recovering the aircraft just before impact would have occurred. Methods: An analysis of the mishap was conducted through a review of non-privileged USAF mishap data, cockpit voice recordings, flight data records, and interviews of the aircrew involved.</excerpt>', '<title>Organizational factors in commercial aviation accidents</title> <excerpt>In recent years, several major transportation accidents have brought significant attention to the role organizational factors play in motivating operator safety within high-risk systems, yet very little has been studied regarding the direct contribution organizational factors play in accidents. This study elucidates the types of organizational factors associated with aviation accidents attributed principally to pilot error, through case-based analyses of commercial accidents from 1990 to 2000. Results indicate inadequate procedures and directives rank highest among organizational problems.</excerpt>']"
30,14,30_voice_vibration space_voice analysis_space voice,"['voice', 'vibration space', 'voice analysis', 'space voice', 'analysis voice', 'vibration space voice', 'human voice', 'pitch formant analysis', 'possible voice analysis', 'proceedings method determining']","['<title>A speech database for stress monitoring in the cockpit</title> <excerpt>This article presents a new database of speech produced under cognitive load for the purpose of non-invasive psychological stress monitoring. The voices and the heart rates of eight airline pilots were recorded while completing an advanced flight simulation programme in a level D full flight simulator. Focusing on real-world applicability, the experiments were designed to yield the maximum degree of realism possible.</excerpt>', '<title>Method for determining pilot stress through analysis of voice communication</title> <excerpt>Factors inherent in aircraft communication systems hinder customary approaches to voice analysis in the determination of the degree of stress experienced by a pilot during an inflight emergency. By means of a sound spectrogram, the mean vibration space of a voice can be analyzed if the space between the vertical deflections of the vowel sounds is calculated in micrometers. The vibration space shift rate (VSSR) is calculated by comparing the widest vibration space of the voice durin the normal phase of the same flight (standard vibration space) with that encountered during the emergency situation..</excerpt>', '<title>Operational and experimental tasks, performance, and voice in space</title> <excerpt>BACKGROUND: Voice analysis offers an unobtrusive approach for psychological monitoring. We demonstrate the relationship between voice parameters and cognitive performance in: 1) a task with psychological test character, and 2) performance in an operational, mission-relevant task. The central methodological aim was to verify the usefulness of voice commands and counting in providing anchor values for the step-function model of voice pitch.</excerpt>', '<title>Analysis of the human voice as a method of controlling emotional state: Achievements and goals</title> <excerpt>Background factors and those of formant structure, spectral and spectro temporal characteristics of rapid and slow speech components, temporal peculiarities, and intensity of speech turned out to be informative indices of the human emotional state. Application of mathematical methods, in particular methods of recognition theory, to these factors helped to assess the degree and the psychological sign of emotion, to diagnose the status of attention and fatigue, and to differentiate emotional and physical stress. The paper outlines the results obtained in model experiments on cosmonaut A.</excerpt>', ""<title>The use of psychological techniques in measuring and critically analyzing Navigators' flight performance</title> <excerpt>Under controlled flight conditions, the distance between a navigator's report of position and his actual position is a criterion of success in dead reckoning navigation. Students' logs were evaluated for five separate missions by comparing the students' entries with standards determined by experts. The reliability of this technique is indicated by the fact that mission to mission inter-correlations of error scores were low, while the intercorrelations between legs of the same mission were moderately high.</excerpt>""]"
31,14,31_flight safety performance_ergonomic redesign interventions_older pilots_pilot age,"['flight safety performance', 'ergonomic redesign interventions', 'older pilots', 'pilot age', 'interventions older pilots', 'flight exposure flight', 'exposure flight safety', 'redesign interventions older', 'age flight', 'age flight exposure']","['<title>Age, flight experience, and violation risk in mature commuter and air taxi pilots</title> <excerpt>Violation of Federal Aviation Regulations has been identified as a risk factor for pilot involvement in aviation crashes. However, the associations among violations, flight experience, and pilot age have not been well studied. In this study, we aimed to examine risk of violation in relation to pilot age and other pilot characteristics based on exposure to flight in a fixed birth cohort of 3,306 commuter air carrier and air taxi pilots who in 1987 were aged 45 to 54 years.</excerpt>', '<title>Intergenerational conflict at US airlines: an unresolved Oedipal Complex?</title> <excerpt>Purpose: The purpose of this paper is to investigate how, if at all, organizational dynamics changed at US airlines after an industry wide modification to mandatory retirement age regulations in 2007. Findings challenge assumptions that society, organizations, and employees will all unequivocally benefit from abolishing mandatory retirement by investigating the impact of age-related policy changes on US airline pilots. Design/methodology/approach: In total, 43 semi-structured interviews were conducted with captains and copilots from US airlines between September 2010 and July 2011.</excerpt>', ""<title>Reasons for eliminating the 'age 60' regulation for airline pilots</title> <excerpt>The calendar age of 60 is no longer medically justifiable as an upper age limit for airline pilots. Advances in gerontologic studies, clinical medicine, and operational flight proficiency evaluations, now allow individual pilot assessments for health status and performance capability. Individualizing the career duration of pilots by eliminating the present age 60 upper limitation will enhance flight safety and efficiency as the highly qualified, experienced, and proficient older healthy pilots continue their productive careers..</excerpt>"", '<title>The effect of pilot age on perceptions of pilot performance and attitudes toward the implementation of ergonomic redesign interventions for older pilots</title> <excerpt>As the workforce increasingly ages, it will be critical to find ways of accommodating the decrements in abilities that come with age. Finding accommodations will be of particular concern for occupations such as airline pilot, in which small errors may result in fatal accidents. This study examined the perceived performance of older pilots, if information on ergonomic redesign interventions had a significant effect on attitudes toward ergonomic redesign interventions for older pilots, and how perceived performance and type of information interacted to affect attitudes toward ergonomic redesign interventions for older pilots.</excerpt>', '<title>Effects of age and flight exposure on flight safety performance: Evidence from a large cross-sectional pilot sample</title> <excerpt>Generally, flight experience protects against the effect of the normal aging process on pilots’ incident involvement, but some studies have shown a negative effect of flight hours on flight safety performance. The purpose of this study was to investigate the relationship between age, flight exposure, and flight safety performance in a large cross-sectional sample of commercial airline pilots (N = 1291). We examined the role that flight exposure plays in mediating age and flight safety performance, as well as the role that age plays in moderating flight exposure and flight safety performance in different age groups.</excerpt>']"
32,14,32_decision making_aeronautical decision_aeronautical decision making_adm training,"['decision making', 'aeronautical decision', 'aeronautical decision making', 'adm training', 'making adm', 'decision making adm', 'pilot decision making', 'adm mnemonic', 'short adm', 'adm training course']","['<title>The “Artful” Decision Maker: A Framework Model for Aeronautical Decision Making</title> <excerpt>The important role of good decision making in aviation safety is now widely recognized. Although much effort has been devoted to the development of prescriptive models of aeronautical decision making (ADM) and the preparation of training materials, very few attempts have been made to study the actual decision-making processes of pilots. This article reviews the available literature of descriptive studies of ADM, as well as other examples of naturalistic decision making in complex, dynamic environments.</excerpt>', '<title>Difficult access: The impact of recall steps on flight management system errors</title> <excerpt>This study examines flight management system (FMS) tasks and errors by C-130 pilots who were recently qualified on a newly introduced advanced FMS. Twenty flight tasks supported by the FMS were analyzed using a cognitive stage model (Sherry, Polson, Feary, & Palmer, 2002) to identify steps with the potential for errors. If a step was found not to have visual cues such as labels or prompts for the required action sequence it was identified as a recall step and a potential source of difficulty.</excerpt>', '<title>The evaluation of the effect of a short aeronautical decision-making training program for military pilots</title> <excerpt>Many aeronautical decision-making (ADM) mnemonic-based methods exist, but there is no empirical research to suggest that they are actually effective in improving decision making. In this study, a short ADM training course was constructed around 2 mnemonic methods, SHOR and DESIDE. A total of 41 pilots from the Republic of China Tactical Training Wing participated: Half received a short ADM training course and half did not.</excerpt>', '<title>Introduction to cognitive processes of expert pilots.</title> <excerpt>This report addresses the historical problem that a very high percentage of accidents have been classified as involving ""pilot error."" Through extensive research since 1977, the Federal Aviation Administration determined that the predominant underlying cause of these types of accidents involved decisional problems or cognitive information processing. To attack these problems, Aeronautical Decision Making (ADM) training materials were developed and tested for ten years. Since the publication of the ADM training manuals in 1987, significant reductions in human performance error (HPE) accidents have been documented both in the U.S.</excerpt>', '<title>Modelling Pilot Decisions During One Engine Inoperative in Maritime SAR Helicopter Hoist Task: RPDM and PCM</title> <excerpt>This paper undertakes a comprehensive examination of pilot decision-making in response to a single-engine failure during maritime search and rescue (SAR) helicopter hoist tasks, employing two distinct decision models–namely, RPDM and PCM. The primary goal of this research is to assess the strengths and weaknesses of each model in accounting for the decision-making processes involved in this critical scenario. Through a comparative analysis, the findings indicate that the PCM encompasses a more extensive array of steps related to emergency evacuation procedures and emphasizes the importance of awaiting the search and rescue (SAR) team to maximize survivability.</excerpt>']"
33,14,33_situation awareness_awareness sa_situational awareness_situational awareness sa,"['situation awareness', 'awareness sa', 'situational awareness', 'situational awareness sa', 'situation awareness sa', 'team situation awareness', 'flight anxiety', 'pilot situation awareness', 'pilot situation', 'airline pilot situation']","['<title>A Survey of Situation Awareness Requirements in Air-to-Air Combat Fighters</title> <excerpt>The situation awareness (SA) requirements of air-to-air fighter pilots were assessed through aseries of analyses, including (a) unstructured interviews, (b) goal-directed task analysis, and (c) structured questionnaires administered to experienced pilot subjects. The resultant requirements and information on the relative priority among elements are presented along with a methodology for determining SA requirements in various systems. Limitations of the study and implications for cockpit design are discussed.</excerpt>', '<title>Comprehensive Evaluation of Remote Tower Controllers’ Situation Awareness Level Based on the Entropy Weight Method (EWM)–TOPSIS–Gray Relational Analysis Model</title> <excerpt>In recent years, the rapid development of remote tower technology has made it crucial to accurately assess the situational awareness (SA) levels of remote tower controllers. Such an assessment is significant for controller training and remote tower system design. This study employed the SART scale to compare controllers’ SA scores in traditional and remote tower environments.</excerpt>', ""<title>FASA: Development and validation of a novel measure to assess the effectiveness of commercial airline pilot situation awareness training</title> <excerpt>The present study took a novel approach to the assessment of a commercial airline pilot Situation Awareness (SA) training programme. The Factors Affecting Situation Awareness (FASA) questionnaire was developed to provide a more diagnostic measure of aircrews' acquisition and maintenance of SA. Thirty-two aircrew participants took part in this study; half received standard Line-Oriented Flight Training (LOFT) and half received bespoke SA training.</excerpt>"", ""<title>Time Course of Anticipation in Pilots' Beyond-Visual-Range Situation Awareness</title> <excerpt>The study presented here aims to objectively measure the persistence in time of situation awareness (SA) in beyond-visual-range (BVR) situations. How long does a pilot maintain SA of air traffic communicated by radio? Overall, 63 participants (non-pilot and pilot trainees) had to position air traffic on a map based on radio calls. This study presents two new findings: (1) The spatial representation developed from audioverbal information has an anticipatory component and (2) this anticipation is time-bound.</excerpt>"", '<title>Measuring individual and team situation awareness during planning tasks in training of en route air traffic control</title> <excerpt>The situation awareness (SA) of air traffic controller (ATCO) students, including the temporal aspect of SA, was measured by means of their visual information acquisition during simulator training. The measurements were defined both at an individual level and at a team level. SA and team SA (TSA) were measured by means of eye-movement data: first, the extent to which individual ATCOs focused or distributed their visual attention in the interface; second, the extent to which ATCO teams were actively involved in planning tasks.</excerpt>']"
34,13,34_air traffic controllers_traffic controllers_recall task_free recall task,"['air traffic controllers', 'traffic controllers', 'recall task', 'free recall task', 'mental workload', 'peak end effects', 'communication attention', 'health communication attention', 'cognitive performance electroencephalographic', 'levels task difficulty']","['<title>Evaluation of workload in air traffic controllers</title> <excerpt>This study examined 20 air traffic controllers from the Rome Regional Air Control Centre for three successive work shifts: afternoon (13: 00-20: (0), morning (07 : 00–13 :(0) and night (20: 00––07 : (0). The number of aircraft under control per hour was recorded as index of workload. Recordings involved subjective ratings (mood, physical fitness, fatigue) and objective measures (hean rate, vanilJyl mandelic acid excretion, reaction times, critical flicker fusion, oral temperature).</excerpt>', ""<title>Investigation of air traffic controllers' response strategies in a free recall task: What makes auditory recall superior to visual recall?</title> <excerpt>This study investigated the response strategies displayed by air traffic controllers (ATCs) recalling visually and auditory presented verbal material in a free recall task. The end-of-list advantage for auditory compared to visually presented item lists (modality effect) was explored by using the procedure described by Beaman and Morton (2000). Results revealed that ATCs' response sequences frequently included ordered end subsequences of 2 to 6 items.</excerpt>"", '<title>Mnemonic processing in air traffic controllers: Effects of task parameters and work organization</title> <excerpt>In real traffic conditions, air traffic controllers rated alertness and tension according to time of day (recordings every 6 hr) and time on duty (1 st vs 2nd half of afternoon shifts). The 2 measures were inversely correlated on the 2nd shift half, suggesting a compensatory effect of increased tension on decreased alertness. Task performance was decreased at 7:00, overall in a free recall task, and according to list length (9- vs 6-item) and presentation modality (visual vs auditory) in a recognition task.</excerpt>', '<title>Perceptual-auditory and Acoustic Analysis of Air Traffic Controllers’ Voices Pre- and Postshift</title> <excerpt>Objective To characterize the vocal quality and acoustic parameters of voices of air traffic controllers (ATCs) without any vocal complaints before and after a shift. Method The voices of a group of 45 ATCs were recorded before and after a 2-hour shift, regardless of their operational position or number of previously worked shifts; both genders were included, participants had a mean age of 25 years, and they had a mean length of occupational experience of 4 years and 2 months. Each of these professionals was recorded phonating a sustained /a/ vowel and counting from 1 to 20, and the recordings were acoustically analyzed using the Praat software.</excerpt>', '<title>Auditory skills of figure-ground and closure in air traffic controllers</title> <excerpt>Purpose: To investigate the auditory skills of closure and figure-ground and factors associated with health, communication, and attention in air traffic controllers, and compare these variables with those of other civil and military servants. Methods: Study participants were sixty adults with normal audiometric thresholds divided into two groups matched for age and gender: study group (SG), comprising 30 air traffic controllers and control group (CG), composed of 30 other military and civil servants. All participants were asked a number of questions regarding their health, communication, and attention, and underwent the Speech-in-Noise Test (SIN) to assess their closure skills and the Synthetic Sentence Identification Test - Ipsilateral Competitive Message (SSI-ICM) in monotic listening to evaluate their figure-ground abilities.</excerpt>']"
35,13,35_anti straining_induced loss consciousness_straining maneuver agsm_straining maneuver,"['anti straining', 'induced loss consciousness', 'straining maneuver agsm', 'straining maneuver', 'anti straining maneuver', 'centrifuge acceleration research', 'centrifuge acceleration', 'reasons volunteering', 'motivational analysis', 'monetary reward']","[""<title>Assessment of the anti-G straining maneuver (AGSM) skill performance and reinforcement program</title> <excerpt>Initial high-G centrifuge training of USAF fast jet pilots was instituted in 1985. Also, since the mid-1980's, pilot awareness of G-induced loss of consciousness (G-LOC) has been enhanced by briefings, videotapes, and safety articles. Aircraft accidents caused by an improperly performed anti-G straining maneuver (AGSM), however, continue to occur.</excerpt>"", '<title>A computerized repository system for collection and retrieval of acceleration stress research data</title> <excerpt>A data repository system for use in aeromedical acceleration research has been developed and is currently in use at the USAF School of Aerospace Medicine. The major functions of the repository include: a) increasing safety in human acceleration experimentation, b) documentation of clinical aeromedical evaluations, c) interface with management utilization systems, and d) rapid retrieval of data for analysis to enable a more in-depth understanding of +G(z) physiology. The repository utilizes the System 2000 Data Base Management System.</excerpt>', '<title>Optimizing Muscle Activation in Cadets Using Electromyography Biofeedback During Anti-G Training</title> <excerpt>INTRODUCTION: Effective execution of the anti-G straining maneuver (AGSM) is essential for pilots to maintain consciousness under high gravitational forces (+Gz). This study evaluated whether electromyographic (EMG) biofeedback enhances muscle activation patterns during AGSM training in novice cadets. METHODS: There were 58 Brazilian Air Force cadets (age: 25\u202f±\u202f1 yr) who performed two AGSM sessions involving sustained submaximal isometric contractions of the gastrocnemius, vastus medialis, and rectus abdominis muscles, synchronized with rhythmic breathing every 3 s.</excerpt>', '<title>Distance visual acuity in air force pilots and student pilots when exposed to + Gz acceleration in human centrifuge; Oštrina vida na daljinu kod pilota borbene avijacije i studenata pilota izloženih + Gz ubrzanju u humanoj centrifugi</title> <excerpt>Background/Aim. High speeds that modern aircraft develop during take-off, flight and landing place an additional strain on the organ of vision. Owing to its considerable practical implementation in air combat, the effect of +Gz acceleration on the organ of vision is considered increasingly important for research.</excerpt>', '<title>Recurrent +Gz-induced loss of consciousness.</title> <excerpt>G-LOC--+Gz-induced loss of consciousness--results in significant acute incapacitation, including a period of unconsciousness lasting approximately 15 s followed by an additional period of approximately 15 s of confusion and disorientation. During routine experimentation for other purposes, four individuals experienced recurrent (3-5) episodes of G-LOC over 6-15 min. While G-LOC was neither an intended nor a desired event, we acknowledged the difficulty of stopping very high onset +Gz (VHOG) runs rapidly enough on the basis of visual endpoints to avoid occasional G-LOCs, which occurred in this limited series of experiments at a greater rate than in our more typical protocols.</excerpt>']"
36,13,36_naval aviators_naval flight_aviators selected_student naval flight,"['naval aviators', 'naval flight', 'aviators selected', 'student naval flight', 'successful naval aviators', 'personality somatotype', 'student naval aviators', 'naval aviators 50', 'naval aviators purpose', 'naval aviators personality']","['<title>Marital adjustment and personality in aviation-rated and nonrated warrant officers.</title>', '<title>Compilation of cognitive and personality norms for military aviators</title> <excerpt>INTRODUCTION: The assessment of individuals on abilities or other characteristics is based on comparison to a representative sample. General population norms provide an appropriate reference group when the distribution of scores in the sample can be expected to be similar to those for the general population (eg, comparing high school students at a particular school to national high school norms on a college entrance test). Specialized norms are needed, however, when subsets of the population differ from the population at large.</excerpt>', '<title>Personality and somatotype of trainee pilots</title> <excerpt>Personality and somatotype studies of pilots have mostly been restricted to military pilots and experienced airline crews. In this investigation of 16 PF and Heath-Carter somatotype method were utilized to study 31 male aviation majors, aged between 18 and 38 yr., who had earned their Private Pilots Licenses and were working toward more advanced ratings. The pilots varied significantly from the male college student norm on Factors E, F, G, H, and Q3 of the 16 PF.</excerpt>', '<title>Assessment of personality and crew interaction skills in successful naval aviators</title> <excerpt>Purpose: We were interested in studying a full range of successful aviators to discern which personality factors were present and whether these factors correlate with age, rank, and accumulated flight time. Method: The Armstrong Laboratory Aviator Personality Survey (ALAPS) was administered to 312 designated naval aviators and flight officers from a variety of aircraft communities. The sample included O-3/O-4 elite aviators who were selected for their squadron billets based on superior performance, O-5/O-6 aviators selected for command positions, and 59 flag officers.</excerpt>', '<title>Selected Personality Characteristics of Student Naval Aviators and Student Naval Flight Officers</title> <excerpt>The Tridimensional Personality Questionnaire and the Hand Test were administered to 129 naval aviation student (79 student naval aviators and 50 student naval flight officer) candidates while they were waiting to begin basic flight training. Results indicated that, although pilot and flight officer candidate scores departed significantly in the same direction from normative data, there were few significant differences between the 2 groups on personality dimensions. However, both groups were significantly different from normative data on some dimensions.</excerpt>']"
37,13,37_age related_pilots nonpilots_piloting_nonpilots,"['age related', 'pilots nonpilots', 'piloting', 'nonpilots', 'age related deficits', 'older pilots nonpilots', 'age effects', 'rated changes cognition', 'chronological age', 'age differences']","[""<title>Cognitive aging and flight performances in general aviation pilots</title> <excerpt>Unlike professional pilots who are limited by the FAA's age rule, no age limit is defined in general aviation. Our overall goal was to examine how age-related cognitive decline impacts piloting performance and weather-related decision-making. This study relied on three components: cognitive assessment (in particular executive functioning), pilot characteristics (age and flight experience), and flight performance.</excerpt>"", ""<title>Expertise, Cognitive Ability, and Age Effects on Pilot Communication</title> <excerpt>We investigated whether expertise reduced age-related declines in pilot communication, using multiple expertise measures and laboratory tasks varying in domain relevance. Younger, middle-aged, and older pilots and nonpilots listened to air traffic control messages that described an aircraft's route through an airspace, while they referred to a chart of that airspace. They read back each message, then answered a probe question about the aircraft's route.</excerpt>"", '<title>Experience-Based Mitigation of Age-Related Performance Declines: Evidence From Air Traffic Control</title> <excerpt>Previous research has found age-related deficits in a variety of cognitive processes. However, some studies have demonstrated age-related sparing on tasks where individuals have substantial experience, often attained over many decades. Here, the authors examined whether decades of experience in a fast-paced demanding profession, air traffic control (ATC), would enable older controllers to perform at high levels of proficiency.</excerpt>', '<title>Meta-Analysis of Age and Student Air Traffic Controller (ATCO) Training Outcomes</title> <excerpt>Some air navigation service providers (ANSPs) set a maximum age for entry into the air traffic controller (ATCO) occupation. Are such rules justified by empirical evidence? A recent meta-analysis of four studies reported no relationship between age at entry and training outcomes. Drawing on a larger number of studies (k = 8, N = 34,389) spanning 60 years, the age-training outcome relationship was investigated in a ""bare bones""random-effect meta-analysis (without correction for artifacts or moderator analyses).</excerpt>', '<title>Aging, expertise, and narrative processing.</title> <excerpt>In a study of how aviation expertise influences age differences in narrative processing, young and older pilots and nonpilots read and recalled aviation and general narratives. They chose referents for sentences referring to a protagonist or minor character mentioned 1 sentence (recent character) or 3 sentences (distant character) before this target sentence. All groups chose referents less accurately for sentences about distant and minor characters than about recent and protagonist characters, perhaps because these referents were less likely to be in working memory.</excerpt>']"
38,13,38_prospective memory_external aids_simulated air traffic_running memory,"['prospective memory', 'external aids', 'simulated air traffic', 'running memory', 'interfere ongoing tasks', 'memory prior', 'memory simulated air', 'memory simulated', 'time critical settings', 'external aids combined']","['<title>Applying Psychological Science to Examine Prospective Memory in Simulated Air Traffic Control</title> <excerpt>Failures to remember to perform deferred task actions in work settings such as air traffic control can have serious consequences. Most research examining the cognitive mechanisms underlying prospective memory has used simple, static tasks, which may make it difficult to generalize results to work settings. I describe a body of research that has applied theory and methods from the basic prospective-memory and attention-capture literatures to simulations of air traffic control.</excerpt>', '<title>Functions of External Cues in Prospective Memory</title> <excerpt>A simulation of an air traffic control task was the setting for an investigation of the functions of external cues in prospective memory. External cues can support the triggering of an action or memory for the content of the action. We focused on memory for the content, and manipulated the temporal characteristics of the external cue to disentangle two possible functions the cue can support: (1) an external cue visible during a retention interval could support rehearsal of the to-be-performed action; (2) an external cue visible at the end of a retention interval could support retrieval of the to-be-performed action.</excerpt>', '<title>Using memory for prior aircraft events to detect conflicts under conditions of proactive air traffic control and with concurrent task requirements</title> <excerpt>In 2 experiments we examined the impact of memory for prior events on conflict detection in simulated air traffic control under conditions where individuals proactively controlled aircraft and completed concurrent tasks. Individuals were faster to detect conflicts that had repeatedly been presented during training (positive transfer). Bayesian statistics indicated strong evidence for the null hypothesis that conflict detection was not impaired for events that resembled an aircraft pair that had repeatedly come close to conflicting during training.</excerpt>', '<title>Supervisory-level interruption recovery in time-critical control tasks</title> <excerpt>This paper investigates the effectiveness of providing interruption recovery assistance in the form of an interactive visual timeline of historical events on a peripheral display in support of team supervision in time-critical settings. As interruptions can have detrimental effects on task performance, particularly in time-critical work environments, there is growing interest in the design of tools to assist people in resuming their pre-interruption activity. A user study was conducted to evaluate the use of an interactive event timeline that provides assistance to human supervisors in time-critical settings.</excerpt>', '<title>Reducing prospective memory error and costs in simulated air traffic control: External aids, extending practice, and removing perceived memory requirements</title> <excerpt>In air traffic control (ATC), forgetting to perform deferred actions-prospective memory (PM) errors- can have severe consequences. PM demands can also interfere with ongoing tasks (costs). We examined the extent to which PM errors and costs were reduced in simulated ATC by providing extended practice, or by providing external aids combined with extended practice, or by providing external aids combined with instructions that removed perceived memory requirements.</excerpt>']"
