Topic,Count,Name,Representation,Representative_Docs
31,15,31_patients respirators illness_illness aircrew diagnosis_noted aircrewmembers undergoing_patients respirators dependent,"['patients respirators illness', 'illness aircrew diagnosis', 'noted aircrewmembers undergoing', 'patients respirators dependent', 'patients respirators', 'measures aircrew prevalence', 'normal aircrew', 'patients responses illness', 'respirators', 'aircrewmembers']","[""<title>Psychological considerations with patients on respirators</title> <excerpt>Illness is a subjective experience for patients and, as such, responses to illness are as varied as the patients' personalities. Special psychological considerations are necessary when delivering care to patients on respirators since they, more than others, are dependent upon people and machines for each breath of life.</excerpt>"", '<title>Pointers to diagnosis of psychiatric illness in aircrew</title> <excerpt>Diagnosis of psychiatric illnesses in aircrew is made by assessing the symptoms complained of by the patient or observed by others. Symptoms should be matched against the textbook description of psychiatric disease: if the match is good, a diagnosis of psychiatric ill health is made.</excerpt>', '<title>Subjective response to negative air ion exposure</title> <excerpt>This study investigated specific subjective or psychological effects of relatively long exposure to negative ions generated by a conventional air purification device. Subjects - 24 males matched for age, education, physical condition, and smoking habits - were divided into a control (N=12) and an ion exposure group (N=12).</excerpt>', '<title>The right and wrong stuff in civil aviation</title> <excerpt>Aircrewmembers (ACMs) enter a mortally hostile environment when they take off from Earth in their flying machines. Their physiological adaptation has been augmented and supported through ergonomics, avionics, and engineering, but no such thechnological aid helps them adapt their minds to that atypical condition.</excerpt>', '<title>Vasovagal syncope in aircrew psychosocial aspects</title> <excerpt>Twenty-four aircrew members with the diagnosis of vasovagal syncope were compared to 26 controls on variables of personality characteristics, psychosocial antecedents to the onset of their conditions, and hyperventilation experience. The syncope group was found to be younger, slightly less adaptable, and to have significantly more negative feelings about their work.</excerpt>']"
32,14,32_crew resource management_studies crew resource_crew resource_management training,"['crew resource management', 'studies crew resource', 'crew resource', 'management training', 'method evaluating crew', 'resource management training', 'pilot resource management', 'management crm training', 'training commercial aviation', 'training effectiveness']","[""<title>Behavioral markers for crew resource management: A review of current practice</title> <excerpt>Developments in crew resource management (CRM) have progressed from the introduction of training programs to the evaluation of CRM skills, particularly for multicrew cockpits. European regulators responsible for flight operations and flight crew licensing (Joint Aviation Authorities, 1996, 1997) are introducing requirements for the training and assessment of pilots' nontechnical skills.</excerpt>"", '<title>Introducing a subject matter expert-based utility analysis approach to assessing the utility of organizational interventions such as crew resource management training</title> <excerpt>Utility analysis is a series of statistical procedures used to quantify the fiscal gains accrued from implementing human resource management interventions (eg, training programs) over their associated costs. Although empirical evaluation studies are typically used to generate the required utility parameters, particular circumstances might make it difficult if not impossible to conduct such studies.</excerpt>', '<title>MRM training, evaluation, and safety management</title> <excerpt>Maintenance resource management (MRM) programs started as training programs aimed at increasing the awareness regarding human performance limitations in the aviation maintenance environment. Since their inception in 1989, MRM programs in the United States have undergone 4 generations of development (Taylor & Patankar, 2001) and are currently morphing themselves yet again toward the 5th generation, one that incorporates a Federal Aviation Administration-approved voluntary error-reporting program such as the Aviation Safety Action Program (ASAP) or a generic or internal error-reporting program.</excerpt>', ""<title>Developing a Method for Evaluating Crew Resource Management Skills: A European Perspective</title> <excerpt>The European Commission in conjunction with the European Joint Aviation Authorities (Human Factors Project Advisory Group) has been sponsoring a series of studies investigating a culturally robust method for the evaluation of pilots' nontechnical skills (NTS) for multicrew operations. This article outlines the development of a European NTS behavioral marker system for crew resource management evaluation called NOTECHS and presents preliminary results from an ongoing-test phase of this system (Joint Aviation Requirements Translation and Elaboration of Legislation [JARTEL]).</excerpt>"", '<title>Aviation Computer Games for Crew Resource Management Training</title> <excerpt>Crew resource management (CRM) training programs have existed for more than a decade, yet methods for providing aircrews with opportunities to practice CRM skills have been limited to role plays in class and scenarios in operational flight trainers. There are drawbacks to both training methods; role plays have few, if any, realistic environmental cues to help crews behave as they do in the cockpit, and simulator scenarios are limited by the cost and availability of the simulators.</excerpt>']"
33,14,33_psychiatric evaluation astronaut_personality characteristics astronauts_astronaut selection introduction_astronaut selection,"['psychiatric evaluation astronaut', 'personality characteristics astronauts', 'astronaut selection introduction', 'astronaut selection', 'astronaut applicants', 'astronaut effectiveness', 'selection astronaut', 'astronaut candidates', 'astronaut candidate', 'european astronaut candidates']","[""<title>Psychiatric diagnoses in a group of astronaut applicants</title> <excerpt>Between 1959 and 1987, the psychiatric evaluation of astronaut candidates evolved from a 30-h intensive examination evaluating applicants for psychopathology, and studying their performance under stress, to a 2-h clinical interview whose structure and contents were determined by the individual examiner. Evaluations done during these years applied both psychiatric (or, ''select-out'') criteria and psychological (or, ''select-in'') criteria.</excerpt>"", ""<title>Psychological evaluation of European astronaut applications: Results of the 1991 selection campaign</title> <excerpt>In the summer of 1991, the European Space Agency (ESA) performed its second selection campaign since 1977 in order to find 10 astronaut candidates (laboratory specialists and space plane specialists). An integral part of this selection process was the psychological evaluation, according to the principles laid down in the study report 'Definition of Psychological Testing of Astronaut Candidates.' After national preselection, 59 applicants underwent the psychological evaluation, which consisted of the assessment of operational aptitudes (basic cognitive and psychomotor functions) and personality traits (motivation, social capability, stress resistance).</excerpt>"", '<title>Personality Characteristics and Trait Clusters in Final Stage Astronaut Selection</title> <excerpt>Introduction: This paper presents personality testing data from final stage applicants to the NASA astronaut program. Questions addressed include whether personality predicted final selection into the astronaut corps, whether women and men demonstrated typical gender differences in personality, and whether three characteristic clusters found in other high performance populations replicated in this group.</excerpt>', ""<title>Astronaut psychiatric selection procedures: A Japanese experience</title> <excerpt>This paper presents the results of the first application of a structured NASA psychiatric interview for Japanese astronaut selection. We undertook a semi-structured, diagnostic, clinical psychiatric interview with 45 Japanese astronaut applicants for the position of mission specialist-astronaut, and performed 'select-out' psychiatric evaluations according to DSM-III-R psychiatric diagnostic criteria.</excerpt>"", '<title>Astronaut Candidate, Candidate-Like, and Undergraduate Subjects Compared on Retention and Transfer</title> <excerpt>INTRODUCTION: The present study examined long-term retention and transfer of knowledge and skills, as well as the effect of cognitive load on retention and transfer, using a sample of astronaut candidates and two comparison groups. The first comparison group, recruited from Johnson Space Center, was similar in age, education, and general health to the astronaut candidate group; the second comparison group included university undergraduate students.</excerpt>']"
34,14,34_women flight attendants_female flight attendants_flight attendants nurses_flight attendants using,"['women flight attendants', 'female flight attendants', 'flight attendants nurses', 'flight attendants using', 'flight attendants', 'health female flight', 'flight attendants aims', 'women flight', 'attendants using', 'attendants nurses']","['<title>Self perceived health and mental health among women flight attendants</title> <excerpt>Aims: The authors investigated associations of work related risk factors with self perceived health as less than ""good"" and psychological distress among Italian women flight attendants. Methods: The authors conducted a cross sectional survey on health and mental health among 1955 former and current flight attendants, using a postal questionnaire.</excerpt>', '<title>Common mental disorders among civil aviation flight attendants</title> <excerpt>The purpose of the current study was to estimate the prevalence of common mental disorders (cmds) among brazilian civil aviation fl ight attendants and to investigate associations between cmds and sociodemographic and work-related variables. methods: this was a quantitative cross-sectional study conducted between october 2009-october 2010 using a self-reporting questionnaire about sociodemographic and work-related data and a screening instrument for the detection of psychiatric morbidity.</excerpt>', '<title>Integrating qualitative methods into occupational health research: A study of women flight attendants</title> <excerpt>Aims: To identify possible work related sources of psychosocial stress in order to develop pertinent questionnaire items for a cross-sectional health survey of 3000 Italian women flight attendants, and to solicit suggestions on improving survey participation. Methods: Qualitative study in which 26 current and former women flight attendants participated: three focus groups of 6-7 participants each and six in-depth individual interviews.</excerpt>', '<title>Risk factors associated with work-related musculoskeletal disorders among female flight attendants: using a focus group to prepare a survey.</title> <excerpt>In preparation for surveying female flight attendants about work-related musculoskeletal disorder risk factors and symptoms, a focus group study was completed with members of the target population. The aims of this study were to ensure completeness of a previously developed list of physically strenuous job tasks performed by female flight attendants and assess the clarity, appropriateness, and applicability of existing self-reported measures to be used in the survey.</excerpt>', '<title>Lifestyle, harassment at work and self-assessed health of female flight attendants, nurses and teachers</title> <excerpt>Health-related lifestyle, harassment at work, and self-assessed health of female flight attendants in comparison to that of female nurses and female primary school teachers were surveyed. A higher proportion of flight attendants than nurses or teachers were smokers, 26% vs 15% and 17% respectively; and consumed alcohol at least once a week, 40% vs 21% and 16%.</excerpt>']"
35,14,35_mental workloads_cognitive workload_mental workload_mental workload model,"['mental workloads', 'cognitive workload', 'mental workload', 'mental workload model', 'mental workload important', 'mental workload reduces', 'mental workload stress', 'situations cognitive workload', 'mental workload stressful', 'mental workloads high']","['<title>A Curvilinear Effect of Mental Workload on Mental Effort and Behavioral Adaptability: An Approach With the Pre-Ejection Period</title> <excerpt>Objective: We tested Hancock and Szalma’s mental workload model, which has never been experimentally validated at a global level with the measure of the pre-ejection period (PEP), an index of beta-adrenergic sympathetic impact. Background: Operators adapt to mental workload.</excerpt>', '<title>Stress, Cognition, Drones, and Adaptive Tasks</title> <excerpt>To determine the impact of fatigue, drugs, hypoxia, acceleration, thermal loading, and other stresses on human performance, a wide range of cognitive tasks have been used in controlled laboratory settings, including target tracking and reaction times;1 suites of cognitive tasks testing memory, multitasking, mathematical performance, and situational awareness;3,4,10 and sophisticated simulators of real-world systems.13,14 Performance degradation in operational settings with actual vehicles and other systems can be monitored, but the level of stress cannot be manipulated for obvious safety and ethical considerations. © by the Aerospace Medical Association, Alexandria, VA..</excerpt>', '<title>Cognitive workload and psychophysiological parameters during multitask activity in helicopter pilots</title> <excerpt>Background: Helicopter pilots are involved in a complex multitask activity, implying overuse of cognitive resources, which may result in piloting task impairment or in decision-making failure. Studies usually investigate this phenomenon in well-controlled, poorly ecological situations by focusing on the correlation between physiological values and either cognitive workload or emotional state.</excerpt>', '<title>Investigating Offshore Helicopter Pilots’ Cognitive Load and Physiological Responses during Simulated In-Flight Emergencies</title> <excerpt>Objectives: This study was designed to explore pilots’ emergency response performance by collecting real-time physiological and cognitive workload data during pre-defined offshore helicopter scenarios in a flight simulator. Background: Qualification processes require helicopter pilots to complete scheduled simulation training to ensure competency in areas that would otherwise be too dangerous to practice while flying the actual helicopter.</excerpt>', '<title>The Effects of Increased Visual Information on Cognitive Workload in a Helicopter Simulator</title> <excerpt>Objective: To test the effects of enhanced display information (“symbology”) on cognitive workload in a simulated helicopter environment, using the detection response task (DRT). Background: Workload in highly demanding environments can be influenced by the amount of information given to the operator and consequently it is important to limit potential overload.</excerpt>']"
36,13,36_hypoxia human performance_acute moderate hypoxia_moderate hypoxia human_moderate hypoxia,"['hypoxia human performance', 'acute moderate hypoxia', 'moderate hypoxia human', 'moderate hypoxia', 'effects mild hypoxia', 'mild moderate hypoxia', 'hypoxia human mood', 'acute hypobaric hypoxia', 'hypoxia induced', 'hypoxic challenge testing']","['<title>Cardiorespiratory assessment of 24-hour crash-diet effects on altitude, +Gz, and fatigue tolerances</title> <excerpt>Eleven male surrogates of general aviation pilots, 21-35 years old, were tested for altitude, +Gz, and fatigue tolerances with and without previous fasting for 24 hr. Testing included 2 min of lower body negative pressure (LBNP) at-40 torr (equivalent to +2Gz) after 118 min at 3,810 m chamber altitude and, after returning to ground level pressure, ergometry of 50 watts (W) for 6 min.</excerpt>', '<title>Effects of acute mild and moderate hypoxia on human mood state.</title> <excerpt>Objective: To explore the effects of acute mild and moderate hypoxia on human mood state. Method: The mood states of 18 healthy male volunteers were evaluated by self-assessment questionnaires, profile of mood state (POMS) and state anxiety inventory (S-AI) after random exposure to simulated altitude of 300 m (control), 2800 m, 3600 m and 4400 m for 1 h in a hypobaric chamber.</excerpt>', '<title>Effects of acute moderate hypoxia on human performance of arithmetic.</title> <excerpt>To observe the effects of acute moderate hypoxia on human performance of arithmetic, the continuous calculation test, addition-subtraction test and mental arithmetic tests were made in 16 health young male subjects during exposure to altitude of 300 m (control), 3600 m, 4400 m and 5000 m by mean of hypobaric cabin simulation. Error rate of the continuous calculation test and reaction time of addition-subtraction test increased significantly and performance decreased significantly (P < 0.05) after exposure to 3600 m for 1 h.</excerpt>', '<title>Blood-injection-injury (B-I-I) specific phobia affects the outcome of hypoxic challenge testing</title> <excerpt>Background: Blood-injection-injury (B-I-I) phobia is capable of producing inaccurate hypoxic challenge testing results due to anxiety-induced hyperventilation. Case Report: A 69-yr-old woman with a history of hypersensitivity pneumonitis, restrictive spirometry, exercise desaturation requiring supplementary oxygen on mobilizing, reduced DLco, and B-I-I phobia was referred for hypoxic challenge testing (HCT) to assess in-flight oxygen requirements.</excerpt>', '<title>Acute mild hypoxic hypoxia effects on cognitive and simulated aircraft pilot performance</title> <excerpt>BACKGROUND: The effects of acute mild hypoxic hypoxia (HH) and physical activity on physiological measures, signs and symptoms, mood, fatigue, cognition, and performance on a simulated flight task were investigated between 8000 (8K; 2438 m) and 14,000 ft (14K; 4267 m). METHOD: In a hypobaric chamber, 16 military helicopter pilots were randomly exposed to 4 altitudes and 3 physical exertion levels.</excerpt>']"
37,13,37_flight psychiatric emergencies_flight psychiatric_near accidents psychiatric_mental disorders accidents,"['flight psychiatric emergencies', 'flight psychiatric', 'near accidents psychiatric', 'mental disorders accidents', 'aircraft accident survivors', 'airline pilot incapacitation', 'pilot incapacitation', 'paranoid schizophrenic passenger', 'aircraft accident', 'passengers aircraft flight']","['<title>Assaults in the air: Concerning attacks against flight attendants</title> <excerpt>Violence directed at airline personnel by passengers while an aircraft is in flight presents an interesting and uncommon form of deviant behavior that can inform the study of deviance in general. Such behavior has been identified by various observers as a growing social problem.</excerpt>', '<title>Aviation safety - physical and mental incapacitation</title> <excerpt>There is a trend of continual improvement in flight safety and the best airlines flying the best aircraft are now achieving fatal accident rates of less than one in one million flying hours or flights. In this paper an overview is presented of the relationship of pilot age, physical incapacitation and mental disorders to accidents..</excerpt>', '<title>Psychiatric interventions with amnesic aircraft accident survivors</title> <excerpt>Aircraft accident survivors who later develop retrograde amnesia for the circumstances of their crashes present unique problems in terms of psychiatric treatment and valid accident investigation. The authors explore the complexities of treating such patients within the limitations of the present understanding of amnesic disorders and raise questions concerning medicolegal issues of informed consent, confidentiality, and validity of information recalled during the treatment process..</excerpt>', '<title>Air rage: Implications for forensic psychiatry</title> <excerpt>Abusive airline passengers are a growing hazard that has not received the same attention as other forms of ""rage"" behavior. In this article, a number of interesting and significant cases of air rage are described, including one that almost resulted in the loss of a British Airways 747-400 jumbo jet with all aboard, when a paranoid schizophrenic passenger gained entry to the cockpit.</excerpt>', ""<title>Case report of an obsessive-compulsive personality: A precursor to accident proneness</title> <excerpt>The social/physiological/psychological review of an aircraft accident involving input of incorrect controls and low-altitude ejection of a student naval aviator enlightened the investigators as to maybe a not-so-uncommon problem, accident proneness resulting from an obsessive-compulsive nonpsychotic personality. Review of the pilot's history reflected a perfectionist attitude since childhood with continuous associated near-serious accidents.</excerpt>""]"
38,13,38_differences skill acquisition_skill acquisition_individual differences skill_abilities skill acquisition,"['differences skill acquisition', 'skill acquisition', 'individual differences skill', 'abilities skill acquisition', 'skill acquisition authors', 'differences skill', 'numerous training principles', 'training principles', 'training principles shown', 'abilities skill']","['<title>The moderating effect of individual differences in error-management training: Who learns from mistakes?</title> <excerpt>Objective: We investigated the effectiveness of error-encouragement training and the influence of ability and personality attribute-treatment interactions using a dynamic decision-making task. Background: Error-encouragement training is said to be more effective than error-avoidance training because active exploration and error encouragement promote better learning and transfer.</excerpt>', '<title>Goal Orientations and Performance: Differential Relationships Across Levels of Analysis and as a Function of Task Demands</title> <excerpt>Goal orientation and self-regulation theories were integrated to develop a multilevel framework aimed at addressing controversies regarding the magnitude and direction of goal orientation effects on performance. In Study 1, goal orientations were measured repeatedly whilst individuals performed an air traffic control task.</excerpt>', '<title>Resolving Problems With the Skill Retention Literature: An Empirical Demonstration and Recommendations for Researchers</title> <excerpt>Questions about the degree of retention and decay for procedural skills, once acquired but not used for a period of time, have been raised repeatedly in basic and applied research. Despite widespread interest and numerous empirical investigations, definitive answers to the question “How much skill is retained after a period of disuse?” remain elusive.</excerpt>', '<title>Does Learning a Complex Task Have to Be Complex?: A Study in Learning Decomposition</title> <excerpt>Many theories of skill acquisition have had considerable success in addressing the fine details of learning in relatively simple tasks, but can they scale up to complex tasks that are more typical of human learning in the real world? Some theories argue for scalability by making the implicit assumption that complex tasks consist of many smaller parts, which are learned according to basic learning principles. Surprisingly, there has been rather sparse empirical testing of this crucial assumption.</excerpt>', '<title>Cognitive and Noncognitive Determinants and Consequences of Complex Skill Acquisition</title> <excerpt>Integration of multiple perspectives on the determinants of individual differences in skill acquisition is provided by examination of a wide array of predictors: ability (spatial, verbal, mathematical, and perceptual speed), personality (neuroticism, extroversion, openness, conscientiousness, and agreeableness), vocational interests (realistic and investigative), self-estimates of ability, self-concept, motivational skills, and task-specific self-efficacy. Ninety-three trainees were studied over the course of 15 hr (across 2 weeks) of skill acquisition practice on a complex, air traffic controller simulation task (Terminal Radar Approach Controller; TRACON; Wesson International; Austin, TX).</excerpt>']"
39,13,39_aging pilot_older pilots workforce_particularly aging pilot_pilot age,"['aging pilot', 'older pilots workforce', 'particularly aging pilot', 'pilot age', 'aging physician', 'old age profession', 'older adults america', 'older adults', 'aging', 'number older adults']","['<title>The effect of pilot age on perceptions of pilot performance and attitudes toward the implementation of ergonomic redesign interventions for older pilots</title> <excerpt>As the workforce increasingly ages, it will be critical to find ways of accommodating the decrements in abilities that come with age. Finding accommodations will be of particular concern for occupations such as airline pilot, in which small errors may result in fatal accidents.</excerpt>', '<title>Growing Up in America: White, Male, and Medically Limited</title> <excerpt>A subject that must be heavy on the mind of every pediatrician and pediatric cardiologist is “who should care for adults with congenital heart disease.” Whoever takes on this challenge also must accept responsibility to work as an advocate for this population and to focus on the areas of health insurance and employment opportunity and rights. The article written by Mr.</excerpt>', ""<title>Age and pilot performance</title> <excerpt>In military and civilian aviation, pilot age is a major factor which determines if the individual is allowed to continue flying. Many factors, including legal considerations, escalating personnel and training costs, and higher skill levels necessitated by increasing equipment complexity, have generated considerable interest in the development of 'age free' criteria to determine continued suitability for aviation duty.</excerpt>"", '<title>Ethical considerations when working with older adults in psychology</title> <excerpt>The growing number of older adults in America will result in an increasing demand for psychotherapists familiar with their psychological needs. To treat this population in an ethical manner, practitioners need to be aware of the unique characteristics of the aging process, especially in regards to age-related vulnerabilities, such as cognitive decline.</excerpt>', '<title>Intergenerational conflict at US airlines: an unresolved Oedipal Complex?</title> <excerpt>Purpose: The purpose of this paper is to investigate how, if at all, organizational dynamics changed at US airlines after an industry wide modification to mandatory retirement age regulations in 2007. Findings challenge assumptions that society, organizations, and employees will all unequivocally benefit from abolishing mandatory retirement by investigating the impact of age-related policy changes on US airline pilots.</excerpt>']"
40,12,40_aviation gender attitude_gender related pilot_aviation gender_pilots stereotype,"['aviation gender attitude', 'gender related pilot', 'aviation gender', 'pilots stereotype', 'equivalence aviation gender', 'female airline pilots', 'pilots stereotype based', 'female pilots', 'pilots male nurses', 'male flight attendants']","['<title>Stereotype-based modulation of person perception</title> <excerpt>A core social-psychological question is how cultural stereotypes shape our encounters with other people. While there is considerable evidence to suggest that unexpected targets-such as female airline pilots and male nurses-impact the inferential and memorial aspects of person construal, it has yet to be established if early perceptual operations are similarly sensitive to the stereotype-related status of individuals.</excerpt>', ""<title>Token majority: The work attitudes of male flight attendants</title> <excerpt>This study examined the work experiences of men, a traditional workplace majority, as minority members of a female-dominated occupation. We used tokenism and social categorization theories to propose and test a set of hypotheses that link token status (a less than 15% minority) with male flight attendants' work attitudes through intervening psychological and job factors.</excerpt>"", ""<title>Female United States Air Force (USAF) pilots: Themes, challenges, and possible solutions</title> <excerpt>Background: Identification of stresses of mixed-gender squadrons, attention to the psychological concerns of pilots in combat, and recognition of the difficulties of balancing a career and family are important in today's United States Air Force (USAF). What qualities are desirable in male and female pilots in combat situations, how do men and women view their career and family goals, and how do men and women work together in day-to-day squadron activities versus deployment and combat situations? Methods: A semi- structured clinical interview sought information about personal/family health, squadron relationships, and career/deployment stresses.</excerpt>"", ""<title>Female United States air force pilot personality: The new right stuff</title> <excerpt>With increasing numbers of female military pilots, it is important to understand the psychological and psychiatric gender differences of pilots. Using the 'big five' personality structure (neuroticism, extraversion, openness to new experiences, agreeableness, and conscientiousness), female United States Air Force pilots were compared with both male Air Force pilots and to a female comparison group.</excerpt>"", '<title>Exploring the equivalence of the aviation gender attitude questionnaire for South African and Australian pilots: A cross-cultural comparison</title> <excerpt>The aim of this study was to establish the differential item functioning and construct equivalence of the Aviation Gender Attitude Questionnaire (AGAQ) to determine the generalizability of the instrument across 2 national cultures (South African and Australian). Data were collected from 544 South African and 1,064 Australian aircraft pilots and analyzed by means of various analytical procedures.</excerpt>']"
41,12,41_nursing flight nursing_nursing practice flight_flight nursing_nurses possessing flight,"['nursing flight nursing', 'nursing practice flight', 'flight nursing', 'nurses possessing flight', 'nursing flight', 'nurses aeromedical evacuation', 'nurses responsibilities aerospace', 'nurses aerospace services', 'perceptions nurses air', 'flight nurse']","[""<title>Personal experience of aeromedical evacuation of patients in the Balkans.</title> <excerpt>Nurses in the Princess Mary's Royal Air Force Nursing Service (PMRAFNS) undertake a variety of different roles in providing nursing care to Armed Forces personnel wherever they may serve. One such role is the evacuation by air of sick or injured personnel.</excerpt>"", '<title>Understanding post-deployment reintegration concerns among en route care nurses: A mixed-methods approach</title> <excerpt>The objective of this study was to better understand the post-deployment behavior health symptoms and readjustment/reintegration experienced by military nurses who provided en route care while serving in Operation Enduring Freedom/Operation Iraqi Freedom. Employing an exploratory, concurrent, mixed-methods design with an electronic survey consisting of several valid instruments and single, face-to-face interviews; data were gathered from 119 surveys and 22 interviews.</excerpt>', '<title>Experiences and perceptions of nurses and air ambulance service providers in carrying out aeromedical evacuations in Indonesia: A qualitative research</title> <excerpt>Background: Basic non-military flight nurse training is essential for enhancing nurses’ competency in conducting aeromedical evacuations. Trained nurses possessing flight nurse proficiency are indispensable for ensuring stable patient conditions amidst the unique physical, physiological, and psychological challenges encountered during flights.</excerpt>', '<title>Nurses’ responsibilities in the aerospace environment; Atribuições do enfermeiro no ambiente aeroespacial; Atribuciones del enfermero en el medio ambiente aeroespacial</title> <excerpt>Objectives: to characterize the nurses who work in the aerospace environment and to identify their most frequent responsibilities during the pre-flight, flight, and post-flight periods. Methods: a quantitative, exploratory-descriptive research, conducted using a survey through Google forms®, from January to April of 2018, with 50 nurses from aerospace services in Brazil.</excerpt>', '<title>Coping with expanding nursing practice, knowledge, and technology</title> <excerpt>Nurses utilize transcultural, transactional, systems, primary, and interdisciplinary approaches to physiological and psychosocial components of patient care. Expanded roles, as well as advances in knowledge and technology have prepared nurses for critical, specialized, primary, aerospace, and independent nursing practice.</excerpt>']"
42,12,42_physiological biochemical psychological_cortisol_stress tolerance_pain stress fighter,"['physiological biochemical psychological', 'cortisol', 'stress tolerance', 'pain stress fighter', 'hormonal responses', 'biochemical psychological', 'processing stress', 'pain stress', 'participating military pilot', 'stressor']","['<title>Physiological, biochemical, and psychological responses to environmental survival training in the Royal Australian Air Force</title> <excerpt>Military environmental survival training (EST) is designed and considered to evoke significant stressors to military personnel in preparation for combat-like scenarios. The aim of this study was to observe and report selected physiological, biochemical, psychological, and performance responses to this intense 15-day program of Royal Australian Air Force (RAAF) EST.</excerpt>', '<title>Salivary alpha-amylase activity and stress in Japan air self-defense force cargo pilots involved in Iraq reconstruction</title> <excerpt>Objectives: This study aimed to verify whether salivary α-amylase enzyme activity (Amy) is useful as a biomarker of stress in pilots working in a stressful environment. Methods: The subjects in this study were nine Japan air self-defense force pilots who participated in Iraq reconstruction support activity in Kuwait.</excerpt>', '<title>Flight-associated cortisol dynamics and subjective assessments of pain and stress in fighter pilots: an exploratory study</title> <excerpt>Purpose: Operating a high-performance fifth-generation fighter jet is a potential stressor in which hypothalamic–pituitary–adrenal (HPA) axis dynamics may reflect the intensity of and adaptation to the stressor. The purpose of this study was to evaluate HPA axis activity in fighter pilots and explore whether indices of activity correlated with subjective indices of stress.</excerpt>', '<title>Effects of air transportation cause physiological and biochemical changes indicative of stress leading to regulation of chaperone expression levels and corticosterone concentration</title> <excerpt>Laboratory animals generally experience numerous unfamiliar environmental and psychological influences such as noises, temperatures, handling, shaking, and smells during the process of air transportation. To investigate whether stress induced by air transportation affects stress-related factors in animals, the levels of hormone and chaperone protein were measured in several tissues of F344 rats transported for 13 h and not transported.</excerpt>', '<title>Hormonal responses of pilots to training flights: The effects of experience on apparent stress</title> <excerpt>Introduction: The levels of urinary noradrenaline (NAd), adrenaline (Ad) and salivary cortisol (Cor) were determined in student and instructor pilots during Phase 1 (training with propeller engine; PH1), and Phase 2 (training with jet engine; PH2) flight training. Methods: The subjects in PH1 were 30 students and 33 instructors, and in PH2 were 17 students and 15 instructors.</excerpt>']"
43,12,43_traffic displays_cockpit display traffic_cockpit displays traffic_driver behavior horizontal,"['traffic displays', 'cockpit display traffic', 'cockpit displays traffic', 'driver behavior horizontal', 'driver behavior', 'displays traffic', 'displays traffic information', 'cockpit information displays', 'coplanar cockpit displays', 'collision detection avoidance']","['<title>Display effects on shaping apparent strategy: A case study in collision detection and avoidance</title> <excerpt>This article examines participants\' behavior at collision detection and avoidance during parallel approaches and tests how it is affected by additional information on traffic displays. Participant behavior is analyzed by looking for ""apparent strategies,"" measured by characteristics of participants\' actions that remain consistent across scenar-ios with strongly different dynamics.</excerpt>', '<title>Supervisory-level interruption recovery in time-critical control tasks</title> <excerpt>This paper investigates the effectiveness of providing interruption recovery assistance in the form of an interactive visual timeline of historical events on a peripheral display in support of team supervision in time-critical settings. As interruptions can have detrimental effects on task performance, particularly in time-critical work environments, there is growing interest in the design of tools to assist people in resuming their pre-interruption activity.</excerpt>', '<title>Perspective and coplanar cockpit displays of traffic information: Implications for maneuver choice, flight safety, and mental workload</title> <excerpt>In 3 experiments, we examined maneuver choice, flight safety, and mental workload across 3-dimensional (3D) perspective and 2-dimensional coplanar cockpit displays of traffic information in a free-flight simulation. In Experiment 1 (30 pilots), we examined dimensionality issues; in Experiments 2 and 3 (18 pilots each), we examined the effects of traffic density, dimensionality, and vertical profile orientation.</excerpt>', '<title>Supporting driver performance in closely spaced tunnel-interchange structure: Traffic control devices and effects on driving behavior</title> <excerpt>Objectives: With the rapid development of expressways in the mountainous regions of southwestern China, closely spaced tunnel-interchange structures have inevitably emerged due to topographical constraints and environmental limitations. Given the unfavorable road geometry and rapid cross-section transitions, drivers face significant safety concerns.</excerpt>', '<title>Perception and performance: Evaluating driver behavior on horizontal curves at day and night based on optical flow model analysis</title> <excerpt>Objective: This study investigates the interaction between human perception and driver behavior on horizontal curves, focusing on how road geometry and visibility affect driving performance. Methods: A driving simulator replicated 3 curve types by radius—200 m (sharp), 400 m (moderate), and 600 m (loose)—under day and night conditions.</excerpt>']"
