year,country,title,doc
2024,Sweden,Factors associated with approaching Pilot Peer Support: a cross-sectional study,"<title>Factors associated with approaching Pilot Peer Support: a cross-sectional study</title> <abstract>Background: Pilot Peer Support Programs (PPSP) have been introduced in Europe as a measure to facilitate commercial pilots’ mental health help-seeking in a confidential and non-punitive manner. However, research is scarce regarding what promotes and prevents pilots from approaching PPSP. Aims: To investigate if, and in which way, different organizational and individual factors are associated with pilots’ attitudes towards approaching PPSP, and to examine the prevalence of possible cases of depression and anxiety disorders among commercial pilots in Europe. Methods: Data were collected using an anonymous web-based survey (n = 4494), covering pilots’ work conditions, health and flight safety. Logistic regression was used to determine the impact of objective and psychosocial work environment factors, mental health factors, and demographic factors. Results: Key findings were that just culture (odds ratio [OR] = 2.65, 95% confidence interval [CI] 1.97, 3.56), type of employment (OR = 0.60, 95% CI 0.46, 0.78), minimum guaranteed pay (OR = 1.98, 95% CI 1.48, 2.65), and symptoms of depression (OR = 0.62, 95% CI 0.50, 0.76) and anxiety (OR = 0.66, 95% CI 0.54, 0.80) significantly predicted pilots’ attitude towards approaching PPSP. The prevalence of pilots scoring above threshold for possible depression (18%) and anxiety disorders (23%) were determined. Conclusions: Pilot Peer Support in its current form appears to be an insufficient means to facilitate pilots’ mental health help-seeking, but could have an important preventive purpose. The findings could assist authorities and operators in developing measures to facilitate pilots’ help-seeking, and improve mental health and flight safety. © The Author(s) 2024.</abstract>"
2024,Brazil,Metabolic flexibility associated with flight time among combat pilots of the Brazilian air force,"<title>Metabolic flexibility associated with flight time among combat pilots of the Brazilian air force</title> <abstract>Introduction: Fighter pilots must support the effects of many stressors, including physical and psychological exertion, circadian disturbance, jet lag, and environmental stress. Despite the rigorous selection of military pilots, those factors predispose to failures in physiological compensatory mechanisms and metabolic flexibility. Objectives: We compared through NMR-based metabolomics the metabolic profile of Brazilian F5 fighter pilots with different flight experiences vs. the control group of non-pilots. We hypothesized that combat pilots have metabolic flexibility associated with combat flight time. Methods: We evaluated for the first time 34 Brazilian fighter pilots from Santa Cruz Air Base (Rio de Janeiro, RJ) allocated into three groups: pilots with lower total accumulated flight experience < 1,100 h (PC1, n = 7); pilots with higher total accumulated flight experience ≥ 1,100 h (PC2, n = 6); military non-pilots (CONT, n = 21). Data collection included anthropometric measurements, total blood count, lipidogram, markers of oxidative stress, and serum NMR-based metabolomics. Results: In comparison with controls (p < 0.05), pilots exhibited decreased levels of white blood cells (−13%), neutrophils (−15%), lymphocytes (−20%), alfa-glucose (−13%), lactate (−26%), glutamine (−11%), histidine (−20%), and tyrosine (−11%), but higher isobutyrate (+ 10%) concentrations. Significant correlations were found between lactate vs. amino acids in CONT (r = 0.55–0.68, p < 0.001), and vs. glutamine in PC2 (r = 0.94, p = 0.01). Conclusion: Fighter pilots with lower experience showed a dysregulation in immune-metabolic function in comparison with controls, which seemed to be counteracted by the accumulation of flight hours. Those findings might have implications for the health preservation and operational training of fighter pilots. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.</abstract>"
2024,Indonesia,A Quasi-Experimental One Group Pre-Post Test Design in Air Traffic Controller in Indonesia: Progressive Muscle Relaxation,"<title>A Quasi-Experimental One Group Pre-Post Test Design in Air Traffic Controller in Indonesia: Progressive Muscle Relaxation</title> <abstract>Objectives: The effectiveness of progressive muscle relaxation (PMR) in assessing the general health of air traffic controllers (ATC) is still insufficient, specifically when examining the psychological conditions of workers who use questionnaire instruments. Therefore, this research aimed to evaluate the use of PMR program in ATC by developing a model using biomarkers (saliva) tested on the cocorometer stress diagnostic tool and validity, including observing related determinants in the work environment. Methods: A quasi-experimental method was used, focusing on one group pre-post-test design for 92 respondents across six research areas in Indonesia. All respondents had received training in PMR methods conducted by psychologists. Subsequently, ongoing assistance was provided in implementing relaxation by a trained reminder team for eight weeks to maintain the precision and effectiveness of the intervention. Further analysis was conducted using the Wilcoxon signed rank test to evaluate the success of the intervention. Results: The implementation of PMR program in ATC reduced the incidence of stress levels after the observation. Statistically, the feeling of fatigue was a significant variable that decreased in mean value after the implementation of the relaxation program on the data review. The main benefit of PMR program in improving psychological health conditions (stress) was found in Surabaya branch ATC. Conclusions: The relaxation program was proven to reduce stress levels in ATC, showing an improvement in conditions before and after the implementation of PMR. © 2024 Phcogj.Com.</abstract>"
2024,United States,Senior Aviator Medical Qualification Status,"<title>Senior Aviator Medical Qualification Status</title> <abstract>Introduction: Aviation personnel are expensive to train and challenging for the services to retain because of lucrative opportunities in the civilian aviation sector and a desire among pilots for agency. The military services' retention efforts have typically utilized a combination of high continuation pays and longer service commitments of up to 10 years following initial training. One area that the services have overlooked in their attempts to retain senior aviators is quantifying and reducing medical disqualifications. Much as aging aircraft require increasing maintenance to retain full operational capability, so may pilots and other aircrew members. Materials and Methods: This article reports on a prospectively collected cross-sectional research study evaluating the medical status of senior aviation personnel who reported being considered or selected for command. The study was deemed exempt from human subjects research by the Institutional Review Board and a waiver of Health Insurance Portability and Accountability Act was granted. The study, which collected data at the Pentagon Flight Medical Clinic over 1 year, used a chart review of routine medical encounters and flight physicals to collect descriptive data. The goals of the study were to establish the prevalence of medically disqualifying conditions, assess the association between disqualifying conditions and age, and generate hypotheses for further research. Logistic regression of waiver need was performed for variables including prior waivers, waiver count, service, platform, age, and gender. ANOVA of readiness percentages vs. DoD targets were assessed between the services individually and in aggregate. Results: The study demonstrated medical readiness rates among command-eligible senior aviators ranging from 74% for the Air Force to 40% for the Army with the Navy and Marine Corps in the middle. The sample was insufficiently powered to demonstrate differences in readiness between the services; however, the population as a whole was significantly below the DoD's readiness target of >90% (P =. 000). Conclusions: None of the services met the DoD minimum readiness target of 90%. Markedly higher readiness was observed in the Air Force, the only service with a medical screening incorporated into its command selection process, but this difference was not statistically significant. Waivers increased with age and musculoskeletal concerns were common. A larger prospective cohort study should be considered to further elucidate and confirm the findings of this study. If further research confirms these findings, consideration should be made of screening command applicants for medical readiness. © 2023 Published by Oxford University Press on behalf of the Association of Military Surgeons of the United States. This work is written by (a) US Government employee(s) and is in the public domain in the US.</abstract>"
2024,China,Exploring the relationship between trait mindfulness and psychological adaptation from a network perspective: is there any difference between pilots and other non-pilot civil aviation employees?,"<title>Exploring the relationship between trait mindfulness and psychological adaptation from a network perspective: is there any difference between pilots and other non-pilot civil aviation employees?</title> <abstract>To explore the role of trait mindfulness in the psychological adaptation of civil aviation personnel, and compare the importance of this role between airline pilots and other civil aviation practitioners. A total of 198 civil aviation pilots and 804 other civil aviation practitioners were recruited to complete surveys on mindfulness, SCL-90, job burnout, core self-evaluation, and psychological resilience. The network relationship between trait mindfulness and psychological adaptation was constructed. The results showed that trait mindfulness played an important role in the psychological adaptation network of civil aviation employees. Specifically, trait mindfulness was negatively correlated with obsessive-compulsive symptoms and emotional exhaustion, and positively correlated with core self-evaluation. However, no significant difference was found in trait mindfulness and psychological adaptation network between pilots and non-pilots. These findings show that mindfulness has a unique positive effect on the psychological adaptation of civil aviation personnel. Specifically, the mindfulness trait may alleviate compulsive symptoms or reduce emotional exhaustion, enabling airline personnel to maintain a good self-evaluation. At the same time, the role of mindfulness traits in the network is similar, indicating that the positive role of mindfulness intervention in civil aviation may be universal. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.</abstract>"
2024,Thailand,Investigating aviation safety factors and proposed conceptual model for safety behaviors among Thai flight crews: A qualitative approach,"<title>Investigating aviation safety factors and proposed conceptual model for safety behaviors among Thai flight crews: A qualitative approach</title> <abstract>This study aims to answer behavioral safety questions regarding influential factors and relationship among those factors relating to Thai flight crews’ safety behaviors, and the objective of this study is to develop a proposed hypotheses relating to factors affecting Thai flight crews’ safety behaviors for future research. Based on a sample of 21 flight crews and executives in Thailand, the result found that influential factors relating to Thai flight crew safety behaviors were organizational safety climate, fleet safety climate, aviation safety knowledge, aviation psychological safety and flight crews’ safety attitudes and personalities. Flight time was considered as a typical job experience and did not directly reflect the safety behaviors among flight crews. What reflected safety behaviors among flight crews were their own safety attitudes and personalities. Therefore, it would be proposed that organizational safety climate, fleet safety climate and flight attitudes and personalities played antecedent roles and aviation safety knowledge and aviation psychological safety played mediating roles. Future studies can possibly use the result from this study to formulate further hypotheses and apply the proposed conceptual model for quantitative analysis. © 2024 Kasetsart University.</abstract>"
2024,Argentina - Austria - Canada - Ecuador - Peru - United States,SY-MIS Project: Biomedical Design of Endo-Robotic and Laparoscopic Training System for Surgery on the Earth and Space,"<title>SY-MIS Project: Biomedical Design of Endo-Robotic and Laparoscopic Training System for Surgery on the Earth and Space</title> <abstract>Despite the location (Earth or Space), surgical simulation is a vital part of improving technical skills and ensuring patients' safety in the real procedure. The purpose of this study is to describe the Space System for Minimally Invasive Surgery (SY-MIS©) project, which started in 2016 under the supervision of the Center for Space Systems (C-SET). The process connects the best features of the following machines: Biomedik Surgeon, Space Biosurgeon, SP-LAP 1, and SP-LAP 2, which were defined using the VDI 2221 guidelines. This research uses methods based on 3 standards: i) Biomedical design: ISO 9001-13485 / FDA 21 CFR 820.30 / ASTM F1744-96(2016); ii) Aerospace human factors: HF-STD-001; iii) Mechatronics design: VDI 2206. The results depict the conceptual biomedical design of a novel training system named Surgical Engineering and Mechatronic System (SETY©), which integrates the use of 2 laparoscopic tools and 2 anthropomorphic mini-robotic arms (6 DOF). It has been validated by the Evaluation of Technical Criteria, getting a total score of 90% related to clinical assessment, machine adaptability, and robustness. The novelty of the research lies in the introduction of a new procedure that covers the simultaneous use of laparoscopic and robotic systems, named Hybrid Cyber-Physical Surgery (HYS©). In conclusion, the development of SY-MIS© promotes the use of advanced technologies to improve surgical procedures and human-machine medical cooperation for the next frontier of habitability on other planets. © 2024 by the authors. Licensee ESJ, Italy.</abstract>"
2024,China,The influence of representational gravity on spatial orientation: an eye movement study,"<title>The influence of representational gravity on spatial orientation: an eye movement study</title> <abstract>Spatial orientation is a fundamental subject in aviation psychology. The influence of representational gravity can lead to systematic errors during uniform linear motion. However, it remains unclear whether representational gravity during motion can affect spatial orientation. In this study, college students from Xi’an, China were recruited to participate in an experiment based on the Spatial Visualization Dynamic Test. We compared the accuracy of spatial orientation estimation and eye movement indices when the main direction of spatial orientation was in the lower right versus when it was in the upper right. The results revealed that individuals were prone to overestimate the adjustment angle when the main direction of spatial orientation was in the lower right, and underestimate the adjustment angle when the main direction of spatial orientation was in the upper right; the average pupil size was significantly larger when the main direction of spatial orientation was in the lower right than that when the main direction of spatial orientation was in the upper right. In conclusion, spatial orientation in motion was influenced by representational gravity, and when representational gravity aligned with the main direction of spatial orientation, it led to increased cognitive resource consumption. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.</abstract>"
2024,Indonesia,Experiences and perceptions of nurses and air ambulance service providers in carrying out aeromedical evacuations in Indonesia: A qualitative research,"<title>Experiences and perceptions of nurses and air ambulance service providers in carrying out aeromedical evacuations in Indonesia: A qualitative research</title> <abstract>Background: Basic non-military flight nurse training is essential for enhancing nurses’ competency in conducting aeromedical evacuations. Trained nurses possessing flight nurse proficiency are indispensable for ensuring stable patient conditions amidst the unique physical, physiological, and psychological challenges encountered during flights. Objective: This study aimed to describe the experiences and perceptions of nurses and air ambulance service providers regarding aeromedical evacuations. Methods: This study employed a qualitative descriptive design. Data were gathered from February to July 2023 through semi-structured online interviews with seven nurses and air ambulance service providers engaged in aeromedical evacuation. Content analysis was utilized to interpret the interview data. Results: Seven themes were generated: 1) Experiences in aeromedical evacuation experiences, 2) Challenges faced by nurses and air ambulance service providers during aeromedical evacuations, 3) Essential knowledge for nurses involved in aeromedical evacuations, 4) Efforts to improve nurses’ knowledge and skills, 5) Leveling of flight nurse training, 6) Flight nurse training methods, and 7) Flight nurse training evaluation strategies. Conclusion: Nurses and air ambulance service providers acknowledge the significant influence of the flight environment on changes in patient conditions during aeromedical evacuations. To effectively manage alterations in patient conditions during flights, healthcare workers equipped with aviation health competency are imperative. One approach to enhancing the competency of healthcare workers is through flight nurse training. The findings from this study serve as a valuable resource for policymakers and health-related institutions endeavoring to formulate aeromedical evacuation strategies. © 2024 Belitung Raya Publisher - Belitung Raya Foundation. All rights reserved.</abstract>"
2024,Greece - United Kingdom,"A comparative analysis of job satisfaction among military and airline pilots: During, and post COVID-19","<title>A comparative analysis of job satisfaction among military and airline pilots: During, and post COVID-19</title> <abstract>This research aimed to examine the impact of the COVID-19 pandemic on the Job Satisfaction of military and airline pilots, in order to identify factors that influence the sustainability of aviation operations during global economic shocks, through the prism of industrial and organizational (I/O) psychology. The primary focus was on identifying factors linked to pilots' Job Satisfaction differentiations over the time course of the pandemic, and proposing measures to mitigate their negative effects. Survey Job Satisfaction data were collected from 203 pilots during the COVID-19 pandemic in March 2021, and were subsequently measured in a quasi-identical sample of 205 pilots after the pandemic in May 2023. During the pandemic, the results indicate that airline pilots experienced an acute decrease in Job Satisfaction due to the disruptive nature of COVID-19. This decline was primarily attributed to factors such as pay cuts and reduced promotion prospects, which consequently resulted in feelings of limited job security and future uncertainty. Importantly, a substantial recovery of airline pilots JS was observed following the end of the pandemic. In contrast, military pilots' levels remained relatively constant over the duration of the pandemic, as military organizations typically received government provided financial security. To improve commercial sustainability, it is recommended that airline companies enhance their preparedness for future crises by minimizing the financial impact experienced by pilots. Additionally, effective communication strategies should be implemented to address and alleviate uncertainty among pilots. It is crucial to prevent adverse psychological conditions among pilots, as they play a critical role in maintaining flight safety. © 2024 The Authors</abstract>"
2024,"Korea, Republic of",A study on the effect of job stress factors on mental health and service sabotage: Focusing on flight attendants in foreign airlines,"<title>A study on the effect of job stress factors on mental health and service sabotage: Focusing on flight attendants in foreign airlines</title> <abstract>This study investigated the relationship among six job stress factors (job insecurity, meritocracy, vertical communication, acculturation stress, organizational silence, and psychological contract), mental health deterioration, and service sabotage in flight attendants working for foreign (non-Korean) airlines. Six job stressors were identified through a literature review and focus group interviews. To determine the causal relationships, a survey was conducted from February 8 to April 9, 2022, targeting Korean cabin crew members in Middle Eastern airlines. A total of 201 valid samples were used for the statistical analysis. The findings revealed that flight attendants' job stress negatively impacts their mental health, while mental health deterioration positively impacts service sabotage behavior. Job insecurity, vertical communication, and acculturation stress negatively impacts flight attendants' mental health. The findings indicate that mental health deterioration is important in mediating the relationship between job stress and service sabotage. Finally, it is confirmed that there are differences in job stress, mental health deterioration, and service sabotage based on various demographic and occupational characteristics. This study is noteworthy because it approaches the dependent variable of job stress from the perspective of employees’ mental health rather than job-related variables. Service sabotage is introduced as a new variable because this behavior by flight attendants, whose primary job is to interact with customers, can have serious consequences for airline organizations and customers alike. © 2024 Elsevier Ltd</abstract>"
2024,Spain,EEG Dataset Collection for Mental Workload Predictions in Flight-Deck Environment,"<title>EEG Dataset Collection for Mental Workload Predictions in Flight-Deck Environment</title> <abstract>High mental workload reduces human performance and the ability to correctly carry out complex tasks. In particular, aircraft pilots enduring high mental workloads are at high risk of failure, even with catastrophic outcomes. Despite progress, there is still a lack of knowledge about the interrelationship between mental workload and brain functionality, and there is still limited data on flight-deck scenarios. Although recent emerging deep-learning (DL) methods using physiological data have presented new ways to find new physiological markers to detect and assess cognitive states, they demand large amounts of properly annotated datasets to achieve good performance. We present a new dataset of electroencephalogram (EEG) recordings specifically collected for the recognition of different levels of mental workload. The data were recorded from three experiments, where participants were induced to different levels of workload through tasks of increasing cognition demand. The first involved playing the N-back test, which combines memory recall with arithmetical skills. The second was playing Heat-the-Chair, a serious game specifically designed to emphasize and monitor subjects under controlled concurrent tasks. The third was flying in an Airbus320 simulator and solving several critical situations. The design of the dataset has been validated on three different levels: (1) correlation of the theoretical difficulty of each scenario to the self-perceived difficulty and performance of subjects; (2) significant difference in EEG temporal patterns across the theoretical difficulties and (3) usefulness for the training and evaluation of AI models. © 2024 by the authors.</abstract>"
2024,United States,Exploring the intellectual insights in aviation safety research: A systematic literature and bibliometric review,"<title>Exploring the intellectual insights in aviation safety research: A systematic literature and bibliometric review</title> <abstract>Research in aviation safety has led to significant advancements in the aviation industry. These studies have included human factors, cutting-edge technologies, risk assessment models, and computational and experimental methods to make aircraft safer, humans more reliable, and stakeholder decision-making better. However, there is not any systematic review research to answer key questions in this domain. To fill this academic gap, this study presents a comprehensive review of aviation safety literature from 1925 to April 2023, using a dataset of 10,191 publications extracted from the Scopus database. By employing advanced visualization tools such as VOSviewer and the Bibliometrix R package, the research aims to address four key research questions. Firstly, the analysis reveals the evolving focus of aviation safety research over the past century. Various aspects have been investigated, including aircraft design, human factors, air traffic management, and accident investigation. These findings provide valuable insights into the key areas of concern and highlight the multidisciplinary nature of aviation safety research. Secondly, this study identifies the major contributors to aviation safety progress. The analysis examines the contributions of countries, authors, and journals. Notably, specific countries emerge as prominent leaders in aviation safety research, along with prolific authors and influential journals. Understanding these key entities can aid in fostering collaborations and knowledge exchange within the aviation safety community. Thirdly, the study investigates the evolution of aviation safety research over time. By analyzing publication trends and citation patterns, the analysis reveals important milestones and shifts in research focus. The findings demonstrate the dynamic nature of aviation safety research and its responsiveness to emerging challenges and technological advancements. Lastly, this study identifies critical research challenges and knowledge gaps, offering insights for future research directions. By pinpointing areas that require further investigation, the research provides a roadmap to maximize the impact of future aviation safety studies. Addressing these challenges can lead to significant advancements in safety measures, risk mitigation strategies, and accident prevention. The findings serve as a valuable resource for researchers, policymakers, and industry stakeholders seeking to enhance aviation safety and mitigate risks in the ever-evolving aerospace landscape. © 2023 Elsevier Ltd</abstract>"
2024,Greece,The effects of increased mental workload of air traffic controllers on time perception: Behavioral and physiological evidence,"<title>The effects of increased mental workload of air traffic controllers on time perception: Behavioral and physiological evidence</title> <abstract>Research has shown that timing is modulated by mental workload, making duration judgments a measure of cognitive demand, alongside subjective assessments, and physiological measurements. Yet, it is unclear whether such findings can be extended in less controlled setups. By employing air traffic controllers in a real aviation environment, we tested whether tasks with different levels of cognitive load can affect their timing behavior. Participants completed temporal production, verbal estimation, and passage of time judgments, while actively engaging in real flight control sessions. Subjective assessments of task demands, as well as physiological responses (cardiac and electrodermal activity) were also measured. Accuracy of the produced intervals was measured at two distinct phases of the flight (during low-load cruising vs. high-load landing) and under two different task load manipulations (controlling one vs. two helicopters and speaking in native vs. non-native language). Analysis of interval production accuracy showed that during the high-load landing phase significant overproductions were made, compared to the low-load cruising phase, and landing two helicopters led to greater overproductions compared to landing only one. The duration of the two-helicopter sessions was significantly overestimated compared to the single-helicopter ones, and the passage of time was felt significantly faster. Subjective assessments of workload were positively correlated with the temporal estimations and passage of time judgments, and skin responses were positively correlated with the produced intervals. Overall, our results are consistent with past research, suggesting that mental workload modulates time perception in complex, real-world environments, thus making timing behavior a reliable index of the workload changes. © 2023 The Authors</abstract>"
2024,Serbia,Occupational risk factors for sleep quality among Serbian airline pilots,"<title>Occupational risk factors for sleep quality among Serbian airline pilots</title> <abstract>Introduction: The ability of airline pilots to maintain a good level of sleep goes a long way in ensuring operational effectiveness with regard to safety as well as personal health. The study assesses the risk factors for sleep quality of airline pilots in Serbia with the objective of determining those factors, both occupational and lifestyle that are paramount in assisting with sleep health. Methods: A cross-sectional study was conducted on a total of 66 Serbian commercial pilots, and the Pittsburgh Sleep Quality Index (PSQI) was used to assess their sleep quality. Demographic, occupational, lifestyle, biological and psychological variables were obtained through validated questionnaires. Multivariate logistic regression was used to determine the predictors of poor sleep quality (PSQI ≥5). Results: Overall sleep quality was poor in 65.2% of the participants. Significant factors associated with poor sleep quality included years of experience (OR = 1.17, p = 0.007) and levels of stress (OR = 2.87, p = 0.004). Particular lifestyle variables, including factors such as coffee intake, had initial relationships with sleep quality but were not significant in the multivariate models. With regard to age, a significant univariate association was also revealed but was dropped in the final model because of collinearity with years of experience. Conclusion: Serbian commercial pilots have a relatively high risk of inadequate sleep associated with years of experience and levels of stress. There is a need to implement organization-wide changes such as stress management schemes in order to improve sleep quality among pilots, and foster prioritizing well-being. © © 2025 Stojanović, Nesic, Maksimović, Terzić-Šupić, Todorović, Topalović, Vlaisavljević and Ilić Živojinović.</abstract>"
2024,Indonesia,Flight Hours and Depression in Flight Attendants During the COVID-19 Pandemic,"<title>Flight Hours and Depression in Flight Attendants During the COVID-19 Pandemic</title> <abstract>INTRODUCTION: Flight attendants are constantly exposed to high-stress environments that could lead to the development of depression. The COVID-19 pandemic brought out new risk factors that could affect flight attendants’ mental health, such as reduced flight hours and fear of the disease itself, which other studies have shown was associated with depression. We aimed to find out whether reduced flight hours, fear of COVID-19, and other factors were associated with depression in flight attendants during the COVID-19 pandemic. METHODS: T his cross-sectional study was conducted at the Directorate General Civil Aviation Medical Center Indonesia and Garuda Sentra Medika in 2022. We included flight attendants who were still employed before and after the start of the pandemic. Data were collected using several questionnaires, including the General Health Questionnaire-12 to screen for depression and Fear of COVID-19 for fear levels. RESULTS: We obtained data from 159 respondents, of whom 25.2% of them had depression. Multivariate analysis showed that the reduction of flight hours 1 yr after the start of the pandemic and fear of COVID-19 were found to significantly increase the likelihood of depression by 2.3 times and 3.9 times, respectively. DISCUSSION: During the pandemic, depression was found to be highly prevalent among flight attendants and was associated with the reduction of flight hours and fear of COVID-19. © by the Aerospace Medical Association, Alexandria, VA.</abstract>"
2024,Australia,Underreporting of Depression in Australian Commercial Pilots,"<title>Underreporting of Depression in Australian Commercial Pilots</title> <abstract>INTRODUCTION: Undiagnosed depression in the aviation industry can have catastrophic consequences such as aircraft-assisted suicide. Depression is often underreported, especially when subjects are aware they are reporting on depression. The aim of the present study was to investigate whether scores on a depression screening tool would vary if it was disguised as a “life stress” questionnaire in a sample of Australian commercial pilots. METHODS: A total of 109 subjects were assigned into either a “Life Stress” survey or a “Depression” survey, both containing the Depression, Anxiety, Stress Scales depression screening tool among other questions relating to either depression or stress to determine any variation in depression scores. RESULTS: A statistically significant difference was found in which the covert group that completed a “life-stress” survey scored higher average depression scores than the control group completing an overt depression inventory. Prevalence of depression was consistent with the general population, with 25% of pilots meeting the threshold for depression within the control group, and this number increased to 41% when using a covert measure to assess depression. DISCUSSION: T his research adds further weight to the potential underreporting of depression in pilots as a function of stigma and fear associated with the label “depression”. Regulators and organizations must proactively minimize exposure to psychological harm, negating the reliance on self-reporting to control psychological risk and recruitment methods must aim to reduce bias against those with disabilities. Nonpunitive environments for pilots to self-assess and report psychological issues will allow better outcomes from expedited treatment. © by the Aerospace Medical Association, Alexandria, VA.</abstract>"
2024,China - Pakistan,The effects of psychological safety and employee voice behavior on flight attendants’ mindful safety practices adoption,"<title>The effects of psychological safety and employee voice behavior on flight attendants’ mindful safety practices adoption</title> <abstract>Introduction: Flight attendants, as the front-line staff in the cabin, play a crucial role in improving air travel safety. This research explores how psychological safety affects flight attendants’ adoption of mindful safety practices through voice participation. This mechanism also identifies ethical leadership and traditionality as two moderators. Methods: A self-reported questionnaire was used to collect data from 621 flight attendants in Chinese private commercial airline companies. PLS-SEM (partial least square structured equation modeling) is used to examine the hypotheses proposed in the present study. Results: After data analysis, the results reveal that the underlying mechanism covering both mediating and moderating effects through which flight attendants’ voluntary and extra-role safety behavior could be improved. Discussion: The findings extend the existing literature regarding the antecedents of flight attendants’ mindful safety practices adoption and obstacles to employee voice participation. Managerial implications are also provided in the commercial aviation industry and discussed along with future research directions. © © 2024 Hu, Nadeem, Luo and Yi.</abstract>"
2024,United Kingdom,Air rage from the sharp end: cabin crew perspectives on disruptive passenger behaviour in Europe and its impact on occupational safety and well-being,"<title>Air rage from the sharp end: cabin crew perspectives on disruptive passenger behaviour in Europe and its impact on occupational safety and well-being</title> <abstract>Disruptive passenger behaviour (DPB) incidents spiked during the COVID-19 pandemic period, compromising the safety of commercial flights on a daily basis. This qualitative semi-structured interview study examined the perceived triggering factors and motivations for DPB and the subsequent impact of DPB upon cabin crew well-being and safety. Twenty-four European cabin crew disclosed experiences, subjective observations of perpetrator traits, assessment of DPB development and information regarding their well-being and perceived safety. Thematic analysis revealed that the perceived frequency of DPB had increased, driven by an accumulation of pandemic-related factors–such as enforcing mask wearing amongst intoxicated passengers. DPB was found to decrease resilience and spur maladaptive coping strategies in crew. Suggested enhancements to current DPB mitigation consisted of stricter punishment for DPB as a deterrent, alcohol bans and higher quality training. These findings can inform decision-makers’ efforts to support cabin crew well-being and create safer cabin workplaces in the future. © 2024 Central Institute for Labour Protection–National Research Institute (CIOP-PIB). Published by Informa UK Limited, trading as Taylor & Francis Group.</abstract>"
2024,Austria - Germany - Italy - Netherlands - United Kingdom,Lessons for Flying Astronauts with Disabilities Drawn from Experience in Aviation,"<title>Lessons for Flying Astronauts with Disabilities Drawn from Experience in Aviation</title> <abstract>INTRODUCTION: A ccessible spaceflight may seem a distant concept. As part of a diverse European Space Agency funded Topical Team, we are working on the physiological feasibility of space missions being undertaken by people with physical disabilities. Here, the first activity of this team is presented in the form of key lessons learned from aviation to inform new work on space missions. DISCUSSION: The first lesson is agreeing on realistic expectations about impairments, their severity, and the possibility of flying independently. This is important in terms of astronaut recruitment and societal expectations. The second lesson relates to training and adjustments for people with disabilities. Flexibility is important while maintaining safety for everyone involved. The third lesson is about managing unconscious bias from the different stakeholders. We conclude by arguing that engagement with people from different backgrounds is essential for the success of the first space mission with people with physical disabilities. © by The Authors.</abstract>"
2024,Japan,Upregulation of Amy1 in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system,"<title>Upregulation of Amy1 in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system</title> <abstract>Introduction: Space is a unique environment characterized by isolation from community life and exposure to circadian misalignment, microgravity, and space radiation. These multiple differences from those experienced on the earth may cause systemic and local tissue stress. Autonomic nerves, including sympathetic and parasympathetic nerves, regulate functions in multiple organs. Saliva is secreted from the salivary gland, which is regulated by autonomic nerves, and plays several important roles in the oral cavity and digestive processes. The balance of the autonomic nervous system in the seromucous glands, such as the submandibular glands, precisely controls serous and mucous saliva. Psychological stress, radiation damage, and other triggers can cause an imbalance in salivary secretion systems. A previous study reported that amylase is a stress marker in behavioral medicine and space flight crews; however, the detailed mechanisms underlying amylase regulation in the space environment are still unknown. Methods: In this study, we aimed to elucidate how lunar gravity (1/6 g) changes mRNA expression patterns in the salivary gland. Using a multiple artificial gravity research system during space flight in the International Space Station, we studied the effects of two different gravitational levels, lunar and Earth gravity, on the submandibular glands of mice. All mice survived, returned to Earth from space, and their submandibular glands were collected 2 days after landing. Results: We found that lunar gravity induced the expression of the salivary amylase gene Amy1; however, no increase in Aqp5 and Ano1, which regulate water secretion, was observed. In addition, genes involved in the exocrine system, such as vesicle-associated membrane protein 8 (Vamp8) and small G proteins, including Rap1 and Rab families, were upregulated under lunar gravity. Conclusion: These results imply that lunar gravity upregulates salivary amylase secretion via Rap/Rab signaling and exocytosis via Vamp8. Our study highlights Amy1 as a potential candidate marker for stress regulation in salivary glands in the lunar gravity environment. © © 2024 Ouchi, Kono, Satou, Kurashima, Yamaguchi, Kimura and Shibukawa.</abstract>"
