Topic,Count,Name,Representation,Representative_Docs
27,17,27_risk taking behavior_risk taking_relations flight experience_assessment flight crew,"['risk taking behavior', 'risk taking', 'relations flight experience', 'assessment flight crew', 'psychological risk', 'threat flying', 'threat flying safety', 'pilots flight experience', 'flight behavior', 'canadian pilots']","['<title>Anchoring as a Mechanism for Modifying Risk-Taking Behavior in Military Aviation</title> <excerpt>This study explores the possibility of using anchoring biases to change the risk-taking behavior assessed by the Balloon Analogue Risk Task (BART). The study involved 90 military aviators who participated in a United Nations-led peacekeeping mission.</excerpt>', '<title>The Variability in Risk Assessment Between Flight Crew</title> <excerpt>Objective: The aim of this research was to investigate the assessment of situational risk among commercial flight crew, and examine the accuracy with which factors such as experience (ie, rank, flight hours, license type, recency) and age predict accurate situational risk assessment. Background: Accurate risk assessment by flight crew is critical for safe and efficient air transport operation.</excerpt>', ""<title>More experience might not bring more safety: Negative moderating effect of pilots’ flight experience on their safety performance</title> <excerpt>Objective: This study aimed to improve our understanding of the relationship between pilots' total flight hours (TFH), levels of hazardous attitude (HA), and flight safety performance. Background: The negative effect of airline pilots' flight experience on safety performance has received attention but has not been extensively investigated.</excerpt>"", '<title>Framing Effect in Safety Risk Probability Assessment: A Prospect Theory Approach</title> <excerpt>Objective: To understand the relationship between the presentation of risk expressions in terms of loss/gain and safety personnel’s evaluation of risk probability in the context of prospect theory. Background: One of the major topics of behavioral economics is the issue of decision-making under uncertainty, and prospect theory is the most prominent theory in the field.</excerpt>', '<title>Does Specific Flight Experience Matter? The Relations Between Flight Experience of Commercial Aviation Aircrews and Missed Approach Incidents</title> <excerpt>Objectives: This study examined the relations between flight experience of commercial aviation aircrews consisted of a captain (CAP) and a first officer (FO) and their relative representation in unsafe missed approach incidents. Background: This study follows an earlier study where 59 official safety reports of unsafe missed approach procedure (MAP) events were analyzed.</excerpt>']"
28,17,28_fear loss face_fear flying_flying syndrome_fear flying syndrome,"['fear loss face', 'fear flying', 'flying syndrome', 'fear flying syndrome', 'flying phobia', 'landing flying phobia', 'korea understanding fear', 'managing flying phobia', 'life face fear', 'flying korea']","['<title>THE FEAR OF FLYING SYNDROME: A RE-APPRAISAL.</title>', '<title>Fear of flying and the counter-phobic personality.</title>', '<title>Fear of flying: An Israeli Air Force short case report</title>', '<title>FACE: Fear of loss of face and the five hazardous attitudes concept</title> <excerpt>An aspect of human personality, fear of loss of face, has attracted only minimal experimental investigation, despite the widespread recognition of the condition and its potentially adverse effects on behavior. A survey of the available literature shows fear of loss of face to be an important aspect of pilot decision making.</excerpt>', '<title>Flying and danger, joy and fear</title> <excerpt>U.S. Air Force fliers are all volunteers who undergo rigorous training for their profession.</excerpt>']"
29,16,29_goal orientation_cognitive control_adaptive task performance_subjective cognitive effort,"['goal orientation', 'cognitive control', 'adaptive task performance', 'subjective cognitive effort', 'performance levels analysis', 'multilevel analysis', 'self regulation theories', 'cognitive style', 'cognitive resource', 'accuracy tradeoff']","['<title>How life experience shapes cognitive control strategies: The case of air traffic control training</title> <excerpt>Although human flexible behavior relies on cognitive control, it would be implausible to assume that there is only one, general mode of cognitive control strategy adopted by all individuals. For instance, different reliance on proactive versus reactive control strategies could explain inter-individual variability.</excerpt>', '<title>Another source of individual differences: Strategy adaptivity to changing rates of success</title> <excerpt>This article explores an alternative approach to the study of individual differences of cognitive function -that people may have the same strategies but differential ability to adaptively select among them in response to success and failure feedback from the environment. Three studies involving the complex and dynamic Kanfer-Ackerman Air Traffic Control Task (P.</excerpt>', '<title>The Role of State and Trait Self-Control on the Sustained Attention to Response Task</title> <excerpt>Objective: This study aimed to assess the plausibility of self-control depletion, or ego-depletion, as the underlying cognitive resource responsible for performance decrements on the sustained attention to response task. Background: Researchers suggested that self-control is a limited cognitive resource used to complete a myriad of processes, including sustained attention.</excerpt>', '<title>The essentials of defining adaptation</title> <excerpt>The concept of adaptation has a considerable importance in many areas of research. Evolution theory is all about long-term adaptation, psychology is (among other things) interested in how people cope mentally with various changes in their life, business research tries to find ways to make companies survive and flourish in the ever more turbulent markets, armies rethink their strategies and become more flexible to be able to counter new threats, engineering disciplines move towards making systems better at reconfiguring and repairing themselves without costly and time-consuming human intervention, achieving sophisticated artificial life and artificial intelligence is in large part about finding out how to create systems that are highly adaptive and cope with the difficult and often unexpected situations they encounter, and so forth.</excerpt>', '<title>Goal Orientations and Performance: Differential Relationships Across Levels of Analysis and as a Function of Task Demands</title> <excerpt>Goal orientation and self-regulation theories were integrated to develop a multilevel framework aimed at addressing controversies regarding the magnitude and direction of goal orientation effects on performance. In Study 1, goal orientations were measured repeatedly whilst individuals performed an air traffic control task.</excerpt>']"
30,16,30_antarctic_expeditions_arctic_antarctica,"['antarctic', 'expeditions', 'arctic', 'antarctica', 'isolated confined extreme', 'antarctic research', 'antarctic personnel', 'apollo lunar landing', '42 wintering', 'confined extreme ice']","['<title>Antarctic culture: 50 Years of antarctic expeditions</title> <excerpt>Background: Analyses of data collected on returned Australian Antarctic personnel were conducted to examine links between personality traits, perceptions of Antarctic station culture, and perceptions of subjective fit with Antarctic station life and culture. Methods: Participants were 103 men who participated in Australian National Antarctic Research Expeditions (ANARE) over a 50-yr period from 1950 to 2000 representing the first 50 yr of ANARE and all positions and occupations included in Australian Antarctic expeditions.</excerpt>', '<title>Individual attributes, values, and goals of an all-military women antarctic expedition</title> <excerpt>BACKGROUND: While participation of women in the military has increased, research on performance of female teams engaged in arduous physical activity in isolated, confined, and extreme (ICE) environments remains sparse. METHODS: A team of six British military women completed the Multidimensional Personality Questionnaire-Brief Form, Triarchic Psychopathy Measure, and Personal Values Questionnaire (PVQ) prior to embarking on an expedition that traversed the Antarctic continent.</excerpt>', '<title>Cross-cultural differences in psychosocial adaptation to isolated and confined environments</title> <excerpt>Introduction: Differences in patterns of psychosocial adaptation under conditions of prolonged isolation and confinement in Antarctica were examined to determine the extent to which they were influenced by national culture in general and the individualist-collectivist orientation of national cultures in particular. Methods: The Profile of Mood States and measures of structural and functional social support were administered over an 8-mo period (March through October) to 13 winter-over crews from 5 nations operating research stations in the Antarctic: United States (3 crews, n = 77), Poland (3 crews, n = 40), Russia (3 crews, n = 34), China (3 crews, n = 40), and India (1 crew, n = 26).</excerpt>', '<title>Predictors of behavior and performance in extreme environments: The antarctic space analogue program</title> <excerpt>Background: To determine which, if any, characteristics should be incorporated into a select-in approach to screening personnel for long- duration spaceflight, we examined the influence of crewmember social/demographic characteristics, personality traits, interpersonal needs, and characteristics of station physical environments on performance measures in 657 American men who spent an austral winter in Antarctica between 1963 and 1974. Methods: During screening, subjects completed a Personal History Questionnaire which obtained information on social and demographic characteristics, the Deep Freeze Opinion Survey which assessed 5 different personality traits, and the Fundamental Interpersonal Relations Orientation- Behavior (FIRO-B) Scale which measured 6 dimensions of interpersonal needs.</excerpt>', '<title>The activities of the 42nd Japanese Antarctic Research Expedition (JARE-42) wintering team 2001-2002</title> <excerpt>The 42nd Japanese Antarctic Research Expedition (JARE-42) wintering team has conducted the Vth five-year JARE program during the period of February 1st 2001 to January 31st 2002, in which 40 members were engaged in the various scientific activities and maintenance of Syowa Station. The major observation programs of JARE-42 were as follows : Upper Atmospheric Physics-observations using Fabry-Perot imager, sodium Lidar and HF/MF radar; Atmospheric Sciences and Glaciology-aerosols and air sampling, and shallow ice core drilling; Geophysics-superconducting gravity measurement, geodetic VLBI observations, and natural earthquake monitoring; Biology and Medicine-photosynthesis under sea water, populations census of penguins, and physiological and psychological adaptation to Antarctic environment, etc.</excerpt>']"
31,15,31_suicide_pilot mental health_pilots mental health_germanwings flight,"['suicide', 'pilot mental health', 'pilots mental health', 'germanwings flight', 'pilots mental', 'assisted suicides', 'aircraft assisted suicides', 'commercial aircraft assisted', 'suicides', 'pilot mental']","['<title>Unraveling the complex relationships between mental health and safety operation behaviors among pilots: a network and latent profile analysis</title> <excerpt>As the guardians of aviation safety, pilots’ mental health is critical for ensuring flight safety. However, systematic research on the comorbidities of mental symptoms among pilots remains scarce, and the relationship between these symptoms and safety operation behaviors is unclear.</excerpt>', '<title>Aviator Healthcare Hesitance: An Examination of Healthcare Avoidance, Pilot Mistrust, Presenteeism, & Risk</title> <excerpt>Safe aviation operations require pilots to maintain constant physical and psychological well-being. While the FAA and pilot advocacy organizations encourage aviators to discuss health concerns with their medical providers, studies demonstrate continued healthcare hesitance behaviors.</excerpt>', '<title>Airplane pilot mental health and suicidal thoughts: a cross-sectional descriptive study via anonymous web-based survey</title> <excerpt>Background: The Germanwings Flight 9525 crash has brought the sensitive subject of airline pilot mental health to the forefront in aviation. Globally, 350 million people suffer from depression-a common mental disorder.</excerpt>', '<title>Commercial Aircraft-Assisted Suicide Accident Investigations Re-Visited—Agreeing to Disagree?</title> <excerpt>Background: The number of aircraft-assisted suicides can only be considered a rough estimate because it is difficult and, at times, impossible to identify all cases of suicide. Methods: Four recent reports of accidents occurring in 1997 in Indonesia, 1999 in Massachusetts in the United States, 2013 in Namibia, and 2015 in France related to commercial aircraft-assisted suicides were analyzed.</excerpt>', ""<title>Suicide by aircraft: a case report</title> <excerpt>A 36-year-old pilot took his plane on a brief, unauthorized flight that ended in a high-speed vertical crash next to the runway. A retrospective 'psychological autopsy' yielded strong presumptive evidence of an unrecognized depression in a man with manipulative and mildly antisocial characteristics.</excerpt>""]"
32,15,32_cold_cooling_heat stress_temperatures,"['cold', 'cooling', 'heat stress', 'temperatures', 'cold exposure', 'cold exposure sleep', 'exposure sleep deprivation', 'cold weather', 'water immersion', 'habituation cold']","['<title>Effects of wearing aircrew protective clothing on physiological and cognitive responses under various ambient conditions</title> <excerpt>Heat stress can be a significant problem for pilots wearing protective clothing during flights, because they provide extra insulation which prevents evaporative heat loss. Heat stress can influence human cognitive activity, which might be critical in the flying situation, requiring efficient and error-free performance.</excerpt>', '<title>Physiological and psychological effects of heat stress simulating cockpit conditions</title> <excerpt>It is generally accepted that physiologically tolerable heat stress can adversely affect human performance, but it is difficult to predict the impact of a specific environment. Experiments were designed to determine the effects of thermal conditions similar to those occurring in aircraft cockpits in warm climates, where both high air temperatures and radiant heat play important roles.</excerpt>', '<title>Skin temperature feedback optimizes microclimate cooling</title> <excerpt>Introduction: A novel pulsed cooling paradigm (PCskin) integrating mean skin temperature (T̄sk) feedback was compared with constant cooling (CC) or time-activated pulsed cooling (PC). Methods: Eight males exercised while wearing personal protective equipment (PPE) in a warm, dry environment (dry bulb temperature: 30°C; dew-point temperature: 11°C) in each of the tests.</excerpt>', ""<title>Influence of attitude and expectation on moods and symptoms during cold weather military training</title> <excerpt>The present study examined the influence of the following: 1) air temperature, 2) day into training, 3) self rating of life stress, 4) rating of relative warmth in cold weather, and 5) expectation for liking cold weather training, on 59 soldiers' self-reports of illness and mood during 3 days of training in the cold (-18° to 0°C range). Mood was assessed on six domains of the Profile of Mood States rating scale, and symptoms of illness were assessed on 5 domains of the Environmental Symptoms Questionnaire.</excerpt>"", '<title>Mood as a predictor of discharge from air force basic training</title> <excerpt>In order to determine the predictive validity of the Total Mood score, the Negative Mood Scale, and the Positive Mood Scale of the ST-Depression Adjective Check Lists (ST-DACL), the state version of lists C and D of the ST-DACL was administered on the second day of the Air Force basic training program to 229 newly enlisted Air Force recruits (men = 113; women = 116). Findings were that DACL total score yielded the best overall classification rate, the Positive Mood Scale was most related to predicting eventual discharge, and the Negative Mood Scale was best at predicting graduation..</excerpt>']"
33,15,33_isolation_isolated environment_confinement isolated_confinement isolated environment,"['isolation', 'isolated environment', 'confinement isolated', 'confinement isolated environment', 'long duration confinement', 'crew 135 days', 'duration confinement isolated', 'duration confinement', 'sensory isolation', 'isolated']","['<title>Behavioral and physiological responses of stayers and quitters in underwater isolation</title> <excerpt>Although the tolerance of subjects (Ss) to sensory isolation has been studied over the past 35 years or so, most attention has been paid to such variables as personality characteristics and less attention to physiological measures related to endurance. Additionally, the more profound isolation environment of water immersion has been much less studied than the quiet room environment.</excerpt>', '<title>Subjective response to negative air ion exposure</title> <excerpt>This study investigated specific subjective or psychological effects of relatively long exposure to negative ions generated by a conventional air purification device. Subjects - 24 males matched for age, education, physical condition, and smoking habits - were divided into a control (N=12) and an ion exposure group (N=12).</excerpt>', '<title>Gleaning from Diaries in Long-Duration Isolation</title> <excerpt>INTRODUCTION: a 264-d isolation simulation, sFiNcss-99, was conducted in Moscow to replicate typical scenarios on an orbital space station. One long-term group of four Russian crewmembers occupied the isolation complex for most of the duration (240 d), while two international groups of four each spent 110 d successively at the complex.</excerpt>', '<title>Group dynamics and catecholamines during long duration confinement in an isolated environment</title> <excerpt>Introduction: The objectives of this study were to investigate possible relationships between catecholamine excretion and long-duration confinement in an isolated environment. Methods: Stays of long duration were made by Group I (n = 4, all Russian, weeks 1-34), Group II (n = 4, mixed nationality, weeks 3-18), and Group III (n = 4, mixed nationality, weeks 22-38); other groups joined the residents for 1-wk intervals at weeks #13, #19, and #33.</excerpt>', '<title>Psychological changes and group dynamics during confinement in an isolated environment</title> <excerpt>Purpose: Cultural and personal traits will become important as the number of short-duration spaceflights of international crews supporting the International Space Station (ISS) increases and more people begin staying aboard ISS for longer durations. This project investigated the interpersonal and personal changes of Japanese subjects during a 1-wk stay in the Japanese Experiment Module.</excerpt>']"
34,14,34_psychiatric disorders_psychiatric_disability retirement_diagnosis psychiatric,"['psychiatric disorders', 'psychiatric', 'disability retirement', 'diagnosis psychiatric', 'disorders', 'risk factors disability', 'premenstrual dysphoric disorder', 'factors disability', 'problems aeronautical adaptation', 'factors disability retirement']","['<title>A retrospective study of marital discord in pilots: The USAFSAM experience</title> <excerpt>This exploratory retrospective multi-case study investigates marital discord in USAF pilots as part of an overall concern with mission safety. Seventeen USAF School of Aerospace Medicine (USAFSAM) cases involving marital distress were reviwed, using a standardized format.</excerpt>', '<title>Early menopause presenting with mood symptoms in a student aviator</title> <excerpt>The clinical presentation of menopause can resemble the symptoms of a mood disorder. We describe the case of a 31-yr-old student helicopter pilot who presented to the Aviation Psychiatry Department with a several-month history of inconsistent training performance, mood lability, tearfulness, anxiety, insomnia, fatigue, and decreased concentration.</excerpt>', '<title>Premenstrual dysphoric disorder: Treatment with sertraline, neuropsychological effects, and flight status</title> <excerpt>Introduction: This case report reviews the aeromedical factors associated with considering a return to flight status of an aviator treated with sertraline 25 mg PO QD 5-7 d·mo-1 for premenstrual dysphoric disorder (PMDD). Particular emphasis is given to her performance on serial neuropsychological assessments while both on and off of the medication.</excerpt>', '<title>Psychiatric syndromes associated with problems in aeronautical adaptation among military student pilots</title> <excerpt>Background: We identified syndromes based upon prominent psychiatric symptom patterns exhibited by military student pilots with problems in aeronautical adaptation, and evaluated their relationship to subject variables and eventual completion of flight training. Method: Two aeromedical psychologists retrospectively reviewed consecutive student pilot referrals to the mental health clinic at the U.S.</excerpt>', '<title>Student pilots referred to the neuropsychiatry branch, USAFSAM 1968-78: Implications for selection</title> <excerpt>The case records of 76 student aviators referred to the Neuropsychiatry Branch of the USAF School of Aerospace Medicine during the period 1968-78 are reviewed. Demograhic and diagnostic data are provided including source of recruitment, age, marital status, aircraft flown, flying hours, and diagnostic categories.</excerpt>']"
35,14,35_flying psychological_psychological requirements_psychological testing pilot_pilot licensing,"['flying psychological', 'psychological requirements', 'psychological testing pilot', 'pilot licensing', 'pilot airplane', 'pilot licensing article', 'pilot psychological requirements', 'physiological effects flying', 'operational flying psychological', 'objects psychological requirements']","['<title>Psychological principles involved in aiming and directing objects in</title>', '<title>Psychologic and psychopathologic aspects of behavior during airline pilot transition training</title> <excerpt>Methods of retraining airline pilots in the transition from one type of aircraft to another are described. The anxieties produced in training are reported to be similar to those of physiological stress and gravitational stress.</excerpt>', '<title>Psychological testing and pilot licensing</title> <excerpt>This article reviews contemporary trends in the psychological testing of pilots. It is written in the particular context of draft European Joint Aviation Authorities licensing proposals which, in certain circumstances, envisage psychological testing for pilot licensing purposes.</excerpt>', '<title>Psychological aspects of ensuring flight safety in civil aviation</title> <excerpt>The article considers issues relating to the system of continuous professional training of aviation specialists and formulates fundamental prerequisites of psychological endurance reliability of aircrews in terms of flight safety problems. Analysis is given of factors affecting the efficiency of the “pilot–airplane” interactive system.</excerpt>', ""<title>Psychology of flight attendant's profession</title> <excerpt>The profession of a flight attendant appeared in aviation in the 1920s. Professional community of flight attendants is constantly growing with the growth of complexity of aviation technology, professional standards of passenger service and safety.</excerpt>""]"
36,14,36_vision_synthetic vision_night vision_depth perception,"['vision', 'synthetic vision', 'night vision', 'depth perception', 'vision goggle', 'vision display', 'offs synthetic vision', 'vision information', 'night vision goggle', 'pilot night vision']","['<title>Space vehicle approach velocity judgments under simulated visual space conditions</title> <excerpt>There were 35 volunteers who responded when they first perceived an increase in apparent size of a collimated, two-dimensional perspective image of an Orbiter vehicle. The variables of interest included the presence (or absence) of a fixed reticle within the field of view (FOV), background starfield velocity, initial range to the vehicle and vehicle closure velocity.</excerpt>', '<title>The Efficacy of Head-Down and Head-Up Synthetic Vision Display Concepts for Retro- and Forward-Fit of Commercial Aircraft</title> <excerpt>The retrofit question concerns whether useful and effective synthetic vision displays are usable in aircraft that have limited-size display spaces. Two experiments were conducted to examine the efficacy of these displays and develop field-of-view and terrain texture recommendations for design.</excerpt>', ""<title>The effects of the AH-64A pilot's night vision system on the performance of seven simulated maneuver tasks</title> <excerpt>The Pilot's Night Vision System (PNVS) allows the pilot of the AH-64A Apache helicopter to fly and navigate effectively at night. The PNVS restricts field of view (FOV) and degrades visual acuity, two factors that should adversely affect pilot performance during night operations, especially for flight maneuvers that rely on peripheral cues.</excerpt>"", '<title>Effects of a velocity-vector-based command augmentation system and synthetic vision system terrain portrayal and guidance symbology concepts on single-pilot performance</title> <excerpt>This study investigated the effects of synthetic vision system (SVS) concepts and advanced flight controls on the performance of pilots flying a light, single-engine general-aviation airplane. We evaluated the effects and interactions of 2 levels of terrain portrayal, guidance symbology, and flight control response type on pilot performance during the conduct of a relatively complex instrument approach procedure.</excerpt>', '<title>Trade-offs in synthetic vision system display resolution, field of regard, terrain data density, texture, and shading during off-path operations</title> <excerpt>We conducted 2 independent fixed-base flight simulator studies to determine trade-offs in synthetic vision system (SVS) display resolution, field of regard, terrain data density, texture, and shading during off-path operations. The data we present herein are a synthesis of prior work and may be useful for consideration by SVS designers and certification entities.</excerpt>']"
37,14,37_age related_older pilots_aging_chronological age,"['age related', 'older pilots', 'aging', 'chronological age', 'rated changes cognition', 'pilots nonpilots', 'older pilots nonpilots', 'age effects', 'age related deficits', 'age differences']","[""<title>Designing external aids that support older pilots' communication</title> <excerpt>Voice communication with air traffic control (ATC) taxes pilots' cognitive abilities, contributing to errors that reduce safety. External aids such as note-taking help pilots manage communication demands, and may especially benefit older pilots.</excerpt>"", '<title>Marijuana, aging, and task difficulty effects on pilot performance</title> <excerpt>This study provides evidence that diverse factors can cumulatively contribute to human/machine performance decrements. In separate sessions, young and old pilots smoked one of three cigarettes containing either 0 mg, 10 mg, or 20 mg of the active ingredient, delta 9 THC.</excerpt>', '<title>Aging, expertise, and narrative processing.</title> <excerpt>In a study of how aviation expertise influences age differences in narrative processing, young and older pilots and nonpilots read and recalled aviation and general narratives. They chose referents for sentences referring to a protagonist or minor character mentioned 1 sentence (recent character) or 3 sentences (distant character) before this target sentence.</excerpt>', ""<title>Expertise, Cognitive Ability, and Age Effects on Pilot Communication</title> <excerpt>We investigated whether expertise reduced age-related declines in pilot communication, using multiple expertise measures and laboratory tasks varying in domain relevance. Younger, middle-aged, and older pilots and nonpilots listened to air traffic control messages that described an aircraft's route through an airspace, while they referred to a chart of that airspace.</excerpt>"", '<title>Age-related group and individual differences in aircraft pilot cognition</title> <excerpt>The effect of age on cognition was examined with a variety of neuropsychological tests in 220 aircraft pilots. The assessment included tests of psychomotor speed, information processing speed, attention and executive ability, verbal learning and memory, and visual learning and memory.</excerpt>']"
38,14,38_mental fatigue_emotion transition recognition_physiological signal fusion_emotion transition,"['mental fatigue', 'emotion transition recognition', 'physiological signal fusion', 'emotion transition', 'biosignal fusion', 'sensor data fusion', 'data fusion', 'fatigue status', 'recognition using multimodal', 'using multimodal physiological']","[""<title>Non-Contact Negative Mood State Detection Using Reliability-Focused Multi-Modal Fusion Model</title> <excerpt>Negative mood states include tension, depression, anger, fatigue, and confusion, which represent the weak internal emotions of a human. Negative mood states exert adverse impact on individuals' ability to make rational decisions, which entails the practicable method of negative mood state detection.</excerpt>"", '<title>Emotion Transition Recognition Using Multimodal Physiological Signal Fusion</title> <excerpt>Most existing emotion recognition studies rely on discrete stimulus paradigms under controlled laboratory conditions, failing to capture the inherently dynamic and transitional nature of emotional states encountered in real-world operational environments. To address this gap, we propose a novel approach for emotion transition recognition using multimodal physiological signal fusion.</excerpt>', '<title>Detecting fatigue in car drivers and aircraft pilots by using non-invasive measures: The value of differentiation of sleepiness and mental fatigue</title> <excerpt>Introduction: Fatigue is one of the most crucial factors that contribute to a decrease of the operating performance of aircraft pilots and car drivers and, as such, plays a dangerous role in transport safety. To reduce fatigue-related tragedies and to increase the quality of a healthy life, many studies have focused on exploring effective methods and psychophysiological indicators for detecting and monitoring fatigue.</excerpt>', '<title>Stress, Cognition, Drones, and Adaptive Tasks</title> <excerpt>To determine the impact of fatigue, drugs, hypoxia, acceleration, thermal loading, and other stresses on human performance, a wide range of cognitive tasks have been used in controlled laboratory settings, including target tracking and reaction times;1 suites of cognitive tasks testing memory, multitasking, mathematical performance, and situational awareness;3,4,10 and sophisticated simulators of real-world systems.13,14 Performance degradation in operational settings with actual vehicles and other systems can be monitored, but the level of stress cannot be manipulated for obvious safety and ethical considerations. © by the Aerospace Medical Association, Alexandria, VA..</excerpt>', '<title>Machine Learning/Artificial Intelligence for Sensor Data Fusion-Opportunities and Challenges</title> <excerpt>During Fusion 2019 Conference (https://www.fusion2019.org/program.html), leading experts presented ideas on the historical, contemporary, and future coordination of artificial intelligence/machine learning (AI/ML) with sensor data fusion (SDF). While AI/ML and SDF concepts have had a rich history since the early 1900s-emerging from philosophy and psychology-it was not until the dawn of computers that both AI/ML and SDF researchers initiated discussions on how mathematical techniques could be implemented for real-time analysis.</excerpt>']"
39,14,39_spatial disorientation_disorientation sd_spatial disorientation sd_flight performance mental,"['spatial disorientation', 'disorientation sd', 'spatial disorientation sd', 'flight performance mental', 'directional disorientation', 'virtual reality motion', 'associated spatial disorientation', 'aviation associated spatial', 'simulator spatial disorientation', 'simulator spatial']","['<title>Selective Attention and Working Memory Under Spatial Disorientation in a Flight Simulator</title> <excerpt>Objective: The aim of this study was to test the effects of visual and vestibular spatial disorientation on the cognitive performance of military aviators while they were piloting a flight simulator. Background: Spatial disorientation (SD), the inability to correctly determine the position and orientation of the aircraft in relation to the ground, poses a serious threat in aviation and can impair the cognitive performance of pilots while flying.</excerpt>', '<title>Spatial Disorientation Event During Flight Due to Proposed Reverse-Dip Visual Illusion</title> <excerpt>BACKGROUND: Spatial disorientation is a leading nontechnical cause of fatal military aviation accidents, triggered by insufficient or misleading cues mainly from the visual and vestibular systems. Spatial disorientation accounts for 20-38% of fatal military aviation accidents, but case reports describing specific illusions during actual flight are rare.</excerpt>', ""<title>Verbal Reports’ Influence on Pilot Flight Performance and Mental Stress Under Spatial Disorientation</title> <excerpt>BACKGROUND: Circumstances in flight can adversely affect a pilot's spatial abilities and lead to spatial disorientation (SD), increasing the potential for fatal accidents. To systematically understand the impact of SD, it is important to quantitatively and qualitatively analyze pilots’ flight performance and mental stress, and to verify the effectiveness of verbal reports (VR) in enabling pilots to deal with an SD situation.</excerpt>"", '<title>Aviation-Associated Spatial Disorientation and Incidence of Visual Illusions Survey in Military Pilots</title> <excerpt>Objective: The lack of information on active military pilots has led to the present study, which aimed to analyze the sense of aviation-associated spatial disorientation and the incidence of visual illusions of fighter and transport military pilots through a post-flight survey. Background: The advance of aeronautics has led to further aircraft developments, increasing heights and speeds which increase the psychophysiological demands, thus leading to greater incidence of spatial disorientation and visual illusions.</excerpt>', ""<title>Spatial disorientation: So-called vertigo</title> <excerpt>This report describes statistic investigation on pilots experiences, indicates occurences and influences upon pilot's control, and discusses possibility of preventation and alleviation by training of spatial disorientation, with the knowledge acquired through questionnaire survey, interview investigation, lives as pilot, and discussion with many other pilots about “vertigo”. The questionaires covered three areas of interest; frequency of occurrence, degree and duration of three directional disorientation, namely pitch, bank and yaw directional disorientation according to writers classification.</excerpt>""]"
40,14,40_psychiatric screening_morbidity military healthcare_psychological morbidity military_psychiatric screening combat,"['psychiatric screening', 'morbidity military healthcare', 'psychological morbidity military', 'psychiatric screening combat', 'morbidity military', 'recovery aircrew musculoskeletal', 'military aerospace medicine', 'aircrew musculoskeletal disabilities', 'aircrew musculoskeletal', 'mental health aircrew']","[""<title>US air force behavioral health optimization program: Team members' satisfaction and barriers to care</title> <excerpt>Background. Research has shown significant contribution of integrated behavioural health care; however, less is known about the perceptions of primary care providers towards behavioural health professionals.</excerpt>"", '<title>The psychological morbidity of military healthcare workers.</title> <excerpt>OBJECTIVE: To measure the probable prevalence of psychological morbidity in military healthcare professionals using the General Health Questionnaire 28. RESULTS: 21 (35%) of military healthcare workers showed psychological ill health.</excerpt>', '<title>Psychiatric considerations in military aerospace medicine</title> <excerpt>Military aerospace medicine requires a psychiatric selection and certification process that determines not only the absence of significant mental disorders, but also the presence of positive qualities in the realms of motivation, ability and stability: not all normal people are fit to fly. Other issues of aerospace psychiatry involve maintenance of mental resilience and hardiness during a flying career, aeromedical decisions about when to remove from flight duties and when to return, criteria for waivers for psychiatric conditions, use of medications for treatment of psychiatric symptoms, questions of substance abuse, and research in such areas as genetics.</excerpt>', ""<title>The physician's determination of personnel reliability in sensitive occupations</title> <excerpt>The Air Force Medical Officer through AFR 35-99 (Personnel Reliability Program) is responsible for the medical evaluation, psychological assessment, and surveillance of persons who will work in sensitive occupations. This paper addresses various personality factors which indicate poor personnel reliability and suggest an interviewing technique of open-ended questions and developmental history assessment to help determine reliability.</excerpt>"", '<title>Comparison of mental health between aircrew and ground crew at ratio of 1:1 among 122 army airmen</title> <excerpt>Background: The training task for aircrew of army airmen is very heavy, the evaluation of flight personnel on psychological diathesis is performed to early discover and deal with corresponding questions. Objective: To compare the difference of mental health between aircrew and ground crew of army airmen and provide reference data for implementing corresponding norms.</excerpt>']"
