Topic,Count,Name,Representation,Representative_Docs
23,20,23_associated spatial disorientation_spatial disorientation incidence_spatial disorientation_disorientation incidence visual,"['associated spatial disorientation', 'spatial disorientation incidence', 'spatial disorientation', 'disorientation incidence visual', 'aviation associated spatial', 'pilot spatial orientation', 'directional disorientation', 'disorientation incidence', 'flight performance mental', 'spatial disorientation sd']","['<title>Geographic disorientation: Approaching and landing at the wrong airport</title> <excerpt>Geographic disorientation in aviation operations results from the failure of an aircrew to recognize and/or maintain the desired position relative to the external ground and airspace environment. Becoming lost during flight, intruding inadvertently into unauthorized airspace, selecting a wrong airway, landing on the wrong runway, and approaching the wrong airport - with or without actual landing - are some examples of inflight geographic disorientation.</excerpt>', '<title>Spatial Disorientation Event During Flight Due to Proposed Reverse-Dip Visual Illusion</title> <excerpt>BACKGROUND: Spatial disorientation is a leading nontechnical cause of fatal military aviation accidents, triggered by insufficient or misleading cues mainly from the visual and vestibular systems. Spatial disorientation accounts for 20-38% of fatal military aviation accidents, but case reports describing specific illusions during actual flight are rare.</excerpt>', '<title>Aviation-Associated Spatial Disorientation and Incidence of Visual Illusions Survey in Military Pilots</title> <excerpt>Objective: The lack of information on active military pilots has led to the present study, which aimed to analyze the sense of aviation-associated spatial disorientation and the incidence of visual illusions of fighter and transport military pilots through a post-flight survey. Background: The advance of aeronautics has led to further aircraft developments, increasing heights and speeds which increase the psychophysiological demands, thus leading to greater incidence of spatial disorientation and visual illusions.</excerpt>', ""<title>Spatial disorientation: So-called vertigo</title> <excerpt>This report describes statistic investigation on pilots experiences, indicates occurences and influences upon pilot's control, and discusses possibility of preventation and alleviation by training of spatial disorientation, with the knowledge acquired through questionnaire survey, interview investigation, lives as pilot, and discussion with many other pilots about “vertigo”. The questionaires covered three areas of interest; frequency of occurrence, degree and duration of three directional disorientation, namely pitch, bank and yaw directional disorientation according to writers classification.</excerpt>"", ""<title>Verbal Reports’ Influence on Pilot Flight Performance and Mental Stress Under Spatial Disorientation</title> <excerpt>BACKGROUND: Circumstances in flight can adversely affect a pilot's spatial abilities and lead to spatial disorientation (SD), increasing the potential for fatal accidents. To systematically understand the impact of SD, it is important to quantitatively and qualitatively analyze pilots’ flight performance and mental stress, and to verify the effectiveness of verbal reports (VR) in enabling pilots to deal with an SD situation.</excerpt>""]"
24,19,24_stress air traffic_stress air_stress discussed_stress accidents,"['stress air traffic', 'stress air', 'stress discussed', 'stress accidents', 'traffic control stress', 'occupational stress', 'perceived stressful', 'life stress discussed', 'pilots cope', 'control stress']","['<title>Research notes/Notes de recherche: Du français dans le del: un conflit en retard</title> <excerpt>This paper examines the factors which may account for the timing of the francophone‐anglophone conflict in air traffic control in Quebec in 1975–76. Following recent debates in the literature of collective action two hypotheses are considered.</excerpt>', '<title>An empirical assessment of stress-coping styles in military pilots</title> <excerpt>Although aircraft pilots generally regarded as having superior stress-coping skills, there has been relatively little empirical research on how pilots cope with stress. New stress-coping models and measures for understanding and assessing these previously elusive processes greatly facilitate the empirical study of stress-coping styles.</excerpt>', '<title>The politics of stress: The case of air traffic control</title> <excerpt>Analysis of the 1981 Professional Air Traffic Controllers Organization strike suggests that workers who employ the concept of stress to describe undesirable job conditions risk unexpected negative consequences. In deciding not to make subjective claims that can only be addressed in political terms, workers necessarily appeal to outside experts to provide scientific, objective descriptions of job conditions.</excerpt>', '<title>Sources of stress affecting pilot judgment.</title> <excerpt>The initial stages of our research on the effects of the overassessment or underassessment of the consequences of nonroutine events (a potentially important factor in decision-making by pilots) is described. Critical difficulties in the measurement of life stress are discussed and a partial solution is suggested in the form of the Life Events Questionnaire (LEQ), an instrument on which individuals report the nature of stressful events, when they happened, and how much they concern them at the time of testing.</excerpt>', '<title>Subjective response to negative air ion exposure</title> <excerpt>This study investigated specific subjective or psychological effects of relatively long exposure to negative ions generated by a conventional air purification device. Subjects - 24 males matched for age, education, physical condition, and smoking habits - were divided into a control (N=12) and an ion exposure group (N=12).</excerpt>']"
25,18,25_space medicine nasa_space medicine_medicine nasa_human spaceflight,"['space medicine nasa', 'space medicine', 'medicine nasa', 'human spaceflight', 'risks space flight', 'society aerospace medicine', 'international space station', 'space flights', 'space flight', 'manned space']","[""<title>SY-MIS Project: Biomedical Design of Endo-Robotic and Laparoscopic Training System for Surgery on the Earth and Space</title> <excerpt>Despite the location (Earth or Space), surgical simulation is a vital part of improving technical skills and ensuring patients' safety in the real procedure. The purpose of this study is to describe the Space System for Minimally Invasive Surgery (SY-MIS©) project, which started in 2016 under the supervision of the Center for Space Systems (C-SET).</excerpt>"", '<title>Cardiopulmonary resuscitation (CPR) during spaceflight - a guideline for CPR in microgravity from the German Society of Aerospace Medicine (DGLRM) and the European Society of Aerospace Medicine Space Medicine Group (ESAM-SMG)</title> <excerpt>Background: With the “Artemis”-mission mankind will return to the Moon by 2024. Prolonged periods in space will not only present physical and psychological challenges to the astronauts, but also pose risks concerning the medical treatment capabilities of the crew.</excerpt>', '<title>Medes clinical research facility as a tool to prepare ISSA space flights</title> <excerpt>This new multi-disciplinary medical experimentation center provides the ideal scientific, medical and technical environment required for research programs and to prepare international space station Alpha (ISSA) missions, where space and healthcare industries can share their expertise. Different models are available to simulate space flight effects (bed-rest, confinement,...).</excerpt>', '<title>Status of cardiovascular issues related to space flight: Implications for future research directions</title> <excerpt>Compromised cardiovascular performance, occurrence of serious cardiac dysrhythmias, cardiac atrophy, orthostatic intolerance, reduced aerobic capacity, operational impacts of regular physical exercise, and space radiation are risks of space flight to the cardiovascular system identified in the 2007 NASA Human Integrated Research Program. An evidence-based approach to identify the research priorities needed to resolve those cardiovascular risks that could most likely compromise the successful completion of extended-duration space missions is presented.</excerpt>', '<title>A Year on the International Space Station: Implementing a long-duration biomedical research mission</title> <excerpt>INTRODUCTION: The year-long mission of American astronaut Scott Kelly and Russian cosmonaut Mikhail Kornienko included the most complex biomedical experiments ever conducted on the International Space Station-and arguably in human spaceflight-to establish insight into human health risks of interplanetary exploration. Focusing on risk mitigation, NASA conducted investigations that addressed spaceflight health hazards to varying degrees.</excerpt>']"
26,17,26_fatigue air traffic_stress air traffic_air traffic control_air traffic controllers,"['fatigue air traffic', 'stress air traffic', 'air traffic control', 'air traffic controllers', 'air traffic controller', 'including aviation fatigue', 'training air traffic', 'air traffic', 'workload situation awareness', 'effect fatigue air']","['<title>Effect of Fatigue in Air Traffic Controllers’ Workload, Situation Awareness, and Control Strategy</title> <excerpt>Objective: To illustrate how fatigue affects the workload, situation awareness, and control strategy of air traffic controllers. Background: As air traffic control becomes more complex and demanding due to the increasing number of aircraft movements in major airport hubs, the need to particularly look into the interplay of performance shaping factors has also intensified.</excerpt>', '<title>Refresher Training for Air Traffic Controllers: Is It Adequate to Meet the Challenges of Emergencies and Abnormal Situations?</title> <excerpt>An observational field study was carried out to examine the degree that refresher training in air traffic control can account for the demands of real-world emergencies. The refresher-training exercises of 21 teams of en route controllers were observed and a number of real incidents were analyzed at a major European Area Control Centre.</excerpt>', '<title>Objective Workload and Behavioural Response in Airport Radar Control Rooms</title> <excerpt>Previous research indicated that peak traffic and the duration of radio-communications were good predictors of behavioural response of air traffic controllers working in air route traffic control centres. In this study we investigated if these two measures of workload were generalisable to controllers (ATCs) working in radar facilities serving major airports.</excerpt>', '<title>Research on the influence of bad working state on air traffic control effect based on multi-independent sample Kruskal-Wallis test</title> <excerpt>This study examines the influence of bad working states on the control effect of air traffic controllers by establishing a scoring standard for control performance assessment with eight assessment items, such as the standard radiotelephony communications, and 25 specific assessment contents, such as the completeness of control instructions. Combined with equipment for tower control simulations, this standard assesses and counts the scores of controllers in different states, namely, sober, fatigue, stress, and fatigue & stress.</excerpt>', '<title>The impact of fatigue in air medical and other types of operations: a review of fatigue facts and potential countermeasures.</title> <excerpt>Because of its effects on productivity and safety, fatigue is receiving increasing attention in a variety of settings, including aviation. Fatigue-related problems cost America an estimated $18 billion a year in terms of lost productivity, and fatigue-related drowsiness on the highways contributes to more than 1500 fatalities, 100,000 crashes, and 76,000 injuries annually.</excerpt>']"
27,17,27_military personnel_air force remotely_air force aviators_military readiness,"['military personnel', 'air force remotely', 'air force aviators', 'military readiness', 'air force remote', 'air force', 'force remotely piloted', 'remotely piloted', 'personnel elite', 'force aviators']","['<title>Time for a break? Perceptions and impacts of reconstitution among United States Air Force remotely piloted aircraft personnel</title> <excerpt>United States Air Force remotely piloted aircraft (RPA) aircrew and support personnel perform critical missions in support of military operations around the world. The high value placed on the work of these individuals has resulted in increased workload and heightened risk of adverse psychological health outcomes.</excerpt>', '<title>Subtypes of severe psychological distress among US Air Force remote warriors: A latent class analysis</title> <excerpt>US Air Force remote warrior personnel include a range of military personnel composed of remotely piloted aircraft aircrew, intelligence operators, and cyber warfare operators. Job duties in these professions entail long work hours, rotating shifts, and regular engagement in combat operations.</excerpt>', '<title>Predictors and protective factors for suicide ideation across remotely piloted aircraft career fields</title> <excerpt>The US Air Force remote warrior community comprises several career fields including remotely piloted aircraft pilots and intelligence, cyber, and sensor operators. The crews are responsible for working seamlessly together to provide 24/7 real-time intelligence, surveillance, and reconnaissance and precision-strike weapons capabilities for a wide range of global combat operations.</excerpt>', '<title>Effect of Combat on Aircrew Subjective Readiness During Operations Desert Shield and Desert Storm</title> <excerpt>The Persian Gulf War provided a unique opportunity to collect data for examining aircrew work/rest cycles and operational tasking as they relate to aircrew readiness in a combat environment. For 4 consecutive weeks during Operations Desert Shield and Desert Storm, 18 A-6 (9 pilots, 9 bombardier/navigators) and 18 F-14 (10 pilots, 8 radar intercept officers) aircrew on board the USS America provided detailed daily activity data.</excerpt>', '<title>Personality Trait Comparison of Pararescue Personnel and Elite Athletes</title> <excerpt>INTRODUCTION: Pararescue personnel (PJs) deploy in high-risk environments and perform extraordinary missions under intense conditions, requiring an unusual combination of physical and psychological abilities. The rigorous nature of PJ training and the superior levels of fitness and cognitive functioning to perform challenging physical feats in high-pressure, high-intensity environments have prompted military commanders and embedded health care providers to compare successful performance in the PJ mission with the characteristics required of elite, Olympic-level athletes.</excerpt>']"
28,17,28_crew coordination_performance communication_team task_communication variations,"['crew coordination', 'performance communication', 'team task', 'communication variations', 'teamwork', 'team performance', 'communication variations aircrew', 'communication', 'aircraft communication', 'team relatedness']","[""<title>Communication indices of crew coordination</title> <excerpt>The relationship between communication patterns and performance in 10 two-person flightcrews is explored with the aim of identifying speech variations which differentiate low- and high-error full mission simulator flights. Verbal data, transcribed from the videotaped performances, are treated as interactive sequences of speech events in which statements spoken by one crewmember are considered within the context of the other crewmember's prior and subsequent speech.</excerpt>"", ""<title>Status and cockpit dynamics: A review and empirical study</title> <excerpt>One of the most troublesome dynamics evident in the airplane cockpit is related to patterns of authority relations between the captain and the first officer: Too often, captains fail to listen and first officers fail to speak. The authors propose that many instances of superordinate and subordinate behavior in the cockpit-the captain's tendency to reject input from other team members and the first officer's hesitancy to question the captain-represent cases of status generalization.</excerpt>"", '<title>Communication Variations and Aircrew Performance</title> <excerpt>The relationship between communication variations and aircrew performance (high-error vs low-error performances) was investigated by analyzing the coded verbal transcripts derived from the videotape records of 18 two-person air transport crews who participated in a high-fidelity, full-mission flight simulation. The flight scenario was designed to be as realistic as possible but consisted of a task which included abnormal operations and required the coordinated efforts of all crew members.</excerpt>', '<title>Communication restraints, group flexibility, and group confidence</title> <excerpt>""This study was designed to explore the relationship between selected group structure variables and the group\'s ability to adjust to the requirements of a new situation (group flexibility) and the group members\' expressed confidence in the ability of the group to succeed in a problem-solving situation."" About 1000 men in 96 aircrews did a group task (8-item intelligence exam). Leaders in flexible groups scored low on the F scale and high on conformity.</excerpt>', ""<title>Team task analysis: Differentiating between tasks using team relatedness and team workflow as metrics of team task interdependence</title> <excerpt>Objective: As a constructive replication and extension of Arthur, Edwards, Bell, Villado, and Bennett (2005), the objective of the current study was to further investigate the efficacy of team relatedness and team workflow ratings (along with their composite) as metrics of interdependence.Background: Although an analysis of task and job interdependence has important implications and uses in domains such as job design, selection, and training, the job analysis literature has been slow to develop an effective method to identify team-based tasks and jobs.Method: To achieve the study's objectives, 140 F-16 fighter pilots (35 four-person teams) rated 34 task and activity statements in terms of their team relatedness and team workflow.Results: The results indicated that team relatedness and team workflow effectively differentiated between tasks with varying levels of interdependency (as identified by instructor pilots who served as subject matter experts) within the same job. In addition, teams that accurately perceived the level of interdependency performed better on a four-ship F-16 flight-training program than those that did not.Conclusion: Team relatedness and team workflow ratings can effectively differentiate between tasks with varying levels of interdependency.Application: Like traditional individual task or job analysis, this information can serve as the basis for specified human resource functions and interventions, and as diagnostic indicators as well.</excerpt>""]"
29,17,29_computer aviation training_aviation training devices_aviation training_pilot training,"['computer aviation training', 'aviation training devices', 'aviation training', 'pilot training', 'simulated instrument training', 'training devices', 'training transfer', 'training devices pcatds', 'transfer training', 'training research']","['<title>Transfer of Simulated Instrument Training to Instrument and Contact Flight</title> <excerpt>Identification of the specific contribution of training system variables (eg, simulator system components, training mixes, curriculum utilization strategies) will ultimately lead to more efficient training for all tasks. An interest in the acquisition of piloting skills has led a number of researchers to question the relative transfer of simulated instrument training to instrument and contact flight.</excerpt>', ""<title>Personal Computer Aviation Training Devices: Their Effectiveness for Maintaining Instrument Currency</title> <excerpt>This study examined the effectiveness of personal computer aviation training devices (PCATDs) for maintaining the Federal Aviation Administration's instrument-currency requirement. One hundred and six instrument-current pilots received an instrument proficiency check (IPC) and were assigned equally to 3 independent training groups (aircraft, flight training device [FTD], and PC AID) and to a control group who received no training.</excerpt>"", '<title>Transfer of training effectiveness of a personal computer aviation training device</title> <excerpt>The training effectiveness of personal computer aviation training devices (PCATDs) has received only limited testing. In the experiment reported here, a commercially available PCATD was evaluated for its transfer effectiveness for teaching of instrument flight skills.</excerpt>', ""<title>Effectiveness of Ab Initio Flight Training Using Either Linked or Unlinked Primary-Axis Flight Controls</title> <excerpt>Twenty ab initio student pilots flew a scries of simulated approaches in either a linked or unlinked primary flight control configuration The results indicated that those pilots who performed the task in the unlinked configuration flew less smoothly than those in the linked condition and showed no evidence of skill acquisition, it is suggested that the physical linkage of the student's and instructor's primary flight controls is an important channel of communication that enhances skill development in trainee pilots. © 1995, Taylor & Francis Group, LLC.</excerpt>"", '<title>Application of a multifactor approach to transfer of training research</title> <excerpt>A multifactor, multicriterion transfer of training experiment involving a computer-generated horizontal tracking task was conducted to establish relationships among training and transfer scores for manual control of a maneuvering vehicle, to determine the response surfaces for training and transfer, and to demonstrate a new transfer research paradigm that makes economically feasible the simultaneous investigation of the effects of a large number of training-equipment and use variables on transfer to multiple-criterion vehicle configurations. There were 80 experimental participants, 48 of whom were trained and tested on individually unique combinations of training and transfer conditions.</excerpt>']"
30,16,30_aircraft accidents_factors aircraft accidents_investigation aircraft accidents_evaluation aircraft accidents,"['aircraft accidents', 'factors aircraft accidents', 'investigation aircraft accidents', 'evaluation aircraft accidents', 'psychological impact aircraft', 'aircraft psychological', 'impact aircraft accidents', 'psychological causes aircraft', 'pilot psychological impact', 'pilot errors summary']","['<title>Psychosocial reconstruction inventory: a postdictal instrument in aircraft accident investigation.</title>', '<title>Emotional adjustment of radar observers in jet fighter interceptor aircraft.</title>', '<title>The incidence of incidents: A nationwide study of flight experience and exposure to accidents and incidents</title>', '<title>Grouping of the causative factors in investigation of aircraft accidents attributed to pilot errors.</title>', '<title>Incidence, classification and nature of errors made by crews in air carrier (airline) accidents.</title>']"
31,16,31_flying skills_aeronautical decision making_pilot judgment_aeronautical decision,"['flying skills', 'aeronautical decision making', 'pilot judgment', 'aeronautical decision', 'making aviation safety', 'making aircraft pilots', 'making pilots identified', 'aeronautical', 'making aviation', 'model aeronautical decision']","['<title>Prediction of flying success by clinical analysis of test protocols</title> <excerpt>""In the present study there is little doubt that the clinical assessments of beginning aviation cadets have no relationship to a criterion of adjustment in the basic flight-training program. The objective findings can hardly be ignored, and it is of utmost importance to consider the possible explanations of these results in order to appreciate fully their significance."" Various explanations are considered.</excerpt>', ""<title>Age and pilot performance</title> <excerpt>In military and civilian aviation, pilot age is a major factor which determines if the individual is allowed to continue flying. Many factors, including legal considerations, escalating personnel and training costs, and higher skill levels necessitated by increasing equipment complexity, have generated considerable interest in the development of 'age free' criteria to determine continued suitability for aviation duty.</excerpt>"", ""<title>Crisis management - Validation of an algorithm by analysis of 2000 incident reports</title> <excerpt>Anaesthetists are called upon to manage complex life-threatening crises at a moment's notice. As there is evidence that this may require cognitive tasking beyond the information-processing capacity of the human brain, it was decided to try and develop a generic crisis management algorithm analogous to the 'Phase I' immediate response routine used by airline pilots.</excerpt>"", ""<title>Some human factors in the flying physician</title> <excerpt>The paper was prepared with two aims: to transmit the image of the high risk physician in the middle of his journey through time and space, with the hope it may have some prophylactic value in reeducating both the doctors and those who care for them to early danger signals of distress; and to provide the background for future research on decision making and human factors, as a most tentative effort to show significant variables in the 80 to 90% of aircraft accidents attributable to 'pilot error'..</excerpt>"", '<title>Introduction to cognitive processes of expert pilots.</title> <excerpt>This report addresses the historical problem that a very high percentage of accidents have been classified as involving ""pilot error."" Through extensive research since 1977, the Federal Aviation Administration determined that the predominant underlying cause of these types of accidents involved decisional problems or cognitive information processing. To attack these problems, Aeronautical Decision Making (ADM) training materials were developed and tested for ten years.</excerpt>']"
32,16,32_exposure contaminated_exposure contaminated air_radiofrequency radiation_contaminated air,"['exposure contaminated', 'exposure contaminated air', 'radiofrequency radiation', 'contaminated air', 'radiation', 'aerotoxic syndrome', 'operational variables postmortem', 'overexposed radiofrequency radiation', 'contaminated', 'outbreak illness aerospace']","['<title>Evaluation of tissue postmortem lactates in accident investigation using an animal model</title> <excerpt>It has been suggested by others that postmortem lactate concentrations in tissues of aircraft accident victims can provide valuable information about the premortem state of the individual. To test this hypothesis, an animal model system (rat) was established to simulate the field situation, incorporating the following operational variables: postmortem time of tissue collection, temperature at accident site, and time of last food intake.</excerpt>', '<title>Review of extensive workups of 34 patients overexposed to radiofrequency radiation</title> <excerpt>Background: The medical records of 34 patients seen at the Aerospace Medicine Directorate, U.S. Air Force Research Laboratory for confirmed exposure to radiofrequency radiation (RFR) exceeding the permitted exposure limits were reviewed to see if RFR overexposure created any detectable clinical or laboratory alterations that could be correlated with power density or the product of power density and time exposed.</excerpt>', ""<title>An outbreak of illness among aerospace workers</title> <excerpt>A multispecialty panel of physicians evaluated a case series of 53 composite-materials workers in a large aircraft manufacturing facility who filed workers' compensation claims for illness labeled by the media as the 'aerospace syndrome'. Possible skin and respiratory tract exposures included formaldehyde, phenol, particulates, epoxy resins, and trace organic solvents, but measured concentrations were well below all regulatory and consensus standards.</excerpt>"", '<title>A case of penetrating head wound due to helicopter rotor blade injury in a 34-year-old naval helicopter pilot who returned to active service 5 years later</title> <excerpt>Objective: Unusual clinical course Background: Head trauma, defined as damage to the brain, skull, or scalp when the head is hit by an external force, is a major cause of mortality in military personnel. Therefore, we report a novel case involving a naval helicopter pilot who sustained a helicopter propeller rotor blade injury.</excerpt>', '<title>Behavioral and psychological effects of microwave radiation</title> <excerpt>The first category of behavioral reaction to microwaves and other radiofrequency electromagnetic radiations involves responses confirmed in laboratory experiments from which a dose-response picture indicates absence of damaging effects of acute exposures (typically less than 60 minutes) at whole-body energy-dose rates below 3 mW/g. To result in this dose rate, the power density of incident radiation could be as low as 2 to 3 mW/cm2 for a small animal but would be on the order of 15 to 20 mW/cm2 for a human being.</excerpt>']"
33,16,33_cognitive impairment_neuropsychiatrically enhanced flight_piloting skills comparison_neuropsychological conditions aeromedical,"['cognitive impairment', 'neuropsychiatrically enhanced flight', 'piloting skills comparison', 'neuropsychological conditions aeromedical', 'older pilots', 'older pilots nonpilots', 'pilot performance reviewed', 'piloting performance', 'neurocognitive impairments', 'age related deficits']","['<title>Quality of Life Trajectories Predict Mortality in Older Men: The Manitoba Follow-Up Study</title> <excerpt>Objective: To describe quality of life trajectories of older men over a 10-year time frame in mental and physical health domains, and to determine if these trajectories predict death over a subsequent 9-year period. Method: A cohort study of Royal Canadian Air Force aircrew veterans.</excerpt>', '<title>Aging, expertise, and narrative processing.</title> <excerpt>In a study of how aviation expertise influences age differences in narrative processing, young and older pilots and nonpilots read and recalled aviation and general narratives. They chose referents for sentences referring to a protagonist or minor character mentioned 1 sentence (recent character) or 3 sentences (distant character) before this target sentence.</excerpt>', ""<title>Testing the tests - An empirical evaluation of screening tests for the detection of cognitive impairment in aviators</title> <excerpt>The FAA has expressed concern that flight safety could be compromised by undetected cognitive impairment in pilots due to conditions such as substance abuse, mental illness, and neuropsychological problems. Interest has been shown in the possibility of adding a brief ''mini-mental exam,'' or a simple automated test-battery to the standard flight medical to screen for such conditions.</excerpt>"", ""<title>Expertise, Cognitive Ability, and Age Effects on Pilot Communication</title> <excerpt>We investigated whether expertise reduced age-related declines in pilot communication, using multiple expertise measures and laboratory tasks varying in domain relevance. Younger, middle-aged, and older pilots and nonpilots listened to air traffic control messages that described an aircraft's route through an airspace, while they referred to a chart of that airspace.</excerpt>"", '<title>Appropriate Screening Tests to Assess Post-COVID-19 Cognitive Dysfunction in Aeromedical Settings</title> <excerpt>INTRODUCTION: Post-COVID-19, 10–20% of individuals may experience long-term symptoms (some having cognitive deficits), even after mild or nonsymptomatic infection. A sufficiently sensitive screening test of cognitive function, based on the typical cognitive effects of COVID-19 and skills considered most relevant to pilot performance, would be highly beneficial to be used alongside other performance checks.</excerpt>']"
34,16,34_safety aviation_factors aviation accidents_aviation human factors_aviation accidents,"['safety aviation', 'factors aviation accidents', 'aviation human factors', 'aviation accidents', 'pilot operations', 'pilot concept', 'factors aviation', 'aviation human', 'make aircraft safer', 'commercial aviation']","['<title>Investigating Language Factors in Aviation Accidents</title> <excerpt>Linguistic and operational experts reviewed accident investigation reports covering a 22-year period (1990-2012) revealing that language factors impact aviation safety in a variety of ways, in contexts extending beyond pilot and air traffic controller communications. The investigation of possible language factors is not accorded the same degree of systematic and expert analysis as is given to the investigation of other human performance and operational factors.</excerpt>', '<title>Pilot training in our time - use of flight training devices and simulators</title> <excerpt>The challenge of pilot training include adapting to an industry in which the environment is formed by steep upturns and downturns, cut-throat competition, and advanced technology that continues to change the role of the pilot and in which safety always must match the continuously increasing demands of efficiency. The pilot training performed at flight training organisations (FTOs) is the fundament in the education of captains and first officers who will be able to manage the operational “sharp end” of this environment.</excerpt>', '<title>Pilot-Related Factors Involved in Runway Incursions: An Epidemiological Approach</title> <excerpt>Objective: This research investigates the role of pilot deviation in runway incursions, a persistent safety risk for aviation safety. Background: Despite many research efforts focusing primarily on the evaluation of advanced technical systems as mitigation solutions, there remains a significant lack of studies investigating the central figure in this issue: the pilot, as well as the underlying human factors and mitigating circumstances that contribute to runway incursions.</excerpt>', '<title>Personnel selection influences on remotely piloted aircraft human-system integration</title> <excerpt>Introduction: Human-system integration (HSI) is a complex process used to design and develop systems that integrate human capabilities and limitations in an effective and affordable manner. Effective HSI incorporates several domains, including manpower, personnel and training, human factors, environment, safety, occupational health, habitability, survivability, logistics, intelligence, mobility, and command and control.</excerpt>', '<title>Social acceptance of increased usage of the ballistic parachute system in a general aviation aircraft</title> <excerpt>Background: An airframe parachute (""Chute"") available in certain aircraft is designed to lower the airplane safely to the ground for emergency situations that occur 500 ft (152 m) above ground level (AGL): the ""Chute altitude envelope."" This study will explore the change in Chute use before and after 2012 to better understand factors that increased usage and improved accident outcomes. Methods: Using the public National Transportation Safety Board (NTSB) accident database from January 1, 2001, through August 31, 2018, a regression model was developed to identify factors that may predict Chute use.</excerpt>']"
35,15,35_aviation psychology_aviation psychologists_journal aviation psychology_aviation medicine,"['aviation psychology', 'aviation psychologists', 'journal aviation psychology', 'aviation medicine', 'ergonomics research society', 'history aviation', 'ergonomics research', 'ergonomics', 'ergonomics uk', 'journal aviation']","[""<title>The Macy Reports: Combat fatigue in World War II fliers</title> <excerpt>Having supported psychiatric investigation into the psychosomatic aspects of 'war neurosis' since 1931, the Josiah Macy, Jr., Foundation published five volumes on combat fatigue and its prophylaxis, recognition, treatment, and administrative aspects during World War II. The five volumes were as follows: 'War Neuroses in North Africa,' by R.R.</excerpt>"", ""<title>The highlights, and the lows, of aviation medicine in the 1940's: the human element.</title> <excerpt>This article describes the experience and knowledge gained by the author during an extensive study tour of the majority of aviation medicine centres in the United Kingdom, Canada, and the United States in 1942. The emphasis is upon the human element rather than the technical, and the contribution of thousands of scientists from medical, psychological, and allied disciplines whose dedication was vital to air supremacy.</excerpt>"", '<title>Industry Application of Behavioral Science</title> <excerpt>One of the more significant errors in the history of science occurred during the ""marginal revolution"" in economics near the end of the nineteenth century. Rather than explicitly recognize in basic theory that the happiness we seek to maximize in life originates within oneself, the early theorists formulated their equations as though human satisfaction resided in external things - as in so much utility (economist\'s term for satisfaction) per pound of sugar.</excerpt>', '<title>World War II and other historical influences on the formation of the Ergonomics Research Society</title> <excerpt>Little has been written about wartime ergonomics and the role this played in prompting the need for a society dedicated to ergonomics within the UK, namely the formation of the Ergonomics Research Society (ERS) in early 1950. This article aims to fill this gap in our understanding of the history of ergonomics in the UK and provide further details of the types of research undertaken by wartime research groups and committees such as the Institute of Aviation Medicine, Medical Research Council Applied Psychology Unit and the Flying Personnel Research Committee.</excerpt>', '<title>CRM: Development of Pending Critical Aspects; CRM: Desarrollo de Aspectos Críticos Pendientes</title> <excerpt>The evolution of CRM programs has meant enormous progress for aviation in terms of the study of human factors and their relationship with the reduction of air accidents. Although it is true that CRM programs have undergone a successful evolution since their appearance in 1979, it is also true that the advances in psychological science in recent decades make it necessary to review and expand on aspects already addressed in previous stages by these programs.</excerpt>']"
36,15,36_study stipple test_stipple test_study stipple_stipple test special,"['study stipple test', 'stipple test', 'study stipple', 'stipple test special', 'follow study stipple', 'stipple test follow', 'stipple', 'preparedness desert shield', 'analyzer scores', 'isolation stipple test']","['<title>The Stipple test: a follow-up study.</title>', '<title>From brandy to antibiotics for peptic ulcer disease.</title>', ""<title>'Neural noise' as a factor limiting 'channel capacity'.</title>"", '<title>In search of a time-sharing ability in zero input tracking analyzer scores</title>', '<title>A 20-year reflection: preparedness for Desert Shield/Desert Storm.</title>']"
