Topic,Count,Name,Representation,Representative_Docs
16,19,16_weather related_flight instrument meteorological_instrument meteorological_instrument meteorological conditions,"['weather related', 'flight instrument meteorological', 'instrument meteorological', 'instrument meteorological conditions', 'weather related decision', 'meteorological conditions', 'meteorological', 'meteorological conditions imc', 'aviation weather', 'pilot weather']","['<title>Pilots as Weather Briefers: The Direct Use of Aviation Weather Products by General Aviation Pilots</title> <excerpt>When planning a flight, pilots have traditionally consulted with trained weather briefers who gather, select, review, and to some extent interpret aviation weather products for them. Today, pilots can directly access these same weather products from their own computers, aircraft cockpits, and mobile devices, and choose to skip the services offered by weather briefers.</excerpt>', '<title>General Aviation Weather Alerting: The Effectiveness of Different Visual and Tactile Display Characteristics in Supporting Weather-Related Decision Making</title> <excerpt>Objective: This research analyzed the effects of weather technology interface characteristics on the quality and timeliness of weather-related decision making via mental workload and situational awareness (SA) metrics using flight training devices (FTDs) and follow-up in-flight validation testing. Background: A significant number of fatal general aviation (GA) accidents are attributable to pilots flying into instrument meteorological conditions without the necessary certification for safe operation.</excerpt>', ""<title>Perceived GPS use and weather-related decision strategies among pilots</title> <excerpt>This study sought to examine the relation between visually rated pilots' perceived use of global positioning systems (GPS) as a primary source of navigation and their perceived approach to decision making during encounters with deteriorating weather conditions in flight. A total of 177 pilots completed a questionnaire in which they were asked to indicate the frequency with which they use GPS as a primary source of navigation, the decision strategy that is most like the strategy that they engage during in-flight weather-related decision making, and their perception of the significance of 9 weather-related cues as the basis for decision making.</excerpt>"", ""<title>Visual flight rules flight into instrument meteorological conditions: An empirical investigation of the possible causes</title> <excerpt>Pilots' decisions to continue or divert from a visual flight rules (VFR) flight into instrument meteorological conditions (IMC) were investigated using a dynamic simulation of a hypothetical cross-country flight. Differences in situation assessment, risk perception, and motivation between pilots who chose to continue or divert from a VFR flight into an IMC situation were examined.</excerpt>"", ""<title>Human factors analysis of accidents involving visual flight rules flight into adverse weather</title> <excerpt>Background: General aviation (GA) accident statistics indicate that visual flight rules (VFR) flight into instrument meteorological conditions (IMC) is a major safety hazard. However, little research has been conducted to identify the factors that influence VFR pilots' decisions to risk flying into deteriorating weather.</excerpt>""]"
17,19,17_fear flying_fear loss face_flight phobics_fear participants,"['fear flying', 'fear loss face', 'flight phobics', 'fear participants', 'phobic fear flying', 'flying syndrome', 'personality fear', 'fear flying syndrome', 'flying phobia', 'flight anxiety']","['<title>Flight anxiety reported from 1986 to 2015</title> <excerpt>BACKGROUND: Fear of flying is one of the most common phobias. It hinders people in performing their work and hampers family relations.</excerpt>', '<title>Cognitive coping and anxiety symptoms among people who seek help for fear of flying</title> <excerpt>Introduction: Fear of flying among potential passengers is rather common. In order to treat fear of flying most efficiently, it is important to find out which aspects are related to flight anxiety.</excerpt>', '<title>Phobic fear of flying in aircrews: Epidemiological aspects and comorbidity</title> <excerpt>Background: Phobic fear of flying may affect aircrew members during any phase of their flying careers. Symptoms are beyond voluntary control and may lead patients to avoid flying and seek medical advice.</excerpt>', '<title>Covariation bias in flight phobics</title> <excerpt>Covariation estimates (CEs) between fear-relevant (FR) stimuli (slides of airplane crash sites) or fear-irrelevant (FI) stimuli (slides of airplanes in flight or mushrooms) and an aversive outcome (electrical shock)were examined in 15 flight phobics (high-fear participants) and 15 non-flight- phobic individuals (low-fear participants) by means of an illusory correlation experiment. In spite of a random relationship between all slide categories and outcome (illusory correlation), flight phobics exhibited a covariation bias and showed higher CEs for the contingency between FR slides and shocks than for the contingency between FI slides and shocks in a first experimental block.</excerpt>', '<title>FACE: Fear of loss of face and the five hazardous attitudes concept</title> <excerpt>An aspect of human personality, fear of loss of face, has attracted only minimal experimental investigation, despite the widespread recognition of the condition and its potentially adverse effects on behavior. A survey of the available literature shows fear of loss of face to be an important aspect of pilot decision making.</excerpt>']"
18,18,18_excretion_catecholamine_catecholamine excretion_cholesterol levels,"['excretion', 'catecholamine', 'catecholamine excretion', 'cholesterol levels', 'defense force', 'self defense force', 'japan air self', 'air self defense', 'flight cadets', 'neuroendocrine responses']","['<title>Military flight experience and sympatho-adrenal activity</title> <excerpt>Urine excretion levels of adrenaline (A) and noradrenaline (NA) were determined, and achievement, commitment to the task, difficulty, risk, activation, and tension were rated after the preparation or planning and after the performance of 245 missions by 21 attack pilots. The catecholamine excretion levels increased and the ratio NA/A decreased as a function of condition (lesson, preparation, and mission).</excerpt>', '<title>Neuroendocrine responses of flight cadets during midterm tests and of fighter pilots during tail chase sorties</title> <excerpt>Urinary excretion of catecholamines (CA), epinephrine (E), and norepinephrine (NE) was determined in flight cadets (n = 46) during mid-term test sorties and was compared with the measures of these variables in fighter pilots (n = 65) during tail chase sorties. Flight cadets were divided into passed and failed cadets.</excerpt>', '<title>Salivary alpha-amylase activity and stress in Japan air self-defense force cargo pilots involved in Iraq reconstruction</title> <excerpt>Objectives: This study aimed to verify whether salivary α-amylase enzyme activity (Amy) is useful as a biomarker of stress in pilots working in a stressful environment. Methods: The subjects in this study were nine Japan air self-defense force pilots who participated in Iraq reconstruction support activity in Kuwait.</excerpt>', '<title>Effects of flight workload on urinary catecholamine responses in experienced military pilots</title> <excerpt>Summary.-This study investigated the flight responses induced by strenuous acrobatic demonstration flight and an air-to-air combat maneuvering flight in experienced pilots. Subjects were 54 military male pilots on a volunteer basis: 8 T-4 pilots (M = 35.8 yr., SD = 4.9), 15 F-4 pilots (M = 32.6 yr., SD = 5.1), 13 F-15 pilots (M = 33.8 yr., SD=1.0), and 18 F-2 pilots (M = 33.7 yr., SD = 3.9).</excerpt>', '<title>Hormonal responses of pilots to training flights: The effects of experience on apparent stress</title> <excerpt>Introduction: The levels of urinary noradrenaline (NAd), adrenaline (Ad) and salivary cortisol (Cor) were determined in student and instructor pilots during Phase 1 (training with propeller engine; PH1), and Phase 2 (training with jet engine; PH2) flight training. Methods: The subjects in PH1 were 30 students and 33 instructors, and in PH2 were 17 students and 15 instructors.</excerpt>']"
19,17,19_cognitive control_multilevel analysis_remote tower controllers_tower controllers,"['cognitive control', 'multilevel analysis', 'remote tower controllers', 'tower controllers', 'control levels', 'subjective cognitive effort', 'accuracy tradeoff', 'individual differences task', 'performance levels analysis', 'cognitive style']","['<title>How life experience shapes cognitive control strategies: The case of air traffic control training</title> <excerpt>Although human flexible behavior relies on cognitive control, it would be implausible to assume that there is only one, general mode of cognitive control strategy adopted by all individuals. For instance, different reliance on proactive versus reactive control strategies could explain inter-individual variability.</excerpt>', '<title>The Role of State and Trait Self-Control on the Sustained Attention to Response Task</title> <excerpt>Objective: This study aimed to assess the plausibility of self-control depletion, or ego-depletion, as the underlying cognitive resource responsible for performance decrements on the sustained attention to response task. Background: Researchers suggested that self-control is a limited cognitive resource used to complete a myriad of processes, including sustained attention.</excerpt>', '<title>Comprehensive Evaluation of Remote Tower Controllers’ Situation Awareness Level Based on the Entropy Weight Method (EWM)–TOPSIS–Gray Relational Analysis Model</title> <excerpt>In recent years, the rapid development of remote tower technology has made it crucial to accurately assess the situational awareness (SA) levels of remote tower controllers. Such an assessment is significant for controller training and remote tower system design.</excerpt>', '<title>Goal Orientations and Performance: Differential Relationships Across Levels of Analysis and as a Function of Task Demands</title> <excerpt>Goal orientation and self-regulation theories were integrated to develop a multilevel framework aimed at addressing controversies regarding the magnitude and direction of goal orientation effects on performance. In Study 1, goal orientations were measured repeatedly whilst individuals performed an air traffic control task.</excerpt>', '<title>The essentials of defining adaptation</title> <excerpt>The concept of adaptation has a considerable importance in many areas of research. Evolution theory is all about long-term adaptation, psychology is (among other things) interested in how people cope mentally with various changes in their life, business research tries to find ways to make companies survive and flourish in the ever more turbulent markets, armies rethink their strategies and become more flexible to be able to counter new threats, engineering disciplines move towards making systems better at reconfiguring and repairing themselves without costly and time-consuming human intervention, achieving sophisticated artificial life and artificial intelligence is in large part about finding out how to create systems that are highly adaptive and cope with the difficult and often unexpected situations they encounter, and so forth.</excerpt>']"
20,17,20_conflict detection_conflict resolution_conflict detection air_detection air traffic,"['conflict detection', 'conflict resolution', 'conflict detection air', 'detection air traffic', 'conflict geometry', 'relational complexity network', 'effects conflict', 'conflict detection resolution', 'detection resolution', 'resolution advisories']","[""<title>From trees to forest: relational complexity network and workload of air traffic controllers</title> <excerpt>In this paper, we propose a relational complexity (RC) network framework based on RC metric and network theory to model controllers' workload in conflict detection and resolution. We suggest that, at the sector level, air traffic showing a centralised network pattern can provide cognitive benefits in visual search and resolution decision which will in turn result in lower workload.</excerpt>"", '<title>The Difficulty to Break a Relational Complexity Network Can Predict Air Traffic Controllers’ Mental Workload and Performance in Conflict Resolution</title> <excerpt>Objective: To test the network disentangling model for explaining air traffic controllers’ (ATCos) conflict resolution performance. The network rigidity index (NRI), and the steps to break the relational complexity network following a central-available-node-first rule, was hypothesized to explain the overall task demand, whereas marginal-effort-decrease rule was expected to explain the actual operational outcome.</excerpt>', '<title>Hierarchical conflict detection in air traffic control</title> <excerpt>Experienced air traffic controllers and naïve college students participated in 2 experiments we conducted to test a hypothesis that controllers evaluate potential conflicts between aircraft in a hierarchical manner, comparing altitudes first for vertical separation, then extrapolating aircraft trajectories for lateral separation, and finally performing speed-distance computations for longitudinal separation. The results clearly support the hypothesis and imply that controller workload in terms of time pressure could be determined by momentary conflict geometries between aircraft pairs in a sector.</excerpt>', '<title>Evaluation of conflict-resolution policies on controller taskload</title> <excerpt>In an effort to maintain safety while satisfying growing air traffic demand, air navigation service providers are considering the inclusion of advisory systems to identify potential conflicts and propose resolution commands for the air traffic controller to verify and issue to aircraft. To understand the potential workload implications of introducing advisory conflict-detection and resolution tools, this paper examines a metric of controller taskload: how many resolution commands an air traffic controller issues under the guidance of an advisory system.</excerpt>', '<title>Determinants of conflict detection: A model of risk judgments in air traffic control</title> <excerpt>Objective: A model of conflict judgments in air traffic control (ATC) is proposed. Background: Three horizontal distances determine risk judgments about conflict between two aircraft: (a) Dt<inf>0</inf> is the distance between the crossing of the aircraft trajectories and the first aircraft to reach that point; (b) Dt<inf>h</inf> is the distance between the two aircraft when they are horizontally closest; and (c) Dt<inf>v</inf> is the horizontal distance between the two aircraft when their growing vertical distance reaches 1,000 feet.</excerpt>']"
21,17,21_auditory_dimensional audio_inattentional deafness_warning,"['auditory', 'dimensional audio', 'inattentional deafness', 'warning', 'visual hdd providing', 'audio cue', 'hdd providing azimuth', 'alert', 'alert collision avoidance', 'traffic alert collision']","['<title>Evaluating adaptive multisensory displays for target localization in a flight task</title> <excerpt>This study was designed to determine the efficacy of providing target location information via head-coupled visual and spatial audio displays presented in adaptive and nonadaptive configurations. Twelve United States Air Force pilots performed a simulated flight task in which they were instructed to maintain flight parameters while searching for ground and air targets.</excerpt>', '<title>Synthesized warning messages: effects of an alerting cue in single- and multiple-function voice synthesis systems</title> <excerpt>The present study examined the effectiveness of preceding synthesized voice warning messages with an alerting cue as a function of the amount of information presented by the voice synthesizer and the workload level in the primary task. Subjects performed a simplified air traffic control task in which they were required to monitor two visual displays and to enter commands via a standard keyboard.</excerpt>', '<title>Multisensory enhancement of command displays for unusual attitude recovery</title> <excerpt>In a low-fidelity, fixed-base F-16 flight simulator, 12 fighter pilots attempted to recover from unusual pitch-down inverted attitudes. Recovery was done in a control condition, aided by a heads-up display (HUD) only, and with 3 command display augmentations: (a) a command visual icon, pointing in the direction of appropriate control; (b) the icon augmented with a voice command; and (c) the icon augmented with a tactile command.</excerpt>', '<title>Effects of supplementing head-down displays with 3-D audio during visual target acquisition</title> <excerpt>We investigated the effectiveness of supplementing head-down displays (HDDs) with high-fidelity 3-dimensional (3-D) audio using a flight simulation task in which participants were required to visually acquire the image of a target aircraft. There were 3 conditions: a visual HDD providing azimuth information combined with a nonspatial audio cue, a visual HDD providing azimuth and elevation information combined with a nonspatial audio cue, and a visual HDD providing azimuth information combined with a 3-D audio cue.</excerpt>', '<title>Three-Dimensional Audio Versus Head-Down Traffic Alert and Collision Avoidance System Displays</title> <excerpt>The advantage of a head-up auditory display for situational awareness was evaluated in an experiment designed to measure and compare the acquisition time for capturing visual targets under two conditions: standard headdown Traffic Alert and Collision Avoidance System (TCAS) display and three-dimensional (3-D) audio TCAS presentation. (The technology used for 3-D audio presentation allows a stereo headphone user to potentially localize a sound at any externalized position in 3-D auditory space).</excerpt>']"
22,17,22_space medicine_spacelab_space station_medicine nasa,"['space medicine', 'spacelab', 'space station', 'medicine nasa', 'space medicine nasa', 'risks space', 'risks space flight', 'medical impact analysis', 'bioastronautics', 'society aerospace medicine']","['<title>Cardiopulmonary resuscitation (CPR) during spaceflight - a guideline for CPR in microgravity from the German Society of Aerospace Medicine (DGLRM) and the European Society of Aerospace Medicine Space Medicine Group (ESAM-SMG)</title> <excerpt>Background: With the “Artemis”-mission mankind will return to the Moon by 2024. Prolonged periods in space will not only present physical and psychological challenges to the astronauts, but also pose risks concerning the medical treatment capabilities of the crew.</excerpt>', ""<title>The use of medicaments in space--therapeutic measures and potential impact of pharmacokinetics due to weightlessness.</title> <excerpt>In support of the preparatory programme for the European manned space infrastructure, the Long-Term Programme Office (LTPO) within ESA's Space Station and Microgravity Directorate initiated a series of studies aimed at a better understanding of the physiological and psychological aspects of living in space. In this context, in 1991 MEDES (Institut de medecine et physiologie spatiale) was contracted by the Agency to investigate the type and efficacy of drugs available for use by astronauts during space missions to counteract the effects of weightlessness or for medical treatments.</excerpt>"", '<title>Medes clinical research facility as a tool to prepare ISSA space flights</title> <excerpt>This new multi-disciplinary medical experimentation center provides the ideal scientific, medical and technical environment required for research programs and to prepare international space station Alpha (ISSA) missions, where space and healthcare industries can share their expertise. Different models are available to simulate space flight effects (bed-rest, confinement,...).</excerpt>', '<title>Status of cardiovascular issues related to space flight: Implications for future research directions</title> <excerpt>Compromised cardiovascular performance, occurrence of serious cardiac dysrhythmias, cardiac atrophy, orthostatic intolerance, reduced aerobic capacity, operational impacts of regular physical exercise, and space radiation are risks of space flight to the cardiovascular system identified in the 2007 NASA Human Integrated Research Program. An evidence-based approach to identify the research priorities needed to resolve those cardiovascular risks that could most likely compromise the successful completion of extended-duration space missions is presented.</excerpt>', '<title>Monitoring antioxidant defenses and free radical production in space-flight, aviation and railway engine operators, for the prevention and treatment of oxidative stress, immunological impairment, and pre-mature cell aging</title> <excerpt>Degenerative diseases, immune impairment, and premature ageing commonly affect professional categories exposed to severe environmental and psychological stress. Among these, cosmonauts routinely experience extreme conditions due to microgravity, space radiation, altered oxygen supply, physical and mental fatigue during training, spaceflight, and post-flight.</excerpt>']"
23,17,23_psychological capital_psycap_service climate_psychological contract,"['psychological capital', 'psycap', 'service climate', 'psychological contract', 'psychological capital psycap', 'capital psycap', 'work engagement service', 'positive psychological capital', 'positive psychological', 'psychological contracts']","[""<title>Positive psychological capital and emotional labor in Korea: the job demands-resources approach</title> <excerpt>This study examined the effect of organizational justice perception on service employees' positive psychological capital and the influence of positive psychological capital on surface and deep acting. Drawing on the job demands-resources (JD-R) model and the literature on positive work environment, the indirect effects of perceived distributive and procedural justice on surface and deep acting through service employees' psychological capital were hypothesized.</excerpt>"", '<title>From top gun to the daily grind: contextualizing psychological contract breach for military pilots</title> <excerpt>This study expands our understanding of employee reactions to psychological contract (PC) breach by contextualizing the relationship between PC breach and feelings of violation in a European military setting through the study of strong commitment to specific career goals, high managerial turnover, lack of clarity about the perceived responsibility and controllability of PC breach, as well as aviation restrictions. Based on interviews with 41 pilots, we found that two factors–passion for job and professional commitment–which have not been a strong focus in extant research, play critical roles in the processes involved in employee PC breach reactions.</excerpt>', '<title>Building Sustainable Organizational Citizenship Behavior in Hospitality: Structural Relationships of Rapport, Trust, and Psychological Capital Among Airline Cabin Crew</title> <excerpt>This study examines the structural relationships among rapport, trust, psychological capital (PsyCap), and organizational citizenship behavior (OCB) in the emotionally demanding work context of airline cabin crews. Grounded in the job demands–resources (JD-R) model and social exchange theory (SET), we propose and test a sequential mediation model in which rapport is positively associated with trust, trust is positively associated with PsyCap, and PsyCap is positively associated with OCB.</excerpt>', '<title>Effects of Psychological Capital and Person-Job Fit on Hospitality Employees’ Work-Family Conflict, Family-Work Conflict and Job Performance: The Moderating Role of Marital Status</title> <excerpt>Drawing on the conservation of resources (COR) theory and congruence theory, this study aims to investigate the influence of psychological capital (PsyCap) and person-job fit (PJ fit) on work–family conflict (WFC), family–work conflict (FWC) and job performance (JP), especially the moderating effect of marital status on hypothesized relationships between two directions of conflicts in the work-family interface and JP. Utilizing a two-stage design, this study surveyed 312 flight attendants employed by two international airline companies in Malaysia and used the structural equation modeling technique to test the hypothesized relationships.</excerpt>', '<title>Relationships among service climate, psychological contract, work engagement and service performance</title> <excerpt>The paper identifies relationships between cabin service directors and flight attendants and service climate, psychological contracts, work engagement, service performance and cue perception ability. We find that relational psychological contracts have a positive influence on work engagement; transactional psychological contracts have a negative influence on work engagement; work engagement has a positive influence on service performance; work engagement mediates the relationship between relational psychological contracts and service performance; service climate has a positive influence on service performance; and cue perception ability moderates the relationship between work engagement and service performance.</excerpt>']"
24,15,24_native english_english language_non native english_language factors,"['native english', 'english language', 'non native english', 'language factors', 'native english sounding', 'language fluency', 'fluency brazil', 'language fluency brazil', 'english language fluency', 'vowel centered accent']","['<title>Miscommunication in Commercial Aviation: The Role of Accent, Speech Rate, Information Density, and Politeness Markers</title> <excerpt>Objective: This study is specifically designed to examine the effect of accent (native or non-native English sounding), rate of speech, complexity of transmission (information density), and politeness markers on commercial pilot (mis)communication. Background: Aviation accident reports often cite miscommunication as a contributing factor.</excerpt>', '<title>An Investigation into the Factors that Affect Miscommunication between Pilots and Air Traffic Controllers in Commercial Aviation</title> <excerpt>Objective: The present research sought to investigate the communication performance of both native English sounding pilots and accented commercial pilots in two different phases of flight, the approach and departure phase of flight. Background: English language proficiency requirements, standardized phraseology, and readbacks are some of the proactive measures which the aviation industry employs to ensure effective communication.</excerpt>', '<title>Communication Variations and Aircrew Performance</title> <excerpt>The relationship between communication variations and aircrew performance (high-error vs low-error performances) was investigated by analyzing the coded verbal transcripts derived from the videotape records of 18 two-person air transport crews who participated in a high-fidelity, full-mission flight simulation. The flight scenario was designed to be as realistic as possible but consisted of a task which included abnormal operations and required the coordinated efforts of all crew members.</excerpt>', '<title>Optimization of a Customized Leadership Development Program Upskilling English Language Fluency in Brazil Aviation Leaders</title> <excerpt>Objective: The present study explored how a customized leadership development program (LDP) with coursework taught in English to non-native English speakers could optimize English language fluency in Brazil airline leaders. Background: Currently, problems exist with a myriad of native language accents and phraseology interfering with cognitive reflexes especially for aircrews and air traffic controllers to safely do their work.</excerpt>', '<title>Vowel Centered Accent Modification in Mandarin Chinese Speaking Pilot Candidates</title> <excerpt>Objective: To determine the effectiveness of vowel centered accent modification (VCAM) on percent vowels correct (PVC) in Mandarin-speaking Chinese pilot candidates at the word, phrase, and semi-structured speech levels to increase the likelihood of pilot candidates passing the International Civil Aviation Organization’s (ICAO) Level 4 English Proficiency Requirement. Method: This was a single-subject changing criterion design with six participants.</excerpt>']"
25,15,25_psychological profiles_air traffic controllers_morbidity experience air_daily mood health,"['psychological profiles', 'air traffic controllers', 'morbidity experience air', 'daily mood health', 'job satisfaction burnout', 'burnout safety', 'job perceptions', 'burnout safety behavior', 'experience air traffic', 'different occupations']","['<title>Job satisfaction, burnout, and safety behavior in air traffic controllers: a mediation analysis and decision tree insights</title> <excerpt>Introduction: This study aims to explore the mediating role of burnout in the relationship between job satisfaction and safety behavior among air traffic controllers (ATCs), and to identify the most influential factor affecting ATCs’ safety behavior using a decision tree model. Methods: Data were collected from 357 ATCs using established questionnaires measuring job satisfaction, burnout, and safety behavior.</excerpt>', '<title>A psychosocial and biomedical comparison between men in six contrasting service occupations</title> <excerpt>A study of psychosocial job factors and physiological states was conducted using 150 men, aged between 25 and 60, working in six widely different occupations—freight handlers, aircraft mechanics, air traffic controllers, physicians, waiters and symphony musicians. The aim of the study was to characterize any differences in physiological parameters in relation to differences in psychosocial job characteristics.</excerpt>', '<title>An Exploration of Job Perceptions and Health Using an Integrative Approach: A Sample of Air Traffic Controllers Working in a Test Flight Center</title> <excerpt>Job perceptions and their relations with psychological and physical health were explored in a small group of military air traffic controllers (ATCOs) working in a test flight center. The participants rated dimensions of job requirements (psychological demands, overcommitment, work-family interferences), job resources (control, professional, and personal social support), and health indicators.</excerpt>', '<title>The Prospective impact of psychosocial variables on rates of illness and injury in professional employees</title> <excerpt>From a prospective study of health changes in air traffic controllers, it was determined that high scores on self-report measures of work-related life change distress, other life changes outside the worksetting, the type A behavior pattern, and dissatisfaction with management were positively related to future rates of injuries and physician-diagnosed acute illness episodes. Depending on the risk factor involved, high scorers on these psychosocial risk predictors incurred from 80% to 252% more future accidental injuries and from 38% to 69% wore future total morbidity over a 27-month follow-up period than the men in the low scoring groups.</excerpt>', '<title>Changes in job strain in relation to changes in physiological state: A longitudinal study</title> <excerpt>A sample of 73 men and women aged 22-63 years and working in six different occupations (air traffic controllers, waiters, physicians, symphony orchestra musicians, baggage handlers, and airplane mechanics) participated in a longitudinal study four times during a year. The spontaneous variations in job strain (determined as the self-reported ratio between psychological demands and decision latitude) were substantial.</excerpt>']"
26,15,26_stress air traffic_stress air_intention air traffic_fatigue stress,"['stress air traffic', 'stress air', 'intention air traffic', 'fatigue stress', 'traffic control stress', 'traffic control widely', 'influence bad working', 'perceived stressful', 'traffic controllers taiwan', 'control stress']","['<title>The Development of a Work Stress Model for Air TrafficControllers in Indonesia</title> <excerpt>The workload complexity experienced by and expected air traffic controllers (ATCs) causes psychological fatigue, engenders stressful conditions, and affectstheir quality of life. This study investigated the development of a model of psychological fatigue in ATCs in Indonesia, which affected their work stress levelsand quality of life.</excerpt>', '<title>Stress and the air traffic controller</title> <excerpt>More and more frequently certain physical and psychological states appear indicating a general condition of discomfort among people with the occupation of air traffic controller (ATC). This should alarm responsible staff to take adequate measures in order to ensure the fulfilling of the final aim of ATC, which is the maintenance and expedition of an orderly and safe flow of air traffic.</excerpt>', '<title>Research on the influence of bad working state on air traffic control effect based on multi-independent sample Kruskal-Wallis test</title> <excerpt>This study examines the influence of bad working states on the control effect of air traffic controllers by establishing a scoring standard for control performance assessment with eight assessment items, such as the standard radiotelephony communications, and 25 specific assessment contents, such as the completeness of control instructions. Combined with equipment for tower control simulations, this standard assesses and counts the scores of controllers in different states, namely, sober, fatigue, stress, and fatigue & stress.</excerpt>', '<title>A Quasi-Experimental One Group Pre-Post Test Design in Air Traffic Controller in Indonesia: Progressive Muscle Relaxation</title> <excerpt>Objectives: The effectiveness of progressive muscle relaxation (PMR) in assessing the general health of air traffic controllers (ATC) is still insufficient, specifically when examining the psychological conditions of workers who use questionnaire instruments. Therefore, this research aimed to evaluate the use of PMR program in ATC by developing a model using biomarkers (saliva) tested on the cocorometer stress diagnostic tool and validity, including observing related determinants in the work environment.</excerpt>', '<title>Assessment of Occupational Health and Safety Performance in Air Traffic Control: An Empirical Investigation of Stress and Well-Being</title> <excerpt>Air traffic control is widely recognized as one of the most psychologically demanding occupations, where safety and operational performance are tightly interwoven. This study explores the relationship between occupational health and safety (OHS) systems and the psychological well-being of Air Traffic Controllers (ATCOs), focusing on factors such as perceived safety, job satisfaction, stress, and mental strain.</excerpt>']"
27,15,27_depressive symptoms_swedish commercial_problems psychosocial work_swedish commercial airline,"['depressive symptoms', 'swedish commercial', 'problems psychosocial work', 'swedish commercial airline', 'risk factors sleep', 'firefighters rescue professionals', 'chinese commercial pilots', 'study t1 2017', 'presenteeism swedish', 'presenteeism swedish commercial']","['<title>Occupational risk factors for sleep quality among Serbian airline pilots</title> <excerpt>Introduction: The ability of airline pilots to maintain a good level of sleep goes a long way in ensuring operational effectiveness with regard to safety as well as personal health. The study assesses the risk factors for sleep quality of airline pilots in Serbia with the objective of determining those factors, both occupational and lifestyle that are paramount in assisting with sleep health.</excerpt>', '<title>Associations of suffering with facets of health and well-being among working adults: longitudinal evidence from two samples</title> <excerpt>Suffering is an experiential state that every person encounters at one time or another, yet little is known about suffering and its consequences for the health and well-being of nonclinical adult populations. In a pair of longitudinal studies, we used two waves of data from garment factory workers (Study 1 [T1: 2017, T2: 2019]: n = 344) and flight attendants (Study 2 [T1: 2017/2018, T2: 2020]: n = 1402) to examine the prospective associations of suffering with 16 outcomes across different domains of health and well-being: physical health, health behavior, mental health, psychological well-being, character strengths, and social well-being.</excerpt>', '<title>Pain, health perception and sleep: Impact on the quality of life of firefighters/rescue professionals</title> <excerpt>Objective: to evaluate the quality of life of firefighters and rescue professionals, and characterize their socio-demographic, health, work and lifestyle profile. Methods: cross-sectional study that used a socio-demographic, lifestyle, health, work data questionnaire and the WHOQOL-BREF quality of life aspects, in Fire Department bases, Civil Air Patrol Group of the Military Police and Rescue Group of Emergency Services.</excerpt>', '<title>Fit for Flight? Inappropriate Presenteeism Among Swedish Commercial Airline Pilots and Its Threats to Flight Safety</title> <excerpt>Objective: The purpose of this cross-sectional survey study was to investigate the prevalence of presenteeism, attending work when ill, among Swedish commercial airline pilots and how presenteeism relates to mental health and flight safety. Background: Pilots are regulated to refrain from duty when their mental or physical state could endanger safety.</excerpt>', '<title>Selecting flight mode – Risk factors associated with presenteeism among commercial pilots and the role of depressive symptoms</title> <excerpt>Objective: The objective of this cross-sectional survey study was to examine psychosocial work factors, work conditions, and individual factors associated in the literature with presenteeism among Swedish Commercial Airline Pilots. Furthermore, depressive symptoms were hypothesized as a mediator between psychosocial work climate and presenteeism.</excerpt>']"
